,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,32641796.726304,-35910000.0,-383400000.0,-38963734.049698
Tax Rate For Calcs,0.186525,0.21,0.27,0.167226
Normalized EBITDA,5988000000.0,4587000000.0,4692000000.0,4469000000.0
Total Unusual Items,175000000.0,-171000000.0,-1420000000.0,-233000000.0
Total Unusual Items Excluding Goodwill,175000000.0,-171000000.0,-1420000000.0,-233000000.0
Net Income From Continuing Operation Net Minority Interest,3075000000.0,2139000000.0,1318000000.0,2083000000.0
Reconciled Depreciation,2227000000.0,2019000000.0,1855000000.0,1666000000.0
Reconciled Cost Of Revenue,10101000000.0,9228000000.0,7559000000.0,6329000000.0
EBITDA,6163000000.0,4416000000.0,3272000000.0,4236000000.0
EBIT,3936000000.0,2397000000.0,1417000000.0,2570000000.0
Net Interest Income,-1141000000.0,-953000000.0,-1123000000.0,-971000000.0
Interest Expense,1309000000.0,1054000000.0,1198000000.0,1081000000.0
Interest Income,168000000.0,101000000.0,75000000.0,110000000.0
Normalized Income,2932641796.726304,2274090000.0,2354600000.0,2277036265.950302
Net Income From Continuing And Discontinued Operation,3075000000.0,2139000000.0,1318000000.0,3933000000.0
Total Expenses,13005000000.0,11882000000.0,10010000000.0,8538000000.0
Diluted Average Shares,632733000.0,632756000.0,626072000.0,584504000.0
Basic Average Shares,630296000.0,630318000.0,623510000.0,582154000.0
Diluted EPS,4.79,3.31,2.005,6.44
Basic EPS,4.81,3.325,2.015,6.465
Diluted NI Availto Com Stockholders,3030000000.0,2094000000.0,1254000000.0,3764000000.0
Net Income Common Stockholders,3030000000.0,2094000000.0,1254000000.0,3764000000.0
Preferred Stock Dividends,45000000.0,45000000.0,64000000.0,169000000.0
Net Income,3075000000.0,2139000000.0,1318000000.0,3933000000.0
Minority Interests,-543000000.0,-146000000.0,-145000000.0,-172000000.0
Net Income Including Noncontrolling Interests,3618000000.0,2285000000.0,1463000000.0,4105000000.0
Net Income Discontinuous Operations,,0.0,0.0,1850000000.0
Net Income Continuous Operations,3618000000.0,2285000000.0,1463000000.0,2255000000.0
Earnings From Equity Interest Net Of Tax,1481000000.0,1498000000.0,1343000000.0,1015000000.0
Tax Provision,490000000.0,556000000.0,99000000.0,249000000.0
Pretax Income,2627000000.0,1343000000.0,219000000.0,1489000000.0
Other Income Expense,53000000.0,-261000000.0,-1505000000.0,-372000000.0
Other Non Operating Income Expenses,-122000000.0,-90000000.0,-85000000.0,-139000000.0
Special Income Charges,141000000.0,-116000000.0,-1424000000.0,-182000000.0
Gain On Sale Of Ppe,1000000.0,0.0,36000000.0,-3000000.0
Other Special Charges,-140000000.0,116000000.0,1460000000.0,179000000.0
Impairment Of Capital Assets,,,3000000.0,1000000.0
Gain On Sale Of Security,34000000.0,-55000000.0,4000000.0,-51000000.0
Net Non Operating Interest Income Expense,-1141000000.0,-953000000.0,-1123000000.0,-971000000.0
Interest Expense Non Operating,1309000000.0,1054000000.0,1198000000.0,1081000000.0
Interest Income Non Operating,168000000.0,101000000.0,75000000.0,110000000.0
Operating Income,3715000000.0,2557000000.0,2847000000.0,2832000000.0
Operating Expense,2904000000.0,2654000000.0,2451000000.0,2209000000.0
Other Operating Expenses,,635000000.0,596000000.0,543000000.0
Other Taxes,677000000.0,635000000.0,596000000.0,543000000.0
Depreciation Amortization Depletion Income Statement,2227000000.0,2019000000.0,1855000000.0,1666000000.0
Depreciation And Amortization In Income Statement,2227000000.0,2019000000.0,1855000000.0,1666000000.0
Gross Profit,6619000000.0,5211000000.0,5298000000.0,5041000000.0
Cost Of Revenue,10101000000.0,9228000000.0,7559000000.0,6329000000.0
Total Revenue,16720000000.0,14439000000.0,12857000000.0,11370000000.0
Operating Revenue,16720000000.0,14439000000.0,12857000000.0,11370000000.0
