,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,384000000.0,366000000.0,820000000.0,1651000000.0,
Repurchase Of Capital Stock,-50000000.0,0.0,-903000000.0,-1041000000.0,
Repayment Of Debt,-801000000.0,-750000000.0,-300000000.0,-300000000.0,
Issuance Of Debt,300000000.0,304000000.0,2800000000.0,300000000.0,
Issuance Of Capital Stock,0.0,4000000.0,3000000.0,76000000.0,
Capital Expenditure,-451000000.0,-549000000.0,-570000000.0,-525000000.0,
Interest Paid Supplemental Data,352000000.0,370000000.0,161000000.0,169000000.0,
Income Tax Paid Supplemental Data,181000000.0,175000000.0,247000000.0,388000000.0,
End Cash Position,1275000000.0,1570000000.0,1958000000.0,3044000000.0,
Other Cash Adjustment Outside Changein Cash,0.0,-3000000.0,-94000000.0,0.0,
Beginning Cash Position,1667000000.0,1958000000.0,3044000000.0,2934000000.0,
Effect Of Exchange Rate Changes,-149000000.0,45000000.0,-20000000.0,-67000000.0,
Changes In Cash,-243000000.0,-430000000.0,-972000000.0,177000000.0,
Financing Cash Flow,-476000000.0,-792000000.0,1206000000.0,-1339000000.0,
Cash Flow From Continuing Financing Activities,-476000000.0,-792000000.0,1206000000.0,-1339000000.0,
Net Other Financing Charges,448000000.0,,,-35000000.0,1000000.0
Cash Dividends Paid,-384000000.0,-384000000.0,-390000000.0,-338000000.0,
Common Stock Dividend Paid,-384000000.0,-384000000.0,-390000000.0,-338000000.0,
Net Common Stock Issuance,-50000000.0,4000000.0,-900000000.0,-965000000.0,
Common Stock Payments,-50000000.0,0.0,-903000000.0,-1041000000.0,
Common Stock Issuance,0.0,4000000.0,3000000.0,76000000.0,
Net Issuance Payments Of Debt,-490000000.0,-412000000.0,2496000000.0,-1000000.0,
Net Short Term Debt Issuance,11000000.0,34000000.0,-4000000.0,-1000000.0,
Net Long Term Debt Issuance,-501000000.0,-446000000.0,2500000000.0,0.0,
Long Term Debt Payments,-801000000.0,-750000000.0,-300000000.0,-300000000.0,
Long Term Debt Issuance,300000000.0,304000000.0,2800000000.0,300000000.0,
Investing Cash Flow,-602000000.0,-553000000.0,-3568000000.0,-660000000.0,
Cash Flow From Continuing Investing Activities,-602000000.0,-553000000.0,-3568000000.0,-660000000.0,
Net Other Investing Changes,94000000.0,10000000.0,77000000.0,304000000.0,
Net Investment Purchase And Sale,,,,,0.0
Sale Of Investment,,,,,0.0
Purchase Of Investment,,,,,0.0
Net Business Purchase And Sale,-245000000.0,-14000000.0,-3075000000.0,-439000000.0,
Purchase Of Business,-245000000.0,-14000000.0,-3075000000.0,-439000000.0,
Capital Expenditure Reported,-451000000.0,-549000000.0,-570000000.0,-525000000.0,
Operating Cash Flow,835000000.0,915000000.0,1390000000.0,2176000000.0,
Cash Flow From Continuing Operating Activities,835000000.0,915000000.0,1390000000.0,2176000000.0,
Change In Working Capital,55000000.0,-40000000.0,173000000.0,23000000.0,
Change In Other Working Capital,-298000000.0,-162000000.0,-82000000.0,-241000000.0,
Change In Payables And Accrued Expense,195000000.0,86000000.0,-550000000.0,1144000000.0,
Change In Accrued Expense,70000000.0,85000000.0,62000000.0,195000000.0,
Change In Payable,125000000.0,1000000.0,-612000000.0,949000000.0,
Change In Account Payable,125000000.0,1000000.0,-612000000.0,949000000.0,
Change In Inventory,172000000.0,-123000000.0,-49000000.0,-648000000.0,
Change In Receivables,-14000000.0,159000000.0,854000000.0,-232000000.0,
Changes In Account Receivables,-14000000.0,159000000.0,854000000.0,-232000000.0,
Asset Impairment Charge,381000000.0,0.0,384000000.0,0.0,
Depreciation Amortization Depletion,333000000.0,361000000.0,475000000.0,494000000.0,
Depreciation And Amortization,333000000.0,361000000.0,475000000.0,494000000.0,
Amortization Cash Flow,31000000.0,,,,
Amortization Of Intangibles,31000000.0,,,,
Depreciation,302000000.0,,,,
Operating Gains Losses,371000000.0,106000000.0,1869000000.0,-147000000.0,
Earnings Losses From Equity Investments,107000000.0,0.0,0.0,-42000000.0,
Gain Loss On Sale Of Business,264000000.0,106000000.0,1869000000.0,-105000000.0,
Net Income From Continuing Operations,-305000000.0,488000000.0,-1511000000.0,1806000000.0,
