,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-228848000.0,-120056000.0,-22559000.0,-32922000.0
Repayment Of Debt,-199196000.0,-438571000.0,-111313000.0,-124310000.0
Issuance Of Debt,258490000.0,340239000.0,119740000.0,352968000.0
Issuance Of Capital Stock,118767000.0,0.0,17000000.0,222150000.0
Capital Expenditure,-164784000.0,-63428000.0,-25436000.0,-19472000.0
Interest Paid Supplemental Data,29446000.0,30448000.0,28496000.0,20789000.0
Income Tax Paid Supplemental Data,1432000.0,814000.0,1409000.0,98000.0
End Cash Position,37840000.0,26405000.0,22870000.0,18652000.0
Beginning Cash Position,26405000.0,22870000.0,18652000.0,1383000.0
Effect Of Exchange Rate Changes,-360000.0,-344000.0,149000.0,-38000.0
Changes In Cash,11795000.0,3879000.0,4069000.0,17307000.0
Financing Cash Flow,244214000.0,134676000.0,23839000.0,442579000.0
Cash Flow From Continuing Financing Activities,244214000.0,134676000.0,23839000.0,442579000.0
Net Other Financing Charges,62673000.0,237013000.0,-1588000.0,-8229000.0
Proceeds From Stock Option Exercised,3480000.0,375000.0,0.0,0.0
Cash Dividends Paid,0.0,-4380000.0,0.0,0.0
Preferred Stock Dividend Paid,0.0,-4380000.0,0.0,0.0
Net Preferred Stock Issuance,0.0,0.0,17000000.0,222150000.0
Preferred Stock Issuance,0.0,0.0,17000000.0,222150000.0
Net Common Stock Issuance,118767000.0,0.0,0.0,222150000.0
Common Stock Issuance,118767000.0,0.0,0.0,222150000.0
Net Issuance Payments Of Debt,59294000.0,-98332000.0,8427000.0,228658000.0
Net Long Term Debt Issuance,59294000.0,-98332000.0,8427000.0,228658000.0
Long Term Debt Payments,-199196000.0,-438571000.0,-111313000.0,-124310000.0
Long Term Debt Issuance,258490000.0,340239000.0,119740000.0,352968000.0
Investing Cash Flow,-168355000.0,-74169000.0,-22647000.0,-411822000.0
Cash Flow From Continuing Investing Activities,-168355000.0,-74169000.0,-22647000.0,-411822000.0
Net Business Purchase And Sale,-3777000.0,-14885000.0,0.0,-393337000.0
Purchase Of Business,-3777000.0,-14885000.0,0.0,-393337000.0
Net Intangibles Purchase And Sale,-173000.0,-167000.0,-321000.0,0.0
Purchase Of Intangibles,-173000.0,-167000.0,-321000.0,0.0
Net PPE Purchase And Sale,-164405000.0,-59117000.0,-22326000.0,-18485000.0
Sale Of PPE,206000.0,4144000.0,2789000.0,987000.0
Purchase Of PPE,-164611000.0,-63261000.0,-25115000.0,-19472000.0
Operating Cash Flow,-64064000.0,-56628000.0,2877000.0,-13450000.0
Cash Flow From Continuing Operating Activities,-64064000.0,-56628000.0,2877000.0,-13450000.0
Change In Working Capital,-57965000.0,-71641000.0,-297000.0,6226000.0
Change In Other Working Capital,6440000.0,-22937000.0,14860000.0,1463000.0
Change In Payables And Accrued Expense,-65118000.0,30331000.0,21889000.0,-12720000.0
Change In Accrued Expense,-5826000.0,2685000.0,3165000.0,19426000.0
Change In Payable,-59292000.0,27646000.0,18724000.0,-32146000.0
Change In Account Payable,-59292000.0,27646000.0,18724000.0,-32146000.0
Change In Prepaid Assets,-1890000.0,-15476000.0,-401000.0,-351000.0
Change In Inventory,915000.0,-46770000.0,-16543000.0,16869000.0
Change In Receivables,1688000.0,-16789000.0,-20102000.0,965000.0
Changes In Account Receivables,1688000.0,-16789000.0,-20102000.0,965000.0
Other Non Cash Items,6003000.0,7521000.0,3617000.0,2056000.0
Stock Based Compensation,8708000.0,2631000.0,1223000.0,1553000.0
Unrealized Gain Loss On Investment Securities,-104000.0,3502000.0,-3585000.0,-217000.0
Provisionand Write Offof Assets,979000.0,1790000.0,439000.0,4452000.0
Asset Impairment Charge,,0.0,0.0,87515000.0
Deferred Tax,-6512000.0,-2037000.0,-3448000.0,-18256000.0
Deferred Income Tax,-6512000.0,-2037000.0,-3448000.0,-18256000.0
Depreciation Amortization Depletion,26584000.0,24210000.0,25501000.0,23838000.0
Depreciation And Amortization,26584000.0,24210000.0,25501000.0,23838000.0
Operating Gains Losses,-7190000.0,32857000.0,735000.0,8248000.0
Gain Loss On Investment Securities,-10207000.0,29675000.0,,
Net Foreign Currency Exchange Gain Loss,1864000.0,667000.0,492000.0,498000.0
Gain Loss On Sale Of PPE,1153000.0,935000.0,243000.0,7750000.0
Net Income From Continuing Operations,-34567000.0,-55461000.0,-21308000.0,-128865000.0
