,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,9996767.0,7879415.0,2777981.0,2034012.0
Ordinary Shares Number,46320671.0,48138257.0,53010265.0,53427234.0
Share Issued,56317438.0,56017672.0,55788246.0,55461246.0
Total Debt,18261000.0,38052000.0,58132000.0,43745000.0
Tangible Book Value,2350611000.0,2312915000.0,2655295000.0,2489339000.0
Invested Capital,2415385000.0,2401391000.0,2780739000.0,2630786000.0
Working Capital,1699793000.0,1711628000.0,2034250000.0,1933499000.0
Net Tangible Assets,2350611000.0,2312915000.0,2655295000.0,2489339000.0
Capital Lease Obligations,18261000.0,22021000.0,23975000.0,5778000.0
Common Stock Equity,2415385000.0,2385360000.0,2746582000.0,2592819000.0
Total Capitalization,2415385000.0,2385360000.0,2762613000.0,2626976000.0
Total Equity Gross Minority Interest,2415385000.0,2385360000.0,2747221000.0,2594111000.0
Minority Interest,,0.0,639000.0,1292000.0
Stockholders Equity,2415385000.0,2385360000.0,2746582000.0,2592819000.0
Gains Losses Not Affecting Retained Earnings,-212530000.0,-204524000.0,-189951000.0,-146065000.0
Other Equity Adjustments,,152000.0,-184000.0,-146065000.0
Foreign Currency Translation Adjustments,-212530000.0,-204676000.0,-189767000.0,
Unrealized Gain Loss,,0.0,0.0,
Treasury Stock,1161505000.0,938009000.0,438503000.0,303614000.0
Retained Earnings,2795394000.0,2576516000.0,2466607000.0,2188191000.0
Additional Paid In Capital,994020000.0,951371000.0,908423000.0,854301000.0
Capital Stock,6000.0,6000.0,6000.0,6000.0
Common Stock,6000.0,6000.0,6000.0,6000.0
Total Liabilities Net Minority Interest,283513000.0,357920000.0,423319000.0,341589000.0
Total Non Current Liabilities Net Minority Interest,68652000.0,83274000.0,109886000.0,127011000.0
Other Non Current Liabilities,5369000.0,4945000.0,4806000.0,92854000.0
Non Current Accrued Expenses,19926000.0,24358000.0,23660000.0,
Tradeand Other Payables Non Current,28185000.0,35715000.0,45236000.0,
Non Current Deferred Liabilities,1508000.0,1469000.0,1632000.0,92854000.0
Non Current Deferred Taxes Liabilities,1508000.0,1469000.0,1632000.0,92854000.0
Long Term Debt And Capital Lease Obligation,13664000.0,16787000.0,34552000.0,34157000.0
Long Term Capital Lease Obligation,13664000.0,16787000.0,18521000.0,
Long Term Debt,,,16031000.0,34157000.0
Current Liabilities,214861000.0,274646000.0,313433000.0,214578000.0
Other Current Liabilities,13198000.0,10707000.0,14652000.0,
Current Deferred Liabilities,69219000.0,80068000.0,89659000.0,71246000.0
Current Deferred Revenue,69219000.0,80068000.0,89659000.0,71246000.0
Current Debt And Capital Lease Obligation,4597000.0,21265000.0,23580000.0,9588000.0
Current Capital Lease Obligation,4597000.0,5234000.0,5454000.0,5778000.0
Current Debt,,16031000.0,18126000.0,3810000.0
Other Current Borrowings,,16031000.0,18126000.0,3810000.0
Pensionand Other Post Retirement Benefit Plans Current,67053000.0,78251000.0,94857000.0,62785000.0
Payables And Accrued Expenses,60794000.0,84355000.0,90685000.0,70959000.0
Current Accrued Expenses,27283000.0,28504000.0,26204000.0,36931000.0
Payables,33511000.0,55851000.0,64481000.0,34028000.0
Total Tax Payable,4893000.0,9618000.0,8642000.0,8280000.0
Income Tax Payable,4893000.0,9618000.0,8642000.0,8280000.0
Accounts Payable,28618000.0,46233000.0,55839000.0,25748000.0
Total Assets,2698898000.0,2743280000.0,3170540000.0,2935700000.0
Total Non Current Assets,784244000.0,757006000.0,822857000.0,787623000.0
Other Non Current Assets,28425000.0,28848000.0,48507000.0,43419000.0
Non Current Deferred Assets,88788000.0,75152000.0,47761000.0,43197000.0
Non Current Deferred Taxes Assets,88788000.0,75152000.0,47761000.0,43197000.0
Goodwill And Other Intangible Assets,64774000.0,72445000.0,91287000.0,103480000.0
Other Intangible Assets,26234000.0,34120000.0,52678000.0,62114000.0
Goodwill,38540000.0,38325000.0,38609000.0,41366000.0
Net PPE,602257000.0,580561000.0,635302000.0,597527000.0
Accumulated Depreciation,-553902000.0,-508243000.0,-547318000.0,-487609000.0
Gross PPE,1156159000.0,1088804000.0,1182620000.0,1085136000.0
Construction In Progress,118341000.0,103655000.0,106682000.0,70341000.0
Machinery Furniture Equipment,539281000.0,497833000.0,590729000.0,550616000.0
Buildings And Improvements,446031000.0,434698000.0,433960000.0,412725000.0
Land And Improvements,52506000.0,52618000.0,51249000.0,51454000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1914654000.0,1986274000.0,2347683000.0,2148077000.0
Other Current Assets,38208000.0,47047000.0,73320000.0,57804000.0
Prepaid Assets,26038000.0,40934000.0,36990000.0,69893000.0
Inventory,453874000.0,509363000.0,460747000.0,364993000.0
Finished Goods,142225000.0,167946000.0,158095000.0,126967000.0
Work In Process,47997000.0,18911000.0,32506000.0,47251000.0
Raw Materials,263652000.0,322506000.0,270146000.0,190775000.0
Receivables,219053000.0,211347000.0,262121000.0,264321000.0
Accounts Receivable,219053000.0,211347000.0,262121000.0,264321000.0
Allowance For Doubtful Accounts Receivable,-1763000.0,-2639000.0,-2108000.0,-2156000.0
Gross Accounts Receivable,220816000.0,213986000.0,264229000.0,266477000.0
Cash Cash Equivalents And Short Term Investments,1177481000.0,1177583000.0,1514505000.0,1391066000.0
Other Short Term Investments,662807000.0,479374000.0,805400000.0,514835000.0
Cash And Cash Equivalents,514674000.0,698209000.0,709105000.0,876231000.0
