,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,998000000.0,1028000000.0,1074000000.0,1271000000.0
Repurchase Of Capital Stock,-38000000.0,-1040000000.0,-877000000.0,-117000000.0
Repayment Of Debt,-3106000000.0,-1692000000.0,-4950000000.0,-2318000000.0
Issuance Of Debt,4611000000.0,1644000000.0,5035000000.0,952000000.0
Capital Expenditure,-358000000.0,-222000000.0,-293000000.0,-173000000.0
Interest Paid Supplemental Data,197000000.0,71000000.0,76000000.0,107000000.0
Income Tax Paid Supplemental Data,305000000.0,346000000.0,423000000.0,248000000.0
End Cash Position,299000000.0,278000000.0,274000000.0,312000000.0
Beginning Cash Position,278000000.0,274000000.0,312000000.0,535000000.0
Effect Of Exchange Rate Changes,5000000.0,-24000000.0,-1000000.0,12000000.0
Changes In Cash,16000000.0,28000000.0,-37000000.0,-235000000.0
Financing Cash Flow,1102000000.0,-1394000000.0,-985000000.0,-1513000000.0
Cash Flow From Continuing Financing Activities,1102000000.0,-1394000000.0,-985000000.0,-1513000000.0
Net Other Financing Charges,-63000000.0,-22000000.0,-120000000.0,-30000000.0
Cash Dividends Paid,-302000000.0,-284000000.0,-73000000.0,0.0
Common Stock Dividend Paid,-302000000.0,-284000000.0,-73000000.0,0.0
Net Common Stock Issuance,-38000000.0,-1040000000.0,-877000000.0,-117000000.0
Common Stock Payments,-38000000.0,-1040000000.0,-877000000.0,-117000000.0
Net Issuance Payments Of Debt,1505000000.0,-48000000.0,85000000.0,-1366000000.0
Net Short Term Debt Issuance,,,1317912000.0,-631435000.0
Short Term Debt Payments,,,-3716955000.0,-1472920000.0
Short Term Debt Issuance,,,5034867000.0,841485000.0
Net Long Term Debt Issuance,1505000000.0,-48000000.0,85000000.0,-1366000000.0
Long Term Debt Payments,-3106000000.0,-1692000000.0,-4950000000.0,-2318000000.0
Long Term Debt Issuance,4611000000.0,1644000000.0,5035000000.0,952000000.0
Investing Cash Flow,-2442000000.0,172000000.0,-419000000.0,-166000000.0
Cash Flow From Continuing Investing Activities,-2442000000.0,172000000.0,-419000000.0,-166000000.0
Net Other Investing Changes,-29000000.0,-10000000.0,-29000000.0,-8000000.0
Net Investment Purchase And Sale,49000000.0,0.0,0.0,
Sale Of Investment,49000000.0,0.0,0.0,
Net Business Purchase And Sale,-2115000000.0,395000000.0,-117000000.0,-2000000.0
Sale Of Business,110000000.0,399000000.0,7000000.0,5000000.0
Purchase Of Business,-2225000000.0,-4000000.0,-124000000.0,-7000000.0
Net PPE Purchase And Sale,-347000000.0,-213000000.0,-273000000.0,-156000000.0
Sale Of PPE,11000000.0,9000000.0,20000000.0,17000000.0
Purchase Of PPE,-358000000.0,-222000000.0,-293000000.0,-173000000.0
Operating Cash Flow,1356000000.0,1250000000.0,1367000000.0,1444000000.0
Cash Flow From Continuing Operating Activities,1356000000.0,1250000000.0,1367000000.0,1444000000.0
Change In Working Capital,77000000.0,-35000000.0,-3000000.0,498000000.0
Change In Other Working Capital,6000000.0,54000000.0,-35000000.0,35000000.0
Change In Payables And Accrued Expense,-5000000.0,269000000.0,283000000.0,-64000000.0
Change In Payable,-5000000.0,269000000.0,283000000.0,-64000000.0
Change In Account Payable,-5000000.0,269000000.0,283000000.0,-64000000.0
Change In Prepaid Assets,,,,34945000.0
Change In Inventory,71000000.0,-342000000.0,-235000000.0,433000000.0
Change In Receivables,5000000.0,-16000000.0,-16000000.0,94000000.0
Other Non Cash Items,17000000.0,-14000000.0,-37000000.0,-4000000.0
Stock Based Compensation,40000000.0,38000000.0,34000000.0,29000000.0
Asset Impairment Charge,,,0.0,0.0
Deferred Tax,13000000.0,6000000.0,-27000000.0,-34000000.0
Deferred Income Tax,13000000.0,6000000.0,-27000000.0,-34000000.0
Depreciation Amortization Depletion,319000000.0,264000000.0,284000000.0,299000000.0
Depreciation And Amortization,319000000.0,264000000.0,284000000.0,299000000.0
Amortization Cash Flow,126000000.0,95000000.0,,
Amortization Of Intangibles,126000000.0,95000000.0,,
Depreciation,193000000.0,169000000.0,,
Operating Gains Losses,-48000000.0,-159000000.0,24000000.0,16000000.0
Net Foreign Currency Exchange Gain Loss,-49000000.0,0.0,0.0,
Gain Loss On Sale Of Business,0.0,-159000000.0,0.0,3000000.0
Net Income From Continuing Operations,938000000.0,1150000000.0,1092000000.0,640000000.0
