,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,39313644.0,40501644.0,41391555.0,42494684.0,
Ordinary Shares Number,284974263.0,283786263.0,283000000.0,282000000.0,
Share Issued,324287907.0,324287907.0,324391555.0,324494684.0,
Net Debt,6972000000.0,6722000000.0,6663000000.0,6309000000.0,
Total Debt,8786000000.0,8649000000.0,8910000000.0,8420000000.0,
Tangible Book Value,3195000000.0,2918000000.0,3282000000.0,2956000000.0,
Invested Capital,12538000000.0,12292000000.0,13190000000.0,12396000000.0,
Working Capital,295000000.0,503000000.0,1525000000.0,719000000.0,
Net Tangible Assets,3195000000.0,2918000000.0,3282000000.0,2956000000.0,
Capital Lease Obligations,1004000000.0,1025000000.0,1020000000.0,1023000000.0,
Common Stock Equity,4756000000.0,4668000000.0,5300000000.0,4999000000.0,
Total Capitalization,11148000000.0,11499000000.0,12567000000.0,11647000000.0,
Total Equity Gross Minority Interest,4906000000.0,4837000000.0,5466000000.0,5184000000.0,
Minority Interest,150000000.0,169000000.0,166000000.0,185000000.0,
Stockholders Equity,4756000000.0,4668000000.0,5300000000.0,4999000000.0,
Gains Losses Not Affecting Retained Earnings,-3844000000.0,-3835000000.0,-3875000000.0,-3963000000.0,
Other Equity Adjustments,-3844000000.0,-3835000000.0,-3875000000.0,-3963000000.0,
Retained Earnings,5156000000.0,5086000000.0,5775000000.0,5573000000.0,
Additional Paid In Capital,3159000000.0,3133000000.0,3117000000.0,3107000000.0,
Capital Stock,285000000.0,284000000.0,283000000.0,282000000.0,
Common Stock,285000000.0,284000000.0,283000000.0,282000000.0,
Total Liabilities Net Minority Interest,16058000000.0,16745000000.0,16965000000.0,16218000000.0,
Total Non Current Liabilities Net Minority Interest,8721000000.0,9598000000.0,9825000000.0,9606000000.0,
Other Non Current Liabilities,628000000.0,885000000.0,605000000.0,559000000.0,
Employee Benefits,789000000.0,974000000.0,998000000.0,1445000000.0,
Non Current Deferred Liabilities,108000000.0,83000000.0,134000000.0,135000000.0,
Non Current Deferred Taxes Liabilities,108000000.0,83000000.0,134000000.0,135000000.0,
Long Term Debt And Capital Lease Obligation,7196000000.0,7656000000.0,8088000000.0,7467000000.0,
Long Term Capital Lease Obligation,804000000.0,825000000.0,821000000.0,819000000.0,
Long Term Debt,6392000000.0,6831000000.0,7267000000.0,6648000000.0,
Current Liabilities,7337000000.0,7147000000.0,7140000000.0,6612000000.0,
Other Current Liabilities,1089000000.0,1165000000.0,872000000.0,822000000.0,
Current Debt And Capital Lease Obligation,1590000000.0,993000000.0,822000000.0,953000000.0,
Current Capital Lease Obligation,200000000.0,200000000.0,199000000.0,204000000.0,
Current Debt,1390000000.0,793000000.0,623000000.0,749000000.0,
Other Current Borrowings,1390000000.0,793000000.0,623000000.0,749000000.0,
Current Notes Payable,,,,406000000.0,406000000.0
Pensionand Other Post Retirement Benefit Plans Current,606000000.0,663000000.0,643000000.0,689000000.0,
Payables And Accrued Expenses,4052000000.0,4326000000.0,4803000000.0,4148000000.0,
Payables,4052000000.0,4326000000.0,4803000000.0,4148000000.0,
Accounts Payable,4052000000.0,4326000000.0,4803000000.0,4148000000.0,
Total Assets,20964000000.0,21582000000.0,22431000000.0,21402000000.0,
Total Non Current Assets,13332000000.0,13932000000.0,13766000000.0,14071000000.0,
Other Non Current Assets,1052000000.0,1075000000.0,1035000000.0,1106000000.0,
Non Current Deferred Assets,1686000000.0,1630000000.0,1443000000.0,1596000000.0,
Non Current Deferred Taxes Assets,1686000000.0,1630000000.0,1443000000.0,1596000000.0,
Goodwill And Other Intangible Assets,1561000000.0,1750000000.0,2018000000.0,2043000000.0,
Other Intangible Assets,805000000.0,969000000.0,1004000000.0,1039000000.0,
Goodwill,756000000.0,781000000.0,1014000000.0,1004000000.0,
Net PPE,9033000000.0,9477000000.0,9270000000.0,9326000000.0,
Accumulated Depreciation,-12212000000.0,-12472000000.0,-11377000000.0,-11130000000.0,
Gross PPE,21245000000.0,21949000000.0,20647000000.0,20456000000.0,
Construction In Progress,1300000000.0,1340000000.0,1173000000.0,785000000.0,
Other Properties,1295000000.0,1356000000.0,1278000000.0,1281000000.0,
Machinery Furniture Equipment,15303000000.0,15733000000.0,14889000000.0,14924000000.0,
Buildings And Improvements,2902000000.0,3058000000.0,2857000000.0,2913000000.0,
Land And Improvements,445000000.0,462000000.0,450000000.0,553000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,7632000000.0,7650000000.0,8665000000.0,7331000000.0,
Other Current Assets,277000000.0,319000000.0,257000000.0,262000000.0,
Assets Held For Sale Current,466000000.0,0.0,,,
Prepaid Assets,,,,262000000.0,237000000.0
Inventory,3597000000.0,3698000000.0,4571000000.0,3594000000.0,
Finished Goods,2629000000.0,2707000000.0,3193000000.0,2445000000.0,
Work In Process,213000000.0,206000000.0,187000000.0,191000000.0,
Raw Materials,755000000.0,785000000.0,1191000000.0,958000000.0,
Receivables,2482000000.0,2731000000.0,2610000000.0,2387000000.0,
Accounts Receivable,2482000000.0,2731000000.0,2610000000.0,2387000000.0,
Allowance For Doubtful Accounts Receivable,-84000000.0,-102000000.0,-112000000.0,-123000000.0,
Gross Accounts Receivable,2566000000.0,2833000000.0,2722000000.0,2510000000.0,
Cash Cash Equivalents And Short Term Investments,810000000.0,902000000.0,1227000000.0,1088000000.0,
Cash And Cash Equivalents,810000000.0,902000000.0,1227000000.0,1088000000.0,
