,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-1484368.0,-5153967.0,-2622349.114867,-1881209.0
Tax Rate For Calcs,0.226,0.273,0.210175,0.209
Normalized EBITDA,1777237000.0,1491748000.0,1125172000.0,927320000.0
Total Unusual Items,-6568000.0,-18879000.0,-12477000.0,-9001000.0
Total Unusual Items Excluding Goodwill,-6568000.0,-18879000.0,-12477000.0,-9001000.0
Net Income From Continuing Operation Net Minority Interest,744689000.0,491189000.0,485956000.0,445596000.0
Reconciled Depreciation,613800000.0,644620000.0,420895000.0,301960000.0
Reconciled Cost Of Revenue,17620334000.0,14254101000.0,10771425000.0,9316569000.0
EBITDA,1770669000.0,1472869000.0,1112695000.0,918319000.0
EBIT,1156869000.0,828249000.0,691800000.0,616359000.0
Net Interest Income,-176083000.0,-121757000.0,-65705000.0,-42564000.0
Interest Expense,186913000.0,124363000.0,68899000.0,45013000.0
Interest Income,10830000.0,2606000.0,3194000.0,2449000.0
Normalized Income,749772632.0,504914033.0,495810650.885133,452715791.0
Net Income From Continuing And Discontinued Operation,744689000.0,491189000.0,485956000.0,445596000.0
Total Expenses,19789271000.0,16235432000.0,12348276000.0,10593603000.0
Total Operating Income As Reported,1127976000.0,872058000.0,663521000.0,611371000.0
Diluted Average Shares,148823000.0,147992000.0,145373000.0,145247000.0
Basic Average Shares,145222000.0,143488000.0,140824000.0,141380000.0
Diluted EPS,5.0,3.32,3.34,3.07
Basic EPS,5.13,3.42,3.45,3.15
Diluted NI Availto Com Stockholders,744689000.0,491189000.0,485956000.0,445596000.0
Net Income Common Stockholders,744689000.0,491189000.0,485956000.0,445596000.0
Net Income,744689000.0,491189000.0,485956000.0,445596000.0
Minority Interests,-6000000.0,-20454000.0,-6027000.0,-6363000.0
Net Income Including Noncontrolling Interests,750689000.0,511643000.0,491983000.0,451959000.0
Net Income Continuous Operations,750689000.0,511643000.0,491983000.0,451959000.0
Tax Provision,219267000.0,192243000.0,130918000.0,119387000.0
Pretax Income,969956000.0,703886000.0,622901000.0,571346000.0
Other Income Expense,53104000.0,-12828000.0,56669000.0,4841000.0
Other Non Operating Income Expenses,18063000.0,-46415000.0,25085000.0,2539000.0
Special Income Charges,-6568000.0,-18879000.0,-12477000.0,-9001000.0
Write Off,,14457000.0,5743000.0,8282000.0
Impairment Of Capital Assets,0.0,14457000.0,5743000.0,8282000.0
Restructuring And Mergern Acquisition,6568000.0,4422000.0,6734000.0,719000.0
Earnings From Equity Interest,41609000.0,52466000.0,44061000.0,11303000.0
Net Non Operating Interest Income Expense,-176083000.0,-121757000.0,-65705000.0,-42564000.0
Interest Expense Non Operating,186913000.0,124363000.0,68899000.0,45013000.0
Interest Income Non Operating,10830000.0,2606000.0,3194000.0,2449000.0
Operating Income,1092935000.0,838471000.0,631937000.0,609069000.0
Operating Expense,1844151000.0,1690684000.0,1321322000.0,1051778000.0
Depreciation Amortization Depletion Income Statement,289014000.0,353973000.0,165366000.0,76704000.0
Depreciation And Amortization In Income Statement,289014000.0,353973000.0,165366000.0,76704000.0
Amortization,289014000.0,353973000.0,165366000.0,76704000.0
Amortization Of Intangibles Income Statement,289014000.0,353973000.0,165366000.0,76704000.0
Selling General And Administration,1555137000.0,1336711000.0,1155956000.0,975074000.0
Gross Profit,2937086000.0,2529155000.0,1953259000.0,1660847000.0
Cost Of Revenue,17945120000.0,14544748000.0,11026954000.0,9541825000.0
Total Revenue,20882206000.0,17073903000.0,12980213000.0,11202672000.0
Operating Revenue,20882206000.0,17073903000.0,12980213000.0,11202672000.0
