,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,,,
Ordinary Shares Number,132100000.0,132900000.0,132700000.0,132516000.0
Share Issued,132100000.0,132900000.0,132700000.0,132516000.0
Net Debt,2946700000.0,3814300000.0,3645000000.0,2090500000.0
Total Debt,4385200000.0,4524100000.0,4522500000.0,3687200000.0
Tangible Book Value,2491000000.0,1536900000.0,1099300000.0,1731700000.0
Invested Capital,11361200000.0,10904300000.0,10425000000.0,9314900000.0
Working Capital,1727300000.0,945400000.0,927300000.0,1229300000.0
Net Tangible Assets,2491000000.0,1536900000.0,1099300000.0,1731700000.0
Capital Lease Obligations,507400000.0,548400000.0,642500000.0,399600000.0
Common Stock Equity,7483400000.0,6928600000.0,6545000000.0,6027300000.0
Total Capitalization,11360700000.0,10803800000.0,10419800000.0,8799500000.0
Total Equity Gross Minority Interest,7507900000.0,6952200000.0,6567700000.0,6027300000.0
Minority Interest,24500000.0,23600000.0,22700000.0,0.0
Stockholders Equity,7483400000.0,6928600000.0,6545000000.0,6027300000.0
Gains Losses Not Affecting Retained Earnings,-143800000.0,-154700000.0,-152700000.0,-181300000.0
Other Equity Adjustments,-143800000.0,-154700000.0,-152700000.0,-181300000.0
Retained Earnings,4615000000.0,4111400000.0,3748500000.0,3274100000.0
Additional Paid In Capital,2880100000.0,2839000000.0,2816500000.0,2802000000.0
Capital Stock,132100000.0,132900000.0,132700000.0,132500000.0
Common Stock,132100000.0,132900000.0,132700000.0,132500000.0
Total Liabilities Net Minority Interest,7037800000.0,7282400000.0,7114900000.0,5659600000.0
Total Non Current Liabilities Net Minority Interest,6240200000.0,6325800000.0,6345600000.0,4611700000.0
Other Non Current Liabilities,273600000.0,276100000.0,233800000.0,140000000.0
Employee Benefits,83600000.0,82200000.0,106300000.0,136600000.0
Non Current Pension And Other Postretirement Benefit Plans,83600000.0,82200000.0,106300000.0,136600000.0
Non Current Deferred Liabilities,1174200000.0,1232600000.0,1173000000.0,880100000.0
Non Current Deferred Revenue,145300000.0,159800000.0,167100000.0,174000000.0
Non Current Deferred Taxes Liabilities,1028900000.0,1072800000.0,1005900000.0,706100000.0
Long Term Debt And Capital Lease Obligation,4384700000.0,4423600000.0,4517300000.0,3171800000.0
Long Term Capital Lease Obligation,507400000.0,548400000.0,642500000.0,399600000.0
Long Term Debt,3877300000.0,3875200000.0,3874800000.0,2772200000.0
Long Term Provisions,324100000.0,311300000.0,315200000.0,283200000.0
Current Liabilities,797600000.0,956600000.0,769300000.0,1047900000.0
Other Current Liabilities,238100000.0,268900000.0,258500000.0,147800000.0
Current Debt And Capital Lease Obligation,500000.0,100500000.0,5200000.0,515400000.0
Current Debt,500000.0,100500000.0,5200000.0,515400000.0
Other Current Borrowings,500000.0,500000.0,,515400000.0
Line Of Credit,0.0,100000000.0,,
Commercial Paper,0.0,0.0,,
Payables And Accrued Expenses,559000000.0,587200000.0,505600000.0,384700000.0
Current Accrued Expenses,168600000.0,132700000.0,140100000.0,111600000.0
Interest Payable,32800000.0,20000000.0,19600000.0,19900000.0
Payables,390400000.0,454500000.0,365500000.0,273100000.0
Accounts Payable,390400000.0,454500000.0,365500000.0,273100000.0
Total Assets,14545700000.0,14234600000.0,13682600000.0,11686900000.0
Total Non Current Assets,12020800000.0,12332600000.0,11986000000.0,9409700000.0
Other Non Current Assets,267700000.0,285200000.0,268000000.0,230700000.0
Investments And Advances,31300000.0,31800000.0,34100000.0,34300000.0
Goodwill And Other Intangible Assets,4992400000.0,5391700000.0,5445700000.0,4295600000.0
Other Intangible Assets,1460700000.0,1702100000.0,1749000000.0,1123500000.0
Goodwill,3531700000.0,3689600000.0,3696700000.0,3172100000.0
Net PPE,6729400000.0,6623900000.0,6238200000.0,4849100000.0
Accumulated Depreciation,-5742200000.0,-5347900000.0,-4977300000.0,-4735500000.0
Gross PPE,12471600000.0,11971800000.0,11215500000.0,9584600000.0
Construction In Progress,319400000.0,378700000.0,301800000.0,176900000.0
Other Properties,869700000.0,924500000.0,989900000.0,731100000.0
Machinery Furniture Equipment,6785500000.0,6454200000.0,6109200000.0,5517900000.0
Buildings And Improvements,204400000.0,223300000.0,182900000.0,145400000.0
Land And Improvements,4292600000.0,3991100000.0,3631700000.0,3013300000.0
Current Assets,2524900000.0,1902000000.0,1696600000.0,2277200000.0
Other Current Assets,70400000.0,115900000.0,95100000.0,74300000.0
Restricted Cash,18100000.0,100000.0,6500000.0,900000.0
Inventory,615600000.0,579300000.0,521300000.0,448600000.0
Finished Goods,494400000.0,439300000.0,418000000.0,378400000.0
Work In Process,6500000.0,6000000.0,4200000.0,4500000.0
Raw Materials,114700000.0,134000000.0,99100000.0,65700000.0
Receivables,889700000.0,1045300000.0,838700000.0,556300000.0
Other Receivables,,199700000.0,55500000.0,43400000.0
Accounts Receivable,889700000.0,1045300000.0,783200000.0,512900000.0
Allowance For Doubtful Accounts Receivable,-13600000.0,-10900000.0,-10300000.0,-2600000.0
Gross Accounts Receivable,903300000.0,1056200000.0,793500000.0,515500000.0
Cash Cash Equivalents And Short Term Investments,931100000.0,161400000.0,235000000.0,1197100000.0
Cash And Cash Equivalents,931100000.0,161400000.0,235000000.0,1197100000.0
