,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-23520000.0,-26718000.0,-12922171.353826,-18720000.0
Tax Rate For Calcs,0.21,0.183,0.116416,0.18
Normalized EBITDA,1548000000.0,1902000000.0,2093000000.0,2998000000.0
Total Unusual Items,-112000000.0,-146000000.0,-111000000.0,-104000000.0
Total Unusual Items Excluding Goodwill,-112000000.0,-146000000.0,-111000000.0,-104000000.0
Net Income From Continuing Operation Net Minority Interest,1023000000.0,917000000.0,1351000000.0,2256000000.0
Reconciled Depreciation,236000000.0,212000000.0,195000000.0,142000000.0
Reconciled Cost Of Revenue,2515000000.0,2294000000.0,2382000000.0,2119000000.0
EBITDA,1436000000.0,1756000000.0,1982000000.0,2894000000.0
EBIT,1200000000.0,1544000000.0,1787000000.0,2752000000.0
Net Interest Income,-527000000.0,-422000000.0,-258000000.0,0.0
Interest Expense,527000000.0,422000000.0,258000000.0,0.0
Normalized Income,1111480000.0,1036282000.0,1449077828.646174,2341280000.0
Net Income From Continuing And Discontinued Operation,1023000000.0,917000000.0,1351000000.0,2160000000.0
Total Expenses,4936000000.0,4469000000.0,4389000000.0,3685000000.0
Diluted Average Shares,256270000.0,255169000.0,254192700.0,253130375.0
Basic Average Shares,255239000.0,254082000.0,253537941.0,253130375.0
Diluted EPS,3.99,3.59,5.31,8.533152
Basic EPS,4.01,3.61,5.33,8.533152
Diluted NI Availto Com Stockholders,1023000000.0,917000000.0,1351000000.0,2160000000.0
Net Income Common Stockholders,1023000000.0,917000000.0,1351000000.0,2160000000.0
Net Income,1023000000.0,917000000.0,1351000000.0,2160000000.0
Net Income Including Noncontrolling Interests,1023000000.0,917000000.0,1351000000.0,2160000000.0
Net Income Discontinuous Operations,0.0,0.0,0.0,-96000000.0
Net Income Continuous Operations,1023000000.0,917000000.0,1351000000.0,2256000000.0
Tax Provision,-350000000.0,205000000.0,178000000.0,496000000.0
Pretax Income,673000000.0,1122000000.0,1529000000.0,2752000000.0
Other Income Expense,-127000000.0,-161000000.0,-128000000.0,-95000000.0
Other Non Operating Income Expenses,-15000000.0,-15000000.0,-17000000.0,9000000.0
Special Income Charges,-70000000.0,-135000000.0,-107000000.0,-60000000.0
Other Special Charges,8000000.0,107000000.0,104000000.0,
Restructuring And Mergern Acquisition,62000000.0,28000000.0,3000000.0,60000000.0
Gain On Sale Of Security,-42000000.0,-11000000.0,-4000000.0,-44000000.0
Net Non Operating Interest Income Expense,-527000000.0,-422000000.0,-258000000.0,0.0
Interest Expense Non Operating,527000000.0,422000000.0,258000000.0,0.0
Operating Income,1327000000.0,1705000000.0,1915000000.0,2847000000.0
Operating Expense,2421000000.0,2175000000.0,2007000000.0,1566000000.0
Research And Development,528000000.0,471000000.0,339000000.0,210000000.0
Selling General And Administration,1893000000.0,1704000000.0,1668000000.0,1356000000.0
Gross Profit,3748000000.0,3880000000.0,3922000000.0,4413000000.0
Cost Of Revenue,2515000000.0,2294000000.0,2382000000.0,2119000000.0
Total Revenue,6263000000.0,6174000000.0,6304000000.0,6532000000.0
Operating Revenue,6263000000.0,6174000000.0,6304000000.0,6532000000.0
