,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,3508442.0,-16184490.0,-219497880.0,3690900.0,
Tax Rate For Calcs,0.262,0.21,0.21,0.27,
Normalized EBITDA,519264000.0,475254000.0,494120000.0,542136000.0,
Total Unusual Items,13391000.0,-77069000.0,-1045228000.0,13670000.0,
Total Unusual Items Excluding Goodwill,13391000.0,-77069000.0,-1045228000.0,13670000.0,
Net Income From Continuing Operation Net Minority Interest,303281000.0,307568000.0,-694288000.0,493507000.0,
Reconciled Depreciation,108074000.0,91323000.0,96702000.0,74267000.0,
Reconciled Cost Of Revenue,774554000.0,828675000.0,744592000.0,654512000.0,
EBITDA,532655000.0,398185000.0,-551108000.0,555806000.0,
EBIT,424581000.0,306862000.0,-647810000.0,481539000.0,
Net Interest Income,17176000.0,21957000.0,-3212000.0,-7748000.0,
Interest Expense,13806000.0,14042000.0,14168000.0,9885000.0,
Interest Income,30982000.0,35999000.0,10956000.0,2137000.0,
Normalized Income,293398442.0,368452510.0,131442120.0,483527900.0,
Net Income From Continuing And Discontinued Operation,303281000.0,307568000.0,-694288000.0,493507000.0,
Total Expenses,2428124000.0,2400445000.0,2179649000.0,1863382000.0,
Total Operating Income As Reported,380208000.0,279841000.0,-658560000.0,465732000.0,
Diluted Average Shares,,140145000.0,126779000.0,146683324.0,136414592.0
Basic Average Shares,,122503000.0,126779000.0,127224974.0,121251588.0
Diluted EPS,,2.24,-5.48,3.4,2.69
Basic EPS,,2.51,-5.48,3.88,2.88
Diluted NI Availto Com Stockholders,309606000.0,313904000.0,-694288000.0,498407000.0,
Average Dilution Earnings,6325000.0,6336000.0,0.0,4900000.0,
Net Income Common Stockholders,303281000.0,307568000.0,-694288000.0,493507000.0,
Otherunder Preferred Stock Dividend,,,,,-17880000.0
Net Income,303281000.0,307568000.0,-694288000.0,493507000.0,
Net Income Including Noncontrolling Interests,303281000.0,307568000.0,-694288000.0,493507000.0,
Net Income Continuous Operations,303281000.0,307568000.0,-694288000.0,493507000.0,
Tax Provision,107494000.0,-14748000.0,32310000.0,-21853000.0,
Pretax Income,410775000.0,292820000.0,-661978000.0,471654000.0,
Other Income Expense,13391000.0,-77069000.0,-1045228000.0,13670000.0,
Special Income Charges,0.0,-70721000.0,-1045022000.0,0.0,
Gain On Sale Of Business,0.0,-2630000.0,0.0,0.0,
Other Special Charges,,,,,16855000.0
Impairment Of Capital Assets,0.0,68091000.0,1045022000.0,0.0,
Gain On Sale Of Security,13391000.0,-6348000.0,-206000.0,13670000.0,
Net Non Operating Interest Income Expense,17176000.0,21957000.0,-3212000.0,-7748000.0,
Interest Expense Non Operating,13806000.0,14042000.0,14168000.0,9885000.0,
Interest Income Non Operating,30982000.0,35999000.0,10956000.0,2137000.0,
Operating Income,380208000.0,347932000.0,386462000.0,465732000.0,
Operating Expense,1653570000.0,1571770000.0,1435057000.0,1208870000.0,
Research And Development,443056000.0,469332000.0,412398000.0,271535000.0,
Selling General And Administration,1210514000.0,1102438000.0,1022659000.0,937335000.0,
Selling And Marketing Expense,856565000.0,759196000.0,710399000.0,654804000.0,
General And Administrative Expense,353949000.0,343242000.0,312260000.0,282531000.0,
Other Gand A,353949000.0,343242000.0,312260000.0,282531000.0,
Gross Profit,2033778000.0,1919702000.0,1821519000.0,1674602000.0,
Cost Of Revenue,774554000.0,828675000.0,744592000.0,654512000.0,
Total Revenue,2808332000.0,2748377000.0,2566111000.0,2329114000.0,
Operating Revenue,2808332000.0,2748377000.0,2566111000.0,2329114000.0,
