,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.28,0.28,0.23,0.23
Normalized EBITDA,588274000.0,484813000.0,323184000.0,239328000.0
Net Income From Continuing Operation Net Minority Interest,340788000.0,281389000.0,195960000.0,143453000.0
Reconciled Depreciation,113948000.0,92699000.0,67222000.0,53373000.0
Reconciled Cost Of Revenue,223699000.0,169806000.0,130475000.0,97778000.0
EBITDA,588274000.0,484813000.0,323184000.0,239328000.0
EBIT,474326000.0,392114000.0,255962000.0,185955000.0
Net Interest Income,-1927000.0,-2536000.0,0.0,-19000.0
Interest Expense,1927000.0,2536000.0,0.0,19000.0
Normalized Income,340788000.0,281389000.0,195960000.0,143453000.0
Net Income From Continuing And Discontinued Operation,340788000.0,281389000.0,195960000.0,143453000.0
Total Expenses,1242352000.0,996539000.0,801957000.0,655311000.0
Total Operating Income As Reported,451322000.0,378679000.0,253567000.0,186123000.0
Diluted Average Shares,57974000.0,58175000.0,58191000.0,58285000.0
Basic Average Shares,57707000.0,57928000.0,57885000.0,57620000.0
Diluted EPS,5.88,4.84,3.37,2.46
Basic EPS,5.91,4.86,3.39,2.49
Diluted NI Availto Com Stockholders,340788000.0,281389000.0,195960000.0,143453000.0
Average Dilution Earnings,,,,0.0
Net Income Common Stockholders,340788000.0,281389000.0,195960000.0,143453000.0
Otherunder Preferred Stock Dividend,,,0.0,0.0
Net Income,340788000.0,281389000.0,195960000.0,143453000.0
Net Income Including Noncontrolling Interests,340788000.0,281389000.0,195960000.0,143453000.0
Net Income Continuous Operations,340788000.0,281389000.0,195960000.0,143453000.0
Tax Provision,131611000.0,108189000.0,60002000.0,42483000.0
Pretax Income,472399000.0,389578000.0,255962000.0,185936000.0
Other Income Expense,23004000.0,13435000.0,2395000.0,-168000.0
Other Non Operating Income Expenses,23004000.0,13435000.0,2395000.0,-168000.0
Net Non Operating Interest Income Expense,-1927000.0,-2536000.0,0.0,-19000.0
Interest Expense Non Operating,1927000.0,2536000.0,0.0,19000.0
Operating Income,451322000.0,378679000.0,253567000.0,186123000.0
Operating Expense,966062000.0,783798000.0,640071000.0,531765000.0
Depreciation Amortization Depletion Income Statement,61357000.0,49764000.0,35811000.0,27605000.0
Depreciation And Amortization In Income Statement,61357000.0,49764000.0,35811000.0,27605000.0
Research And Development,198951000.0,148343000.0,118426000.0,90244000.0
Selling General And Administration,705754000.0,585691000.0,485834000.0,413916000.0
Selling And Marketing Expense,417617000.0,346561000.0,275994000.0,235716000.0
General And Administrative Expense,288137000.0,239130000.0,209840000.0,178200000.0
Other Gand A,288137000.0,239130000.0,209840000.0,178200000.0
Gross Profit,1417384000.0,1162477000.0,893638000.0,717888000.0
Cost Of Revenue,276290000.0,212741000.0,161886000.0,123546000.0
Total Revenue,1693674000.0,1375218000.0,1055524000.0,841434000.0
Operating Revenue,1693674000.0,1375218000.0,1055524000.0,841434000.0
