Price,Close,High,Low,Open,Volume
Ticker,NTAP,NTAP,NTAP,NTAP,NTAP
Date,,,,,
2015-01-02,31.984811782836914,32.23939563926128,31.645369583831556,32.15453435378649,2058600
2015-01-05,30.897052764892578,31.91538237781517,30.789048554869577,31.784235249328386,2800900
2015-01-06,30.61931800842285,31.113056036095227,30.488170914044183,30.897044729334425,3358400
2015-01-07,30.778121948242188,30.886576978116988,30.54571789062791,30.816855465314912,1716400
2015-01-08,31.41337013244629,31.67676226165181,30.894334352788253,30.925319402263955,1950100
2015-01-09,31.49083709716797,31.676759196748286,31.057013939516402,31.335900044065372,1543600
2015-01-12,30.886587142944336,31.653524036167383,30.70841054162924,31.583802500419832,2332800
2015-01-13,30.46051788330078,31.31266751332684,30.104164616575662,30.50699990055253,4010300
2015-01-14,30.127405166625977,30.321075812289738,29.84077343849388,30.166138704722826,2960100
2015-01-15,29.79428482055664,30.135146972742465,29.616108220631723,30.135146972742465,3159100
2015-01-16,30.018949508666992,30.042189040048527,29.654847756065728,29.763302842752196,1944300
2015-01-20,29.8485164642334,30.290085262951102,29.63160630491362,30.12740264346127,1860600
2015-01-21,29.83302879333496,29.987965920821807,29.546397028351233,29.67034613930473,1911700
2015-01-22,30.723909378051758,30.739403383453038,29.670340652199556,29.69358313789116,2378700
2015-01-23,30.58446502685547,30.785884133609542,30.39079440007307,30.75489612408134,1990700
2015-01-26,30.1351375579834,30.359793141071666,29.755541994872274,30.336553621657213,2352900
2015-01-27,29.49216079711914,30.03443910613429,29.39919973005853,29.678085886419407,2203700
2015-01-28,29.44567108154297,30.034431247628916,29.360458516221037,29.78653316354376,3044800
2015-01-29,29.484416961669922,29.802036667900488,29.1977823094483,29.30624034160684,3773800
2015-01-30,29.28299331665039,29.716816512480463,29.081577198516385,29.28299331665039,3105500
2015-02-02,29.662595748901367,29.70907481090018,29.019607809576474,29.282999996560978,2208300
2015-02-03,30.414026260375977,30.437268739250882,29.616104424895187,29.732307953734242,2279100
2015-02-04,30.150644302368164,30.476012519502373,30.042189215049923,30.259102344865894,2634400
2015-02-05,30.049928665161133,30.321066301975264,29.82527007741308,30.204865724131466,2028200
2015-02-06,30.11189842224121,30.49923954971344,29.786533293650113,30.142886421681776,1959800
2015-02-09,30.096418380737305,30.28234350843139,29.980217761710698,30.104166861780204,1606300
2015-02-10,30.553468704223633,30.568962704772066,29.894989934396563,30.336558606902422,1953000
2015-02-11,30.824609756469727,30.9098252832112,30.305571073216424,30.38304107715344,3255000
2015-02-12,28.585784912109375,28.880162129025752,27.795608421860816,28.06674610985726,14347300
2015-02-13,29.608367919921875,29.75555654012611,28.655508740834733,28.75621534431055,5255600
2015-02-17,29.275257110595703,29.585128387515436,28.80270023647494,29.484421773985858,4573300
2015-02-18,29.28299331665039,29.616106975824085,29.159044254295907,29.344969325417008,3111400
2015-02-19,29.321725845336914,29.48441138521604,29.22101926729109,29.267498317103424,2765300
2015-02-20,29.592864990234375,29.68582604047821,29.151296307603022,29.360460887035533,4000900
2015-02-23,29.83302879333496,29.83302879333496,29.283004798177565,29.585130571427968,2575500
2015-02-24,29.879501342773438,30.011198893686412,29.523148131186048,29.894995346126667,3157200
2015-02-25,29.91823387145996,30.04218293895518,29.84076681246753,29.949221877128483,2136100
2015-02-26,29.94148063659668,30.32107341721289,29.817531551369854,29.94148063659668,2913000
2015-02-27,29.94148063659668,30.1583907969488,29.74006152611603,29.995708176684712,2851800
2015-03-02,29.88725471496582,30.158392430088647,29.63160805055334,29.662596062332938,2182000
2015-03-03,29.461179733276367,29.87176354032252,29.368218644306182,29.71682642191905,2883800
2015-03-04,29.28299331665039,29.546385443551014,29.089322722022835,29.39144837681322,3993900
2015-03-05,29.86400604248047,29.902739571591933,29.22102118472941,29.298488242952338,2794000
2015-03-06,29.592864990234375,30.026685194824616,29.51539498571576,29.747802044093106,2471900
2015-03-09,29.77878761291504,29.817524093442874,29.476661977940697,29.600611032165517,3176200
2015-03-10,29.391450881958008,29.639349027796275,29.383705357791378,29.554136441247312,4051800
2015-03-11,29.29848861694336,29.523147225907962,29.120312016613152,29.337222146549248,2390500
2015-03-12,28.980867385864258,30.104157415042305,28.833678799213402,29.2132715061683,4017600
2015-03-13,28.523799896240234,29.004102058530847,28.244913816465615,28.825925497603336,3875300
2015-03-16,28.787195205688477,28.79494072869406,28.42309356567636,28.640006627153937,2109500
2015-03-17,28.492826461791992,28.973131824774768,28.46184140222838,28.74847315065506,2189300
2015-03-18,28.89565086364746,29.09706992815118,28.29914510366125,28.492815689818645,3277100
2015-03-19,28.43084716796875,28.988616535433117,28.3843651560221,28.880161462736687,3775500
2015-03-20,28.911151885986328,29.0505949782965,28.43084954312871,28.58578664071549,3994600
2015-03-23,28.384363174438477,28.53930024826501,28.213932097711396,28.291402112214108,3895700
2015-03-24,27.772369384765625,28.500572903216565,27.756878333682415,28.46183936514949,6220700
2015-03-25,27.687156677246094,27.95829439785863,27.58644711451307,27.725890215165098,4567300
2015-03-26,27.539960861206055,27.640670408453417,27.315302238569263,27.44699979345875,5171100
2015-03-27,27.19135284423828,27.609682076962937,27.098391777581366,27.609682076962937,4975000
2015-03-30,27.40826988220215,27.454748944626278,27.1216352064159,27.284320790438713,3443500
2015-03-31,27.47023582458496,27.656160891589998,27.160364653148147,27.377274768671786,2944900
2015-04-01,27.323047637939453,27.446996699356088,27.067401036479605,27.42375717383382,2787800
2015-04-02,27.6019344329834,27.83433855936723,27.222338760919396,27.361781827785453,4377500
2015-04-06,27.91180992126465,27.997025470289874,27.27657049875931,27.392774057462663,2686900
2015-04-07,27.74138832092285,28.012526081603465,27.71040030393651,27.94280452097417,3231600
2015-04-08,27.87757110595703,27.955396750751795,27.57404693485618,27.823092560829085,3282600
2015-04-09,27.815322875976562,27.955408501720083,27.58962425479877,27.776407068362996,3285700
2015-04-10,27.60518455505371,27.846445889197724,27.3872673569401,27.791967331884,4165700
2015-04-13,27.55849266052246,27.76862555139175,27.53514555115674,27.605189848113174,2481000
2015-04-14,27.91648292541504,28.002092912928447,27.418391691363865,27.488435956705935,4476900
2015-04-15,28.585798263549805,28.601363987969524,27.815314202352944,27.978749855472476,3795300
2015-04-16,28.297842025756836,28.5313219728328,28.188884915045293,28.46127769182415,3153000
2015-04-17,27.994314193725586,28.445708304112827,27.745268553058512,28.087705566761183,4618300
2015-04-20,28.00988006591797,28.352317081436674,27.862007174897663,28.2044471592746,2855600
2015-04-21,28.017656326293945,28.181091942338146,27.815307892456985,28.165526221449504,3194900
2015-04-22,28.126628875732422,28.251151742482197,27.986540279531503,28.025453118729686,1880400
2015-04-23,28.24336814880371,28.344540929018386,28.00210381450752,28.02545092242489,1701700
2015-04-24,28.111055374145508,28.297841107057376,27.955401091528703,28.297841107057376,2276200
2015-04-27,28.305627822875977,28.476847862927773,27.986537819326127,28.111060675129508,2725700
2015-04-28,28.484621047973633,28.53909959616132,28.118836934264625,28.35231685062017,1486100
2015-04-29,28.640281677246094,28.85041453930195,28.235581680196905,28.30562596754886,3079600
2015-04-30,28.21223258972168,28.76480250171153,28.149969685850827,28.437931162965533,2558400
2015-05-01,28.554672241210938,28.63250087810002,28.274498054987024,28.367889450394998,1277300
2015-05-04,28.57023048400879,28.78036329527216,28.500186213587664,28.56244910678784,1488900
2015-05-05,27.947622299194336,28.531323686369536,27.900925119431157,28.437932295701962,2126300
2015-05-06,27.542919158935547,28.04101047724201,27.496224953380842,27.939837719301188,2910000
2015-05-07,27.683000564575195,27.83865480356508,27.41838924894969,27.574043487939576,1865100
2015-05-08,27.745267868041992,27.924269232298364,27.51178498793024,27.776396345713167,2589500
2015-05-11,27.208263397216797,27.581831884565815,27.06817484335361,27.457309055449475,5265800
2015-05-12,27.13043975830078,27.278309701095825,26.94365401631772,27.044829750260988,3604100
2015-05-13,27.472867965698242,27.53513084924165,27.044821032339232,27.16156245455428,4991500
2015-05-14,27.986530303955078,28.064358923469374,27.636308938286415,27.72970328170357,3470900
2015-05-15,27.550708770751953,28.09549439872254,27.54292442243294,28.01766872868646,3879000
2015-05-18,27.083740234375,27.612962993812975,27.03704602956826,27.52735299318942,6203300
2015-05-19,27.51178550720215,27.659658396578372,26.904737132713393,26.998128505205923,4520000
2015-05-20,27.496231079101562,27.768623901716914,27.37170525292414,27.550709643624632,4799300
2015-05-21,24.725587844848633,25.005764948631818,24.00958084529209,24.165233637282263,25743800
2015-05-22,25.79182243347168,25.88521383963884,24.484330871694326,24.632202329960244,12065400
2015-05-26,25.34041976928711,25.79181389029311,25.161418396400393,25.659509689451824,5687800
2015-05-27,25.698429107666016,25.7606890508403,25.35599199805984,25.426033320808763,4781700
2015-05-28,25.885208129882812,25.955252411272642,25.550555417529864,25.690641011450907,3661400
2015-05-29,25.994165420532227,26.009728175741106,25.659509775233584,25.88520535206196,7223700
2015-06-01,25.80738067626953,25.994166403279106,25.581682122049997,25.892990677446484,4324900
2015-06-02,25.947467803955078,26.134253520704064,25.667290713260726,25.713987884662533,5554400
2015-06-03,25.86964225769043,26.328820720648185,25.846292187466638,25.99416507973703,3286400
2015-06-04,26.359947204589844,26.359947204589844,25.63615742845235,25.69063597342115,5443100
2015-06-05,26.4144287109375,26.46112588422809,26.087557404478463,26.359950159860993,5040000
2015-06-08,25.80738067626953,26.44556054285976,25.620594949259953,26.422213440305466,4179200
2015-06-09,25.760683059692383,25.98638161003405,25.659510304456486,25.908555956951304,4099600
2015-06-10,26.103124618530273,26.398864493005842,25.82294750051465,26.398864493005842,5439200
2015-06-11,26.212080001831055,26.42999420423137,25.99416579943074,26.103122900630897,3124800
2015-06-12,26.05643081665039,26.15760655989262,25.89299513293066,26.05643081665039,2830400
2015-06-15,26.11090660095215,26.157603777988143,25.659512431705274,25.955252313024097,3633000
2015-06-16,26.11090660095215,26.25099516320153,25.91633948325674,26.033080941417428,2460100
2015-06-17,26.289901733398438,26.398858818348035,26.118684729416742,26.18872899386404,3019600
2015-06-18,26.282123565673828,26.515603486051518,26.24321074042059,26.313255013419724,3325400
2015-06-19,26.406658172607422,26.4611367460464,26.2120909906512,26.32104813752915,6715600
2015-06-22,26.764652252197266,26.834696533366536,26.41443084635091,26.461128023416627,3570800
2015-06-23,26.889169692993164,27.021476850366625,26.58564552512077,26.58564552512077,3909200
2015-06-24,25.82294273376465,26.858038041074238,25.752898467190466,26.82690956504193,5315600
2015-06-25,25.41046905517578,25.90077609850423,25.262596132292927,25.83851615902109,6071000
2015-06-26,25.184772491455078,25.55834106497845,25.091381090289012,25.387121022124738,4692400
2015-06-29,24.655542373657227,25.19254648396998,24.61662806422427,24.935719463858053,4804800
2015-06-30,24.562150955200195,24.896806613794464,24.453193851259442,24.811196612452893,3358100
2015-07-01,24.585500717163086,25.12250488461655,24.48432498630076,25.12250488461655,2781900
2015-07-02,24.515451431274414,24.6866699227492,24.422058582197,24.515451431274414,2802100
2015-07-06,24.35980224609375,24.507673669388087,24.20414944448381,24.297540828563918,2857100
2015-07-07,24.593284606933594,24.61663171162354,24.05627893262461,24.468761767156053,3726200
2015-07-08,23.951444625854492,24.749826461734045,23.880999081927875,24.749826461734045,4466000
2015-07-09,23.755767822265625,24.25671268934255,23.685322263716248,24.05320346385918,4697700
2015-07-10,23.951444625854492,24.20191700740106,23.79489864092131,24.061025919547827,2364900
2015-07-13,24.194095611572266,24.241058821627888,23.87317760581404,24.02189617941263,2656400
2015-07-14,24.178438186645508,24.342811644081923,24.045374527933504,24.241056291160955,2913200
2015-07-15,24.37411880493164,24.57762800828063,24.209746848149752,24.428909457192272,4241100
2015-07-16,24.436735153198242,24.55414539154218,24.311498959035696,24.37411705611697,3851100
2015-07-17,24.37411880493164,24.428909457192272,24.241055152470125,24.3976011528719,3505100
2015-07-20,24.217573165893555,24.491527907329438,24.162782516193026,24.413254910785867,4063200
2015-07-21,24.178438186645508,24.201920535688817,23.677493350521903,24.139302431173366,3298600
2015-07-22,24.38195037841797,24.46022339185863,23.810559918288206,24.014069156060497,3544400
2015-07-23,24.5776309967041,25.188158680985854,24.350640910748165,24.444567328063215,4704000
2015-07-24,24.34280776977539,24.749826130813045,24.28801712366131,24.62458844878111,3067800
2015-07-27,24.107994079589844,24.288022447195107,23.96710445567287,24.1627862306466,3924500
2015-07-28,24.225404739379883,24.350640957998614,24.08451362020044,24.26454049784818,4003800
2015-07-29,24.233224868774414,24.397598299264057,24.115816128672172,24.17843422292224,3509100
2015-07-30,24.7106876373291,24.765478280668678,24.139297366883437,24.186260562184064,2484400
2015-07-31,24.38195037841797,24.749833093709,24.342814618164418,24.749833093709,2641900
2015-08-03,24.021894454956055,24.616767213712837,23.92796654865407,24.39760309429715,1839400
2015-08-04,23.935791015625,24.076682111052904,23.82620971604029,23.982754216456556,2128300
2015-08-05,24.162776947021484,24.452385026669006,23.912303117226017,24.15494949987792,3243400
2015-08-06,24.021894454956055,24.26453943124717,23.888830791906074,24.233229631502034,2813500
2015-08-07,23.888826370239258,24.178434499610066,23.849689127801888,23.94361701671843,1911100
2015-08-10,24.655895233154297,24.79678630192731,24.068850108555388,24.068850108555388,2843600
2015-08-11,24.03754234313965,24.546316021655308,23.92013360691799,24.53848857351612,1968000
2015-08-12,24.2567081451416,24.2567081451416,23.700972723955132,23.91230786707871,2918000
2015-08-13,23.967105865478516,24.311504734778595,23.904487753520907,24.217578313308955,2008700
2015-08-14,24.068859100341797,24.10799485942911,23.83404155995089,23.83404155995089,2415700
2015-08-17,23.90448570251465,23.920139109460827,23.481812363366018,23.677494133060733,3448000
2015-08-18,23.700971603393555,24.05319782056869,23.419189435306954,23.79489799746701,3342100
2015-08-19,23.30961036682129,23.693146413874434,23.12175606783199,23.63835576328588,6541300
2015-08-20,24.09233283996582,25.27425055572564,23.857513890575333,25.03160415872884,14103300
2015-08-21,23.64617919921875,24.413252704503652,23.64617919921875,23.826207522879358,7086200
2015-08-24,23.380062103271484,23.380062103271484,22.605160862073838,22.6677789783093,9015800
2015-08-25,22.753870010375977,23.88099712805024,22.738215114576867,23.88099712805024,6646300
2015-08-26,23.935791015625,23.982754216456556,23.059136140147604,23.20002723557551,5517600
2015-08-27,24.569795608520508,24.608932847202034,24.053196001388375,24.147123881291037,4360500
2015-08-28,24.74983024597168,24.922029661380865,24.507183782931396,24.53066613214176,3294400
2015-08-31,25.01595115661621,25.078570742205507,24.585451956221448,24.67155239347364,4870500
2015-09-01,24.233224868774414,24.483698738707826,24.10798868027427,24.319325308218186,4465100
2015-09-02,24.475873947143555,24.616765047733097,24.178436847469346,24.59328269999041,2848400
2015-09-03,24.413257598876953,24.804621131753766,24.35846694314354,24.475875704419906,3113000
2015-09-04,23.92796516418457,24.22540227281999,23.888829409700964,24.06885626901889,3484000
2015-09-08,24.6480712890625,24.695034487684364,24.092335875393115,24.18626227263685,3501500
