,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-106588860.0,-154351890.0,-736290.0,-4530366.213043,
Tax Rate For Calcs,0.21,0.21,0.202,0.222502,
Normalized EBITDA,838121000.0,1215010000.0,1930299000.0,881569000.0,
Total Unusual Items,-507566000.0,-735009000.0,-3645000.0,-20361000.0,
Total Unusual Items Excluding Goodwill,-507566000.0,-735009000.0,-3645000.0,-20361000.0,
Net Income From Continuing Operation Net Minority Interest,-968882000.0,118584000.0,1216269000.0,354906000.0,
Reconciled Depreciation,319204000.0,262324000.0,266935000.0,269081000.0,
Reconciled Cost Of Revenue,5017445000.0,5515796000.0,5386393000.0,4370780000.0,
EBITDA,330555000.0,480001000.0,1926654000.0,861208000.0,
EBIT,11351000.0,217677000.0,1659719000.0,592127000.0,
Net Interest Income,-223408000.0,-164632000.0,-131463000.0,-126500000.0,
Interest Expense,245036000.0,174390000.0,136469000.0,135655000.0,
Interest Income,21628000.0,9758000.0,5006000.0,9155000.0,
Normalized Income,-567904860.0,699241110.0,1219177710.0,370736633.786957,
Net Income From Continuing And Discontinued Operation,-968882000.0,118584000.0,1386941000.0,407869000.0,
Total Expenses,9981163000.0,10549773000.0,10209636000.0,8610838000.0,
Total Operating Income As Reported,-34062000.0,327693000.0,1632204000.0,607631000.0,
Diluted Average Shares,388360000.0,388370000.0,392411000.0,392121000.0,
Basic Average Shares,388360000.0,387763000.0,390291000.0,389655000.0,
Diluted EPS,-2.49,0.31,3.53,1.04,
Basic EPS,-2.49,0.31,3.55,1.05,
Diluted NI Availto Com Stockholders,-968882000.0,118584000.0,1386941000.0,407869000.0,
Net Income Common Stockholders,-968882000.0,118584000.0,1386941000.0,407869000.0,
Net Income,-968882000.0,118584000.0,1386941000.0,407869000.0,
Net Income Including Noncontrolling Interests,-968882000.0,118584000.0,1386941000.0,407869000.0,
Net Income Discontinuous Operations,0.0,0.0,170672000.0,52963000.0,
Net Income Continuous Operations,-968882000.0,118584000.0,1216269000.0,354906000.0,
Tax Provision,735197000.0,-75297000.0,306981000.0,101566000.0,
Pretax Income,-233685000.0,43287000.0,1523250000.0,456472000.0,
Other Income Expense,-483781000.0,-854783000.0,22509000.0,-45020000.0,
Other Non Operating Income Expenses,23785000.0,-119774000.0,26154000.0,-24659000.0,
Special Income Charges,-507566000.0,-735009000.0,-3645000.0,-20361000.0,
Other Special Charges,,,3645000.0,,59772000.0
Impairment Of Capital Assets,507566000.0,735009000.0,0.0,20361000.0,
Net Non Operating Interest Income Expense,-223408000.0,-164632000.0,-131463000.0,-126500000.0,
Interest Expense Non Operating,245036000.0,174390000.0,136469000.0,135655000.0,
Interest Income Non Operating,21628000.0,9758000.0,5006000.0,9155000.0,
Operating Income,473504000.0,1062702000.0,1632204000.0,627992000.0,
Operating Expense,4963718000.0,5033977000.0,4823243000.0,4240058000.0,
Selling General And Administration,4963718000.0,5033977000.0,4823243000.0,4240058000.0,
Gross Profit,5437222000.0,6096679000.0,6455447000.0,4868050000.0,
Cost Of Revenue,5017445000.0,5515796000.0,5386393000.0,4370780000.0,
Total Revenue,10454667000.0,11612475000.0,11841840000.0,9238830000.0,
Operating Revenue,10454667000.0,11612475000.0,11841840000.0,9238830000.0,
