,2024-03-31,2023-03-31,2022-03-31,2021-12-31,2020-12-31
Ordinary Shares Number,435963396.0,444501206.0,461590777.0,476262051.0,
Share Issued,435963396.0,444501206.0,461590777.0,476262051.0,
Total Debt,1442788000.0,1521181000.0,1476102000.0,1504306000.0,
Tangible Book Value,1667984000.0,1475215000.0,1226866000.0,1582769000.0,
Invested Capital,2829078000.0,2640625000.0,2401240000.0,2751525000.0,
Working Capital,1698221000.0,1589201000.0,1534230000.0,1886123000.0,
Net Tangible Assets,1667984000.0,1475215000.0,1226866000.0,1582769000.0,
Capital Lease Obligations,766996000.0,846703000.0,803816000.0,841775000.0,
Common Stock Equity,2153286000.0,1966147000.0,1728954000.0,2088994000.0,
Total Capitalization,2748159000.0,2640625000.0,2401240000.0,2751525000.0,
Total Equity Gross Minority Interest,2153286000.0,1966147000.0,1728954000.0,2088994000.0,
Stockholders Equity,2153286000.0,1966147000.0,1728954000.0,2088994000.0,
Gains Losses Not Affecting Retained Earnings,-77123000.0,-67842000.0,-40086000.0,-47610000.0,
Other Equity Adjustments,-77123000.0,-67842000.0,-40086000.0,-47610000.0,
Retained Earnings,1048411000.0,897306000.0,721926000.0,1027833000.0,
Additional Paid In Capital,1181854000.0,1136536000.0,1046961000.0,1108613000.0,
Capital Stock,144000.0,147000.0,153000.0,158000.0,
Common Stock,144000.0,147000.0,153000.0,158000.0,
Total Liabilities Net Minority Interest,2607448000.0,2861406000.0,2723878000.0,2902402000.0,
Total Non Current Liabilities Net Minority Interest,1441987000.0,1502123000.0,1425283000.0,1452226000.0,
Other Non Current Liabilities,219449000.0,121932000.0,84014000.0,86584000.0,
Long Term Debt And Capital Lease Obligation,1222538000.0,1380191000.0,1341269000.0,1365642000.0,
Long Term Capital Lease Obligation,627665000.0,705713000.0,668983000.0,703111000.0,
Long Term Debt,594873000.0,674478000.0,672286000.0,662531000.0,
Current Liabilities,1165461000.0,1359283000.0,1298595000.0,1450176000.0,
Other Current Liabilities,34344000.0,42744000.0,125840000.0,73746000.0,
Current Debt And Capital Lease Obligation,220250000.0,140990000.0,134833000.0,138664000.0,
Current Capital Lease Obligation,139331000.0,140990000.0,134833000.0,138664000.0,
Current Debt,80919000.0,,,,
Other Current Borrowings,80919000.0,,,,
Current Provisions,139283000.0,160533000.0,159628000.0,164294000.0,
Payables And Accrued Expenses,771584000.0,1015016000.0,878294000.0,1073472000.0,
Current Accrued Expenses,287853000.0,366530000.0,317963000.0,460165000.0,
Payables,483731000.0,648486000.0,560331000.0,613307000.0,
Accounts Payable,483731000.0,648486000.0,560331000.0,613307000.0,
Total Assets,4760734000.0,4827553000.0,4452832000.0,4991396000.0,
Total Non Current Assets,1897052000.0,1879069000.0,1620007000.0,1655097000.0,
Other Non Current Assets,91515000.0,67089000.0,76016000.0,75470000.0,
Non Current Deferred Assets,221033000.0,186908000.0,20141000.0,17812000.0,
Non Current Deferred Taxes Assets,221033000.0,186908000.0,20141000.0,17812000.0,
Goodwill And Other Intangible Assets,485302000.0,490932000.0,502088000.0,506225000.0,
Other Intangible Assets,7000000.0,8940000.0,10580000.0,11010000.0,
Goodwill,478302000.0,481992000.0,491508000.0,495215000.0,
Net PPE,1099202000.0,1134140000.0,1021762000.0,1055590000.0,
Accumulated Depreciation,-1156435000.0,-1051878000.0,-976768000.0,-949423000.0,
Gross PPE,2255637000.0,2186018000.0,1998530000.0,2005013000.0,
Leases,495181000.0,462721000.0,461394000.0,462588000.0,
Construction In Progress,175960000.0,138069000.0,64869000.0,52598000.0,
Other Properties,463609000.0,510919000.0,426148000.0,453909000.0,
Machinery Furniture Equipment,970247000.0,942051000.0,914111000.0,903910000.0,
Buildings And Improvements,68230000.0,48632000.0,48382000.0,48382000.0,
Land And Improvements,82410000.0,83626000.0,83626000.0,83626000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2863682000.0,2948484000.0,2832825000.0,3336299000.0,
Other Current Assets,289157000.0,293334000.0,297034000.0,286422000.0,
Prepaid Assets,,,,286422000.0,282300000.0
Inventory,958495000.0,1185657000.0,824455000.0,811410000.0,
Receivables,757339000.0,758564000.0,702197000.0,569014000.0,
Accounts Receivable,757339000.0,758564000.0,702197000.0,569014000.0,
Allowance For Doubtful Accounts Receivable,-14994000.0,-10813000.0,-7113000.0,-7128000.0,
Gross Accounts Receivable,772333000.0,769377000.0,709310000.0,576142000.0,
Cash Cash Equivalents And Short Term Investments,858691000.0,710929000.0,1009139000.0,1669453000.0,
Cash And Cash Equivalents,858691000.0,710929000.0,1009139000.0,1669453000.0,
