,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,255626000.0,254370000.0,253550029.0,253130375.0
Share Issued,255626000.0,254370000.0,253550029.0,253130375.0
Net Debt,8067000000.0,8207000000.0,8397000000.0,1327000000.0
Total Debt,8760000000.0,8913000000.0,9134000000.0,1339000000.0
Tangible Book Value,-5206000000.0,-6144000000.0,-6762000000.0,380000000.0
Invested Capital,8690000000.0,8021000000.0,7626000000.0,6825000000.0
Working Capital,1590000000.0,1419000000.0,1163000000.0,894000000.0
Net Tangible Assets,-5206000000.0,-6144000000.0,-6762000000.0,380000000.0
Common Stock Equity,-70000000.0,-892000000.0,-1508000000.0,5486000000.0
Total Capitalization,8681000000.0,8013000000.0,7617000000.0,5486000000.0
Total Equity Gross Minority Interest,-70000000.0,-892000000.0,-1508000000.0,5486000000.0
Stockholders Equity,-70000000.0,-892000000.0,-1508000000.0,5486000000.0
Other Equity Interest,,,,6108000000.0
Gains Losses Not Affecting Retained Earnings,-541000000.0,-564000000.0,-513000000.0,-622000000.0
Other Equity Adjustments,-541000000.0,-564000000.0,-513000000.0,-622000000.0
Retained Earnings,443000000.0,-331000000.0,-998000000.0,0.0
Additional Paid In Capital,25000000.0,0.0,0.0,0.0
Capital Stock,3000000.0,3000000.0,3000000.0,0.0
Common Stock,3000000.0,3000000.0,3000000.0,0.0
Total Liabilities Net Minority Interest,12128000000.0,11847000000.0,12189000000.0,4623000000.0
Total Non Current Liabilities Net Minority Interest,9210000000.0,9335000000.0,9592000000.0,1950000000.0
Other Non Current Liabilities,412000000.0,411000000.0,463000000.0,1739000000.0
Liabilities Heldfor Sale Non Current,,,0.0,83000000.0
Non Current Deferred Liabilities,47000000.0,19000000.0,4000000.0,128000000.0
Non Current Deferred Taxes Liabilities,47000000.0,19000000.0,4000000.0,128000000.0
Long Term Debt And Capital Lease Obligation,8751000000.0,8905000000.0,9125000000.0,
Long Term Debt,8751000000.0,8905000000.0,9125000000.0,
Current Liabilities,2918000000.0,2512000000.0,2597000000.0,2673000000.0
Other Current Liabilities,,1188000000.0,1021000000.0,128000000.0
Current Debt And Capital Lease Obligation,9000000.0,8000000.0,9000000.0,1339000000.0
Current Debt,9000000.0,8000000.0,9000000.0,1339000000.0
Other Current Borrowings,,,9000000.0,1339000000.0
Payables And Accrued Expenses,2909000000.0,2504000000.0,2588000000.0,1206000000.0
Current Accrued Expenses,1389000000.0,1188000000.0,1021000000.0,659000000.0
Payables,1520000000.0,1316000000.0,1567000000.0,547000000.0
Total Tax Payable,206000000.0,184000000.0,185000000.0,288000000.0
Income Tax Payable,206000000.0,184000000.0,185000000.0,288000000.0
Accounts Payable,1314000000.0,1132000000.0,1382000000.0,259000000.0
Total Assets,12058000000.0,10955000000.0,10681000000.0,10109000000.0
Total Non Current Assets,7550000000.0,7024000000.0,6921000000.0,6542000000.0
Other Non Current Assets,1231000000.0,754000000.0,694000000.0,452000000.0
Goodwill And Other Intangible Assets,5136000000.0,5252000000.0,5254000000.0,5106000000.0
Other Intangible Assets,533000000.0,649000000.0,651000000.0,503000000.0
Goodwill,4603000000.0,4603000000.0,4603000000.0,4603000000.0
Net PPE,1183000000.0,1018000000.0,973000000.0,984000000.0
Accumulated Depreciation,-1017000000.0,-902000000.0,-882000000.0,-820000000.0
Gross PPE,2200000000.0,1920000000.0,1855000000.0,1804000000.0
Construction In Progress,274000000.0,278000000.0,257000000.0,356000000.0
Machinery Furniture Equipment,1191000000.0,935000000.0,917000000.0,787000000.0
Buildings And Improvements,721000000.0,694000000.0,667000000.0,647000000.0
Land And Improvements,14000000.0,13000000.0,14000000.0,14000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4508000000.0,3931000000.0,3760000000.0,3567000000.0
Other Current Assets,756000000.0,747000000.0,726000000.0,930000000.0
Assets Held For Sale Current,,,0.0,674000000.0
Inventory,1315000000.0,1003000000.0,915000000.0,913000000.0
Receivables,1744000000.0,1475000000.0,1382000000.0,1038000000.0
Duefrom Related Parties Current,,,,0.0
Accounts Receivable,1744000000.0,1475000000.0,1382000000.0,1038000000.0
Allowance For Doubtful Accounts Receivable,-9000000.0,-9000000.0,-7000000.0,-18000000.0
Gross Accounts Receivable,1753000000.0,1484000000.0,1389000000.0,1056000000.0
Cash Cash Equivalents And Short Term Investments,693000000.0,706000000.0,737000000.0,12000000.0
Cash And Cash Equivalents,693000000.0,706000000.0,737000000.0,12000000.0
