,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-260760000.0
Tax Rate For Calcs,0.241,0.288,0.247,0.246
Normalized EBITDA,13581000000.0,12177000000.0,13987000000.0,11265000000.0
Total Unusual Items,,0.0,0.0,-1060000000.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,-1060000000.0
Net Income From Continuing Operation Net Minority Interest,7726000000.0,6437000000.0,8442000000.0,5835000000.0
Reconciled Depreciation,1923000000.0,1981000000.0,1882000000.0,1594000000.0
Reconciled Cost Of Revenue,57327000000.0,64587000000.0,63974000000.0,59830000000.0
EBITDA,13581000000.0,12177000000.0,13987000000.0,10205000000.0
EBIT,11658000000.0,10196000000.0,12105000000.0,8611000000.0
Net Interest Income,-1382000000.0,-1123000000.0,-885000000.0,-848000000.0
Interest Expense,1483000000.0,1160000000.0,897000000.0,872000000.0
Interest Income,101000000.0,37000000.0,12000000.0,24000000.0
Normalized Income,7726000000.0,6437000000.0,8442000000.0,6634240000.0
Net Income From Continuing And Discontinued Operation,7726000000.0,6437000000.0,8442000000.0,5835000000.0
Total Expenses,74820000000.0,86900000000.0,84157000000.0,79950000000.0
Total Operating Income As Reported,11557000000.0,10159000000.0,12093000000.0,9647000000.0
Diluted Average Shares,584000000.0,631000000.0,699000000.0,750000000.0
Basic Average Shares,582000000.0,629000000.0,696000000.0,748000000.0
Diluted EPS,13.2,10.17,12.04,7.75
Basic EPS,13.23,10.2,12.07,7.77
Diluted NI Availto Com Stockholders,7706000000.0,6416000000.0,8409000000.0,5811000000.0
Net Income Common Stockholders,7706000000.0,6416000000.0,8409000000.0,5811000000.0
Otherunder Preferred Stock Dividend,20000000.0,21000000.0,33000000.0,24000000.0
Net Income,7726000000.0,6437000000.0,8442000000.0,5835000000.0
Net Income Including Noncontrolling Interests,7726000000.0,6437000000.0,8442000000.0,5835000000.0
Net Income Continuous Operations,7726000000.0,6437000000.0,8442000000.0,5835000000.0
Tax Provision,2449000000.0,2599000000.0,2766000000.0,1904000000.0
Pretax Income,10175000000.0,9036000000.0,11208000000.0,7739000000.0
Other Income Expense,,,,-1060000000.0
Special Income Charges,,0.0,0.0,-1060000000.0
Other Special Charges,,,,1060000000.0
Net Non Operating Interest Income Expense,-1382000000.0,-1123000000.0,-885000000.0,-848000000.0
Total Other Finance Cost,,,,20000000.0
Interest Expense Non Operating,1483000000.0,1160000000.0,897000000.0,872000000.0
Interest Income Non Operating,101000000.0,37000000.0,12000000.0,24000000.0
Operating Income,11557000000.0,10159000000.0,12093000000.0,9647000000.0
Operating Expense,17287000000.0,22098000000.0,19963000000.0,19925000000.0
Depreciation Amortization Depletion Income Statement,1717000000.0,1766000000.0,1662000000.0,1399000000.0
Depreciation And Amortization In Income Statement,1717000000.0,1766000000.0,1662000000.0,1399000000.0
Selling General And Administration,15570000000.0,20332000000.0,18301000000.0,18526000000.0
Gross Profit,28844000000.0,32257000000.0,32056000000.0,29572000000.0
Cost Of Revenue,57533000000.0,64802000000.0,64194000000.0,60025000000.0
Total Revenue,86377000000.0,97059000000.0,96250000000.0,89597000000.0
Operating Revenue,85099000000.0,95570000000.0,94719000000.0,87995000000.0
