,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,17837000.0,17724000.0,14654000.0,9944000.0
Ordinary Shares Number,59512000.0,59264000.0,62009000.0,66361000.0
Share Issued,77349000.0,76988000.0,76663000.0,76305000.0
Net Debt,1282890000.0,1102478000.0,432892000.0,197992000.0
Total Debt,4002127000.0,3651601000.0,3371971000.0,3047483000.0
Tangible Book Value,934644000.0,987820000.0,1483330000.0,1884795000.0
Invested Capital,4306089000.0,3972475000.0,4162611000.0,4592496000.0
Working Capital,1069616000.0,593966000.0,1095169000.0,1526086000.0
Net Tangible Assets,934644000.0,987820000.0,1483330000.0,1884795000.0
Capital Lease Obligations,2215766000.0,2278318000.0,2337651000.0,2014499000.0
Common Stock Equity,2519728000.0,2599192000.0,3128291000.0,3559512000.0
Total Capitalization,4306089000.0,3787475000.0,4162611000.0,4592496000.0
Total Equity Gross Minority Interest,2519728000.0,2599192000.0,3128291000.0,3559512000.0
Stockholders Equity,2519728000.0,2599192000.0,3128291000.0,3559512000.0
Gains Losses Not Affecting Retained Earnings,-52232000.0,-44695000.0,-22627000.0,-26759000.0
Other Equity Adjustments,-52232000.0,-44695000.0,-22627000.0,-26759000.0
Treasury Stock,2933286000.0,2918768000.0,2300288000.0,1394080000.0
Retained Earnings,4559139000.0,4665087000.0,4605791000.0,4196634000.0
Additional Paid In Capital,946099000.0,897560000.0,845407000.0,783709000.0
Capital Stock,8000.0,8000.0,8000.0,8000.0
Common Stock,8000.0,8000.0,8000.0,8000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,9756598000.0,9387255000.0,9065918000.0,8280124000.0
Total Non Current Liabilities Net Minority Interest,4449193000.0,3966404000.0,3885611000.0,3536209000.0
Other Non Current Liabilities,84524000.0,89054000.0,103034000.0,146281000.0
Non Current Deferred Liabilities,362542000.0,410749000.0,410606000.0,342445000.0
Non Current Deferred Taxes Liabilities,362542000.0,410749000.0,410606000.0,342445000.0
Long Term Debt And Capital Lease Obligation,4002127000.0,3466601000.0,3371971000.0,3047483000.0
Long Term Capital Lease Obligation,2215766000.0,2278318000.0,2337651000.0,2014499000.0
Long Term Debt,1786361000.0,1188283000.0,1034320000.0,1032984000.0
Current Liabilities,5307405000.0,5420851000.0,5180307000.0,4743915000.0
Other Current Liabilities,458194000.0,427480000.0,481249000.0,496472000.0
Current Debt And Capital Lease Obligation,,185000000.0,,
Current Debt,,185000000.0,,
Other Current Borrowings,,185000000.0,,
Pensionand Other Post Retirement Benefit Plans Current,74536000.0,72337000.0,53424000.0,63990000.0
Current Provisions,,,,14120000.0
Payables And Accrued Expenses,4774675000.0,4736034000.0,4645634000.0,4183453000.0
Current Accrued Expenses,477910000.0,472673000.0,612247000.0,442327000.0
Interest Payable,,,,8441000.0
Payables,4296765000.0,4263361000.0,4033387000.0,3741126000.0
Total Tax Payable,118791000.0,84454000.0,111380000.0,100487000.0
Accounts Payable,4177974000.0,4178907000.0,3922007000.0,3640639000.0
Total Assets,12276326000.0,11986447000.0,12194209000.0,11839636000.0
Total Non Current Assets,5899305000.0,5971630000.0,5918733000.0,5569635000.0
Other Non Current Assets,86899000.0,62429000.0,73651000.0,52329000.0
Goodwill And Other Intangible Assets,1585084000.0,1611372000.0,1644961000.0,1674717000.0
Other Intangible Assets,593341000.0,620901000.0,651217000.0,681127000.0
Goodwill,991743000.0,990471000.0,993744000.0,993590000.0
Net PPE,4227322000.0,4297829000.0,4200121000.0,3842589000.0
Accumulated Depreciation,-2857726000.0,-2590382000.0,-2403567000.0,-2189165000.0
Gross PPE,7085048000.0,6888211000.0,6603688000.0,6031754000.0
Construction In Progress,113712000.0,137915000.0,119012000.0,124273000.0
Other Properties,2578776000.0,2607690000.0,2671810000.0,2379987000.0
Machinery Furniture Equipment,2577582000.0,2413367000.0,2210692000.0,1983585000.0
Buildings And Improvements,1344088000.0,1257890000.0,1131073000.0,1074269000.0
Land And Improvements,470890000.0,471349000.0,471101000.0,469640000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,6377021000.0,6014817000.0,6275476000.0,6270001000.0
Other Current Assets,215707000.0,163695000.0,232245000.0,146811000.0
Inventory,4857702000.0,4896269000.0,4659018000.0,4538199000.0
Receivables,800141000.0,684048000.0,782785000.0,749999000.0
Receivables Adjustments Allowances,-27589000.0,-16808000.0,-10162000.0,-11929000.0
Other Receivables,10930000.0,10638000.0,84289000.0,34345000.0
Accounts Receivable,816800000.0,690218000.0,708658000.0,727583000.0
Cash Cash Equivalents And Short Term Investments,503471000.0,270805000.0,601428000.0,834992000.0
Cash And Cash Equivalents,503471000.0,270805000.0,601428000.0,834992000.0
