,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-940000000.0,1719000000.0,3601000000.0,2795000000.0
Repurchase Of Capital Stock,0.0,-200000000.0,-1000000000.0,0.0
Repayment Of Debt,-185000000.0,-8093000000.0,-3598000000.0,-7315000000.0
Issuance Of Debt,0.0,0.0,1881000000.0,4361000000.0
Capital Expenditure,-3100000000.0,-3016000000.0,-2900000000.0,-3729000000.0
Interest Paid Supplemental Data,1138000000.0,1365000000.0,1487000000.0,1627000000.0
Income Tax Paid Supplemental Data,1303000000.0,76000000.0,112000000.0,
End Cash Position,2248000000.0,1307000000.0,409000000.0,427000000.0
Beginning Cash Position,1307000000.0,409000000.0,427000000.0,1717000000.0
Changes In Cash,941000000.0,898000000.0,-18000000.0,-1290000000.0
Financing Cash Flow,-18000000.0,-9313000000.0,-3807000000.0,-4250000000.0
Cash Flow From Continuing Financing Activities,-18000000.0,-9313000000.0,-3807000000.0,-4250000000.0
Net Other Financing Charges,-22000000.0,-40000000.0,-53000000.0,-87000000.0
Cash Dividends Paid,-11000000.0,-780000000.0,-1087000000.0,-1109000000.0
Common Stock Dividend Paid,,,,-1109000000.0
Net Common Stock Issuance,0.0,-200000000.0,-1000000000.0,0.0
Common Stock Payments,0.0,-200000000.0,-1000000000.0,0.0
Net Issuance Payments Of Debt,15000000.0,-8293000000.0,-1667000000.0,-3054000000.0
Net Short Term Debt Issuance,200000000.0,-200000000.0,50000000.0,-100000000.0
Net Long Term Debt Issuance,-185000000.0,-8093000000.0,-1717000000.0,-2954000000.0
Long Term Debt Payments,-185000000.0,-8093000000.0,-3598000000.0,-7315000000.0
Long Term Debt Issuance,0.0,0.0,1881000000.0,4361000000.0
Investing Cash Flow,-1201000000.0,5476000000.0,-2712000000.0,-3564000000.0
Cash Flow From Continuing Investing Activities,-1201000000.0,5476000000.0,-2712000000.0,-3564000000.0
Net Other Investing Changes,-12000000.0,3000000.0,53000000.0,12000000.0
Net Business Purchase And Sale,1746000000.0,8369000000.0,0.0,
Sale Of Business,1746000000.0,8369000000.0,0.0,
Net PPE Purchase And Sale,165000000.0,120000000.0,135000000.0,153000000.0
Sale Of PPE,165000000.0,120000000.0,135000000.0,153000000.0
Capital Expenditure Reported,-3100000000.0,-3016000000.0,-2900000000.0,-3729000000.0
Operating Cash Flow,2160000000.0,4735000000.0,6501000000.0,6524000000.0
Cash Flow From Continuing Operating Activities,2160000000.0,4735000000.0,6501000000.0,6524000000.0
Change In Working Capital,-999000000.0,798000000.0,-408000000.0,-417000000.0
Change In Other Working Capital,181000000.0,-114000000.0,-70000000.0,-16000000.0
Change In Payables And Accrued Expense,-97000000.0,98000000.0,-261000000.0,-543000000.0
Change In Payable,-97000000.0,98000000.0,-261000000.0,-543000000.0
Change In Account Payable,-97000000.0,98000000.0,-261000000.0,-543000000.0
Change In Tax Payable,-1185000000.0,972000000.0,-69000000.0,27000000.0
Change In Income Tax Payable,-1185000000.0,972000000.0,-69000000.0,27000000.0
Change In Receivables,-1083000000.0,814000000.0,-77000000.0,142000000.0
Changes In Account Receivables,102000000.0,-158000000.0,-8000000.0,115000000.0
Other Non Cash Items,20000000.0,24000000.0,17000000.0,97000000.0
Stock Based Compensation,52000000.0,98000000.0,120000000.0,175000000.0
Unrealized Gain Loss On Investment Securities,97000000.0,191000000.0,-138000000.0,
Provisionand Write Offof Assets,100000000.0,133000000.0,105000000.0,189000000.0
Asset Impairment Charge,10693000000.0,3271000000.0,0.0,2642000000.0
Deferred Tax,8000000.0,-1230000000.0,598000000.0,366000000.0
Deferred Income Tax,8000000.0,-1230000000.0,598000000.0,366000000.0
Depreciation Amortization Depletion,2985000000.0,3239000000.0,4019000000.0,4710000000.0
Depreciation And Amortization,2985000000.0,3239000000.0,4019000000.0,4710000000.0
Amortization Cash Flow,1053000000.0,1106000000.0,1348000000.0,
Amortization Of Intangibles,1053000000.0,1106000000.0,1348000000.0,
Depreciation,1932000000.0,2133000000.0,2671000000.0,
Operating Gains Losses,-498000000.0,-241000000.0,155000000.0,-6000000.0
Pension And Employee Benefit Expense,-1000000.0,46000000.0,163000000.0,-111000000.0
Gain Loss On Sale Of Business,121000000.0,-113000000.0,0.0,
Net Income From Continuing Operations,-10298000000.0,-1548000000.0,2033000000.0,-1232000000.0
