Price,Close,High,Low,Open,Volume
Ticker,MS,MS,MS,MS,MS
Date,,,,,
2013-01-02,14.681214332580566,15.092766643317225,14.598903299542451,15.085283692384035,29812900
2013-01-03,14.651281356811523,14.673730207815282,14.456728929792813,14.561487380023333,29859500
2013-01-04,15.10773754119873,15.152633834417768,14.651287373918306,14.726115480768323,31983900
2013-01-07,14.815906524658203,15.062838252494931,14.718630994940156,14.980528628034207,21445100
2013-01-08,14.703659057617188,14.808418924214228,14.658762787490854,14.771004176420037,22206200
2013-01-09,14.681214332580566,14.920663053534764,14.524075217437526,14.741076512819115,26993800
2013-01-10,15.21996784210205,15.287312946226727,14.830863113209782,14.860794904921365,39869800
2013-01-11,15.09277057647705,15.279840116876008,15.032908380638476,15.085287623593812,20880000
2013-01-14,15.017942428588867,15.145149772757216,14.77849364597252,15.145149772757216,14590200
2013-01-15,15.287317276000977,15.369628299294112,14.853316163847076,14.913178336998415,25277000
2013-01-16,15.36962890625,15.609077608311326,15.234938654533792,15.511800681082134,30630600
2013-01-17,15.526764869689941,15.526764869689941,15.26486734547875,15.377108733790207,26063600
2013-01-18,16.746456146240234,16.806318311757856,16.304973567564417,16.447145318652137,65729400
2013-01-22,17.195430755615234,17.195430755615234,16.48456740206288,16.55939407184832,38089200
2013-01-23,16.963459014892578,17.165494378097794,16.813802873134623,17.10563220683996,24266100
2013-01-24,16.91108512878418,17.232844936018214,16.843739986468815,16.888636272269995,20294700
2013-01-25,16.98591423034668,17.098155665117893,16.896120226193343,17.02332756619466,14059600
2013-01-28,16.6940860748291,17.053260691917135,16.6940860748291,17.053260691917135,13892000
2013-01-29,16.90359878540039,16.963460963534764,16.499528012573176,16.671633023533047,14548300
2013-01-30,17.195430755615234,17.210396660463218,16.731499123145653,16.731499123145653,23160400
2013-01-31,17.0981502532959,17.225357553034186,16.91856372905834,17.060735502062975,19819100
2013-02-01,17.63059425354004,17.803075264522214,17.225637343905184,17.27813287061688,31744400
2013-02-04,17.15814208984375,17.35312115602292,17.113147360835217,17.128146080623612,26405700
2013-02-05,17.548105239868164,17.615598067858034,17.255637272150096,17.37562420405274,23873200
2013-02-06,17.540607452392578,17.62309901186454,17.375625763805836,17.428119872430837,15851000
2013-02-07,17.3231258392334,17.683086546403104,17.000660502676773,17.518104913206166,20157900
