,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,30599156.118143,-81480000.0,-1096400000.0,64672000.0
Tax Rate For Calcs,0.168127,0.21,0.4,0.172
Normalized EBITDA,4911000000.0,3236000000.0,3555000000.0,3907000000.0
Total Unusual Items,182000000.0,-388000000.0,-2741000000.0,376000000.0
Total Unusual Items Excluding Goodwill,182000000.0,-388000000.0,-2741000000.0,376000000.0
Net Income From Continuing Operation Net Minority Interest,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Reconciled Depreciation,1324000000.0,1283000000.0,1403000000.0,1469000000.0
Reconciled Cost Of Revenue,6221000000.0,7013000000.0,6538000000.0,5987000000.0
EBITDA,5093000000.0,2848000000.0,814000000.0,4283000000.0
EBIT,3769000000.0,1565000000.0,-589000000.0,2814000000.0
Net Interest Income,-567000000.0,-470000000.0,-421000000.0,-446000000.0
Interest Expense,688000000.0,563000000.0,500000000.0,513000000.0
Interest Income,121000000.0,93000000.0,79000000.0,67000000.0
Normalized Income,2411599156.118143,1337520000.0,996600000.0,1593672000.0
Net Income From Continuing And Discontinued Operation,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Total Expenses,7763000000.0,7947000000.0,7632000000.0,7492000000.0
Total Operating Income As Reported,3685000000.0,1381000000.0,-856000000.0,2270000000.0
Diluted Average Shares,500000000.0,501000000.0,504000000.0,507000000.0
Basic Average Shares,498000000.0,498000000.0,504000000.0,504000000.0
Diluted EPS,5.13,2.057884,-1.29,3.76
Basic EPS,5.15,2.06,-1.29,3.76
Diluted NI Availto Com Stockholders,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Net Income Common Stockholders,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Net Income,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Net Income Including Noncontrolling Interests,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Net Income Continuous Operations,2563000000.0,1031000000.0,-648000000.0,1905000000.0
Tax Provision,518000000.0,-29000000.0,-441000000.0,396000000.0
Pretax Income,3081000000.0,1002000000.0,-1089000000.0,2301000000.0
Other Income Expense,174000000.0,-381000000.0,-2758000000.0,636000000.0
Other Non Operating Income Expenses,-9000000.0,-7000000.0,-33000000.0,246000000.0
Special Income Charges,-7000000.0,-123000000.0,-2935000000.0,123000000.0
Gain On Sale Of Ppe,-7000000.0,-123000000.0,-2637000000.0,123000000.0
Other Special Charges,,1000000.0,298000000.0,-87000000.0
Earnings From Equity Interest,1000000.0,14000000.0,16000000.0,14000000.0
Gain On Sale Of Security,189000000.0,-265000000.0,194000000.0,253000000.0
Net Non Operating Interest Income Expense,-567000000.0,-470000000.0,-421000000.0,-446000000.0
Interest Expense Non Operating,688000000.0,563000000.0,500000000.0,513000000.0
Interest Income Non Operating,121000000.0,93000000.0,79000000.0,67000000.0
Operating Income,3474000000.0,1853000000.0,2090000000.0,2111000000.0
Operating Expense,1353000000.0,751000000.0,907000000.0,1321000000.0
Other Taxes,,27000000.0,19000000.0,36000000.0
Depreciation Amortization Depletion Income Statement,1135000000.0,1100000000.0,1216000000.0,1285000000.0
Depreciation And Amortization In Income Statement,1135000000.0,1100000000.0,1216000000.0,1285000000.0
Selling General And Administration,218000000.0,-376000000.0,-328000000.0,
General And Administrative Expense,218000000.0,-376000000.0,-328000000.0,
Salaries And Wages,218000000.0,-376000000.0,-328000000.0,
Gross Profit,4827000000.0,2604000000.0,2997000000.0,3432000000.0
Cost Of Revenue,6410000000.0,7196000000.0,6725000000.0,6171000000.0
Total Revenue,11237000000.0,9800000000.0,9722000000.0,9603000000.0
Operating Revenue,11237000000.0,9800000000.0,9722000000.0,9603000000.0
