,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,716300000.0,88411000.0,632999000.0,1344282000.0
Repurchase Of Capital Stock,0.0,-307572000.0,-900334000.0,-188625000.0
Repayment Of Debt,-17417601000.0,-20017925000.0,-1502614000.0,-6351029000.0
Issuance Of Debt,17252220000.0,20546094000.0,1185020000.0,6375476000.0
Capital Expenditure,-612929000.0,-580742000.0,-676120000.0,-425557000.0
End Cash Position,642550000.0,509623000.0,268895000.0,768625000.0
Beginning Cash Position,509623000.0,268895000.0,768625000.0,134785000.0
Effect Of Exchange Rate Changes,-15284000.0,2571000.0,-19870000.0,6984000.0
Changes In Cash,148211000.0,238157000.0,-479860000.0,626856000.0
Financing Cash Flow,-210683000.0,194348000.0,-1232225000.0,-188185000.0
Cash Flow From Continuing Financing Activities,-210683000.0,194348000.0,-1232225000.0,-188185000.0
Net Other Financing Charges,-45302000.0,-26249000.0,-14297000.0,-24007000.0
Net Common Stock Issuance,0.0,-307572000.0,-900334000.0,-188625000.0
Common Stock Payments,0.0,-307572000.0,-900334000.0,-188625000.0
Net Issuance Payments Of Debt,-165381000.0,528169000.0,-317594000.0,24447000.0
Net Short Term Debt Issuance,-765381000.0,220217000.0,614658000.0,-710889000.0
Short Term Debt Payments,-17417601000.0,-19417925000.0,-570362000.0,-6024125000.0
Short Term Debt Issuance,16652220000.0,19638142000.0,1185020000.0,5313236000.0
Net Long Term Debt Issuance,600000000.0,307952000.0,-932252000.0,735336000.0
Long Term Debt Payments,0.0,-600000000.0,-932252000.0,-326904000.0
Long Term Debt Issuance,600000000.0,907952000.0,0.0,1062240000.0
Investing Cash Flow,-970335000.0,-625344000.0,-556754000.0,-954798000.0
Cash Flow From Continuing Investing Activities,-970335000.0,-625344000.0,-556754000.0,-954798000.0
Net Investment Purchase And Sale,158000000.0,165000000.0,243335000.0,-529241000.0
Sale Of Investment,933000000.0,2646000000.0,1454574000.0,658650000.0
Purchase Of Investment,-775000000.0,-2481000000.0,-1211239000.0,-1187891000.0
Net Business Purchase And Sale,-515406000.0,-209602000.0,-123969000.0,0.0
Purchase Of Business,-515406000.0,-209602000.0,-123969000.0,0.0
Net PPE Purchase And Sale,-612929000.0,-580742000.0,-676120000.0,-425557000.0
Purchase Of PPE,-612929000.0,-580742000.0,-676120000.0,-425557000.0
Operating Cash Flow,1329229000.0,669153000.0,1309119000.0,1769839000.0
Cash Flow From Continuing Operating Activities,1329229000.0,669153000.0,1309119000.0,1769839000.0
Change In Working Capital,266914000.0,-667589000.0,-353107000.0,494593000.0
Change In Other Current Liabilities,43506000.0,-29918000.0,79222000.0,-8328000.0
Change In Other Current Assets,-14418000.0,-49552000.0,-66844000.0,-55084000.0
Change In Payables And Accrued Expense,-194012000.0,-94137000.0,360791000.0,255466000.0
Change In Inventory,281284000.0,-409601000.0,-519229000.0,357516000.0
Change In Receivables,150554000.0,-84381000.0,-207047000.0,-54977000.0
Changes In Account Receivables,,,-207047000.0,-54977000.0
Other Non Cash Items,82703000.0,47716000.0,10783000.0,103695000.0
Stock Based Compensation,20960000.0,22409000.0,25651000.0,19697000.0
Asset Impairment Charge,877744000.0,695771000.0,0.0,0.0
Deferred Tax,-109946000.0,-51098000.0,-4929000.0,22324000.0
Deferred Income Tax,-109946000.0,-51098000.0,-4929000.0,22324000.0
Depreciation Amortization Depletion,630327000.0,595464000.0,591711000.0,607507000.0
Depreciation And Amortization,630327000.0,595464000.0,591711000.0,607507000.0
Operating Gains Losses,-102000.0,697000.0,5462000.0,6296000.0
Gain Loss On Sale Of PPE,-102000.0,697000.0,5462000.0,6296000.0
Net Income From Continuing Operations,-439371000.0,25783000.0,1033548000.0,515727000.0
