,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-45493500.0,-201040800.0,46640800.0,713000.0
Tax Rate For Calcs,0.195,0.211,0.173,0.23
Normalized EBITDA,14094500000.0,11855800000.0,11912200000.0,9107100000.0
Total Unusual Items,-233300000.0,-952800000.0,269600000.0,3100000.0
Total Unusual Items Excluding Goodwill,-233300000.0,-952800000.0,269600000.0,3100000.0
Net Income From Continuing Operation Net Minority Interest,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Reconciled Depreciation,1978200000.0,1870600000.0,1868100000.0,1751400000.0
Reconciled Cost Of Revenue,9334700000.0,8475200000.0,9104300000.0,8004900000.0
EBITDA,13861200000.0,10903000000.0,12181800000.0,9110200000.0
EBIT,11883000000.0,9032400000.0,10313700000.0,7358800000.0
Net Interest Income,-1174800000.0,-1163000000.0,-1176800000.0,-1200100000.0
Interest Expense,1360800000.0,1207000000.0,1185800000.0,1218100000.0
Interest Income,186000000.0,44000000.0,9000000.0,18000000.0
Normalized Income,8656606500.0,6929159200.0,7322240800.0,4728113000.0
Net Income From Continuing And Discontinued Operation,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Total Expenses,13748100000.0,12838000000.0,13350200000.0,12001300000.0
Rent Expense Supplemental,4773900000.0,4375900000.0,4608300000.0,4208100000.0
Total Operating Income As Reported,11646700000.0,9371000000.0,10356000000.0,7324000000.0
Diluted Average Shares,732300000.0,741300000.0,751800000.0,750100000.0
Basic Average Shares,727900000.0,731300000.0,744800000.0,745400000.0
Diluted EPS,11.56,8.33,10.04,6.31
Basic EPS,11.63,8.447149,10.130505,6.346257
Diluted NI Availto Com Stockholders,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Net Income Common Stockholders,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Net Income,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Net Income Including Noncontrolling Interests,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Net Income Continuous Operations,8468800000.0,6177400000.0,7545200000.0,4730500000.0
Tax Provision,2053400000.0,1648000000.0,1582700000.0,1410200000.0
Pretax Income,10522200000.0,7825400000.0,9127900000.0,6140700000.0
Other Income Expense,-48900000.0,-1356600000.0,432300000.0,134500000.0
Other Non Operating Income Expenses,31000000.0,-517000000.0,-14000000.0,14000000.0
Special Income Charges,-252300000.0,-1086800000.0,306600000.0,100000.0
Gain On Sale Of Ppe,6800000.0,-136800000.0,-75400000.0,-290700000.0
Gain On Sale Of Business,103200000.0,59800000.0,96600000.0,23300000.0
Write Off,362300000.0,1009800000.0,-285400000.0,-267500000.0
Impairment Of Capital Assets,,,,-267500000.0
Earnings From Equity Interest,153400000.0,113200000.0,176700000.0,117400000.0
Gain On Sale Of Security,19000000.0,134000000.0,-37000000.0,3000000.0
Net Non Operating Interest Income Expense,-1174800000.0,-1163000000.0,-1176800000.0,-1200100000.0
Interest Expense Non Operating,1360800000.0,1207000000.0,1185800000.0,1218100000.0
Interest Income Non Operating,186000000.0,44000000.0,9000000.0,18000000.0
Operating Income,11745600000.0,10344600000.0,9872700000.0,7206500000.0
Operating Expense,2816900000.0,2862600000.0,2707500000.0,2545600000.0
Depreciation Amortization Depletion Income Statement,381700000.0,370400000.0,329700000.0,300600000.0
Depreciation And Amortization In Income Statement,381700000.0,370400000.0,329700000.0,300600000.0
Selling General And Administration,2435200000.0,2492200000.0,2377800000.0,2245000000.0
Gross Profit,14562500000.0,13207200000.0,12580200000.0,9752100000.0
Cost Of Revenue,10931200000.0,9975400000.0,10642700000.0,9455700000.0
Total Revenue,25493700000.0,23182600000.0,23222900000.0,19207800000.0
Operating Revenue,25178100000.0,22854200000.0,22872800000.0,18865300000.0
