,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,381549541.0,393945659.0,392832752.0,392673077.0,
Share Issued,381549541.0,393945659.0,392832752.0,392673077.0,
Net Debt,510000000.0,909000000.0,661000000.0,122000000.0,
Total Debt,2386000000.0,2377000000.0,2366000000.0,2388000000.0,
Tangible Book Value,4238000000.0,4156000000.0,3101000000.0,2967000000.0,
Invested Capital,8116000000.0,7893000000.0,6826000000.0,6710000000.0,
Working Capital,3423000000.0,3405000000.0,3056000000.0,2992000000.0,
Net Tangible Assets,4238000000.0,4156000000.0,3101000000.0,2967000000.0,
Capital Lease Obligations,646000000.0,652000000.0,636000000.0,675000000.0,
Common Stock Equity,6376000000.0,6168000000.0,5096000000.0,4997000000.0,
Total Capitalization,8079000000.0,7880000000.0,6813000000.0,6705000000.0,
Total Equity Gross Minority Interest,6428000000.0,6242000000.0,5134000000.0,5064000000.0,
Minority Interest,52000000.0,74000000.0,38000000.0,67000000.0,
Stockholders Equity,6376000000.0,6168000000.0,5096000000.0,4997000000.0,
Gains Losses Not Affecting Retained Earnings,-1625000000.0,-1493000000.0,-1593000000.0,-1546000000.0,
Other Equity Adjustments,-1625000000.0,-1493000000.0,-1593000000.0,-1546000000.0,
Retained Earnings,-628000000.0,-1155000000.0,-2069000000.0,-2146000000.0,
Additional Paid In Capital,8625000000.0,8812000000.0,8754000000.0,8685000000.0,
Capital Stock,4000000.0,4000000.0,4000000.0,4000000.0,
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,
Total Liabilities Net Minority Interest,4933000000.0,5052000000.0,5001000000.0,4486000000.0,
Total Non Current Liabilities Net Minority Interest,2586000000.0,2617000000.0,2564000000.0,2576000000.0,
Other Non Current Liabilities,283000000.0,277000000.0,230000000.0,226000000.0,
Non Current Deferred Liabilities,56000000.0,70000000.0,68000000.0,66000000.0,
Non Current Deferred Taxes Liabilities,56000000.0,70000000.0,68000000.0,66000000.0,
Long Term Debt And Capital Lease Obligation,2247000000.0,2270000000.0,2266000000.0,2284000000.0,
Long Term Capital Lease Obligation,544000000.0,558000000.0,549000000.0,576000000.0,
Long Term Debt,1703000000.0,1712000000.0,1717000000.0,1708000000.0,
Current Liabilities,2347000000.0,2435000000.0,2437000000.0,1910000000.0,
Other Current Liabilities,24000000.0,19000000.0,13000000.0,8000000.0,
Current Deferred Liabilities,492000000.0,532000000.0,444000000.0,392000000.0,
Current Deferred Revenue,492000000.0,532000000.0,444000000.0,392000000.0,
Current Debt And Capital Lease Obligation,139000000.0,107000000.0,100000000.0,104000000.0,
Current Capital Lease Obligation,102000000.0,94000000.0,87000000.0,99000000.0,
Current Debt,37000000.0,13000000.0,13000000.0,5000000.0,
Other Current Borrowings,37000000.0,13000000.0,13000000.0,5000000.0,
Pensionand Other Post Retirement Benefit Plans Current,268000000.0,294000000.0,329000000.0,209000000.0,
Current Provisions,,72000000.0,70000000.0,73000000.0,87000000.0
Payables And Accrued Expenses,1424000000.0,1483000000.0,1551000000.0,1197000000.0,
Current Accrued Expenses,450000000.0,445000000.0,510000000.0,442000000.0,
Interest Payable,11000000.0,8000000.0,7000000.0,6000000.0,
Payables,974000000.0,1038000000.0,1041000000.0,755000000.0,
Total Tax Payable,137000000.0,134000000.0,135000000.0,143000000.0,
Income Tax Payable,18000000.0,22000000.0,28000000.0,24000000.0,
Accounts Payable,837000000.0,904000000.0,906000000.0,612000000.0,
Total Assets,11361000000.0,11294000000.0,10135000000.0,9550000000.0,
Total Non Current Assets,5591000000.0,5454000000.0,4642000000.0,4648000000.0,
Other Non Current Assets,406000000.0,334000000.0,232000000.0,208000000.0,
Non Current Deferred Assets,413000000.0,488000000.0,0.0,,0.0
Non Current Deferred Taxes Assets,413000000.0,488000000.0,0.0,,0.0
Investments And Advances,163000000.0,211000000.0,117000000.0,50000000.0,
Long Term Equity Investment,163000000.0,211000000.0,117000000.0,50000000.0,
Investments In Other Ventures Under Equity Method,163000000.0,211000000.0,117000000.0,50000000.0,
Investmentsin Associatesat Cost,,,117000000.0,50000000.0,51000000.0
Goodwill And Other Intangible Assets,2138000000.0,2012000000.0,1995000000.0,2030000000.0,
Other Intangible Assets,508000000.0,450000000.0,490000000.0,503000000.0,
Goodwill,1630000000.0,1562000000.0,1505000000.0,1527000000.0,
Net PPE,2471000000.0,2409000000.0,2298000000.0,2360000000.0,
Accumulated Depreciation,-3410000000.0,-3326000000.0,-3127000000.0,-3132000000.0,
Gross PPE,5881000000.0,5735000000.0,5425000000.0,5492000000.0,
Other Properties,4438000000.0,4270000000.0,3998000000.0,4009000000.0,
Buildings And Improvements,1278000000.0,1285000000.0,1251000000.0,1309000000.0,
Land And Improvements,165000000.0,180000000.0,176000000.0,174000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,5770000000.0,5840000000.0,5493000000.0,4902000000.0,
Other Current Assets,212000000.0,229000000.0,187000000.0,198000000.0,
Prepaid Assets,,,,198000000.0,224000000.0
Inventory,1932000000.0,2151000000.0,1813000000.0,1331000000.0,
Inventories Adjustments Allowances,-286000000.0,-354000000.0,-378000000.0,-444000000.0,
Finished Goods,1643000000.0,1796000000.0,1404000000.0,1207000000.0,
Work In Process,181000000.0,230000000.0,308000000.0,218000000.0,
Raw Materials,394000000.0,479000000.0,479000000.0,350000000.0,
Receivables,2396000000.0,2644000000.0,2424000000.0,1782000000.0,
Other Receivables,577000000.0,739000000.0,685000000.0,461000000.0,
Accounts Receivable,1819000000.0,1905000000.0,1739000000.0,1321000000.0,
Allowance For Doubtful Accounts Receivable,-67000000.0,-72000000.0,-71000000.0,-88000000.0,
Gross Accounts Receivable,1886000000.0,1977000000.0,1810000000.0,1409000000.0,
Cash Cash Equivalents And Short Term Investments,1230000000.0,816000000.0,1069000000.0,1591000000.0,
Cash And Cash Equivalents,1230000000.0,816000000.0,1069000000.0,1591000000.0,
