,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-350451000.0,-146850000.0,-28600000.0,-868803590.031253
Tax Rate For Calcs,0.207,0.165,0.2,0.242007
Total Unusual Items,-1693000000.0,-890000000.0,-143000000.0,-3590000000.0
Total Unusual Items Excluding Goodwill,-1693000000.0,-890000000.0,-143000000.0,-3590000000.0
Net Income From Continuing Operation Net Minority Interest,8516000000.0,11261000000.0,21635000000.0,9459000000.0
Reconciled Depreciation,4856000000.0,2455000000.0,2015000000.0,1902000000.0
Net Interest Income,6351000000.0,7678000000.0,6470000000.0,4751000000.0
Interest Expense,62164000000.0,21346000000.0,5650000000.0,8938000000.0
Interest Income,68515000000.0,29024000000.0,12120000000.0,13689000000.0
Normalized Income,9858549000.0,12004150000.0,21749400000.0,12180196409.968746
Net Income From Continuing And Discontinued Operation,8516000000.0,11261000000.0,21635000000.0,9459000000.0
Diluted Average Shares,345800000.0,358100000.0,352299996.0,360299996.0
Basic Average Shares,340800000.0,352100000.0,346599996.0,356399996.0
Diluted EPS,22.87,30.06,59.450001,24.74
Basic EPS,23.05,30.42,60.250001,24.94
Diluted NI Availto Com Stockholders,7907000000.0,10764000000.0,21151000000.0,8915000000.0
Net Income Common Stockholders,7907000000.0,10764000000.0,21151000000.0,8915000000.0
Preferred Stock Dividends,609000000.0,497000000.0,484000000.0,544000000.0
Net Income,8516000000.0,11261000000.0,21635000000.0,9459000000.0
Net Income Including Noncontrolling Interests,8516000000.0,11261000000.0,21635000000.0,9459000000.0
Net Income Continuous Operations,8516000000.0,11261000000.0,21635000000.0,9459000000.0
Tax Provision,2223000000.0,2225000000.0,5409000000.0,3020000000.0
Pretax Income,10739000000.0,13486000000.0,27044000000.0,12479000000.0
Special Income Charges,-1693000000.0,-890000000.0,-143000000.0,-3590000000.0
Other Special Charges,115000000.0,576000000.0,534000000.0,3420000000.0
Impairment Of Capital Assets,1578000000.0,314000000.0,143000000.0,171000000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,4856000000.0,2455000000.0,2015000000.0,1902000000.0
Depreciation And Amortization In Income Statement,4856000000.0,2455000000.0,2015000000.0,1902000000.0
Selling General And Administration,16128000000.0,15960000000.0,18272000000.0,13710000000.0
Selling And Marketing Expense,629000000.0,812000000.0,553000000.0,401000000.0
General And Administrative Expense,15499000000.0,15148000000.0,17719000000.0,13309000000.0
Other Gand A,,,,5488000000.0
Salaries And Wages,15499000000.0,15148000000.0,17719000000.0,13309000000.0
Total Revenue,46254000000.0,47365000000.0,59339000000.0,44559000000.0
Operating Revenue,46254000000.0,47365000000.0,59339000000.0,44559000000.0
Occupancy And Equipment,1053000000.0,1026000000.0,981000000.0,960000000.0
Professional Expense And Contract Services Expense,1623000000.0,1887000000.0,1648000000.0,1306000000.0
Other Non Interest Expense,9134000000.0,8946000000.0,8879000000.0,7514000000.0
