,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Preferred Shares Number,174000000.0,174000000.0,164000000.0,151700000.0
Ordinary Shares Number,175670727.0,175265668.0,175134455.0,174581742.0
Share Issued,175670727.0,175265668.0,175134455.0,174581742.0
Net Debt,8733275000.0,6095573000.0,6740680000.0,2287432000.0
Total Debt,9103277000.0,6870826000.0,7475279000.0,2544992000.0
Tangible Book Value,5275911000.0,5490885000.0,4932283000.0,4561713000.0
Invested Capital,14766455000.0,12594228000.0,12710456000.0,7311359000.0
Working Capital,-228991000.0,260573000.0,252508000.0,-137095000.0
Net Tangible Assets,9625911000.0,9840885000.0,9032283000.0,8354213000.0
Common Stock Equity,5663178000.0,5723402000.0,5235177000.0,4766367000.0
Preferred Stock Equity,4350000000.0,4350000000.0,4100000000.0,3792500000.0
Total Capitalization,19116455000.0,16944228000.0,16810456000.0,11103859000.0
Total Equity Gross Minority Interest,10106946000.0,10166801000.0,9423538000.0,8576899000.0
Minority Interest,93768000.0,93399000.0,88361000.0,18032000.0
Stockholders Equity,10013178000.0,10073402000.0,9335177000.0,8558867000.0
Gains Losses Not Affecting Retained Earnings,-67239000.0,-80317000.0,-53587000.0,-43401000.0
Other Equity Adjustments,-67239000.0,-80317000.0,-53587000.0,-43401000.0
Retained Earnings,-267910000.0,-110231000.0,-550416000.0,-914791000.0
Additional Paid In Capital,5980760000.0,5896423000.0,5821667000.0,5707101000.0
Capital Stock,4367567000.0,4367527000.0,4117513000.0,3809958000.0
Common Stock,17567000.0,17527000.0,17513000.0,17458000.0
Preferred Stock,4350000000.0,4350000000.0,4100000000.0,3792500000.0
Total Liabilities Net Minority Interest,9702270000.0,7385506000.0,7957370000.0,3239647000.0
Total Non Current Liabilities Net Minority Interest,9103277000.0,6870826000.0,7475279000.0,2844992000.0
Preferred Securities Outside Stock Equity,,,0.0,300000000.0
Long Term Debt And Capital Lease Obligation,9103277000.0,6870826000.0,7475279000.0,2544992000.0
Long Term Debt,9103277000.0,6870826000.0,7475279000.0,2544992000.0
Current Liabilities,598993000.0,514680000.0,482091000.0,394655000.0
Payables And Accrued Expenses,598993000.0,514680000.0,482091000.0,394655000.0
Current Accrued Expenses,598993000.0,514680000.0,482091000.0,394655000.0
Total Assets,19809216000.0,17552307000.0,17380908000.0,11816546000.0
Total Non Current Assets,19439214000.0,16777054000.0,16646309000.0,11558986000.0
Other Non Current Assets,275050000.0,230822000.0,207656000.0,172715000.0
Investments And Advances,390180000.0,275752000.0,828763000.0,773046000.0
Long Term Equity Investment,390180000.0,275752000.0,828763000.0,773046000.0
Investment Properties,18041264000.0,15664971000.0,15034525000.0,10220492000.0
Goodwill And Other Intangible Assets,387267000.0,232517000.0,302894000.0,204654000.0
Other Intangible Assets,221424000.0,66674000.0,137051000.0,38811000.0
Goodwill,165843000.0,165843000.0,165843000.0,165843000.0
Net PPE,345453000.0,372992000.0,272471000.0,188079000.0
Gross PPE,345453000.0,372992000.0,272471000.0,188079000.0
Construction In Progress,345453000.0,372992000.0,272471000.0,188079000.0
Current Assets,370002000.0,775253000.0,734599000.0,257560000.0
Cash Cash Equivalents And Short Term Investments,370002000.0,775253000.0,734599000.0,257560000.0
Cash And Cash Equivalents,370002000.0,775253000.0,734599000.0,257560000.0
