,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,0.0,0.0,-46431000.0,8778000.0
Tax Rate For Calcs,0.151,0.21,0.231,0.231
Normalized EBITDA,1466000000.0,1054000000.0,2518000000.0,574000000.0
Total Unusual Items,0.0,0.0,-201000000.0,38000000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-201000000.0,38000000.0
Net Income From Continuing Operation Net Minority Interest,317000000.0,-19000000.0,938000000.0,-163000000.0
Reconciled Depreciation,749000000.0,808000000.0,838000000.0,874000000.0
Reconciled Cost Of Revenue,10498000000.0,11457000000.0,11437000000.0,10360000000.0
EBITDA,1466000000.0,1054000000.0,2317000000.0,612000000.0
EBIT,717000000.0,246000000.0,1479000000.0,-262000000.0
Net Interest Income,-344000000.0,-304000000.0,-260000000.0,-284000000.0
Interest Expense,344000000.0,304000000.0,260000000.0,284000000.0
Normalized Income,317000000.0,-19000000.0,1092569000.0,-192222000.0
Net Income From Continuing And Discontinued Operation,317000000.0,-19000000.0,938000000.0,-163000000.0
Total Expenses,16759000000.0,17852000000.0,17753000000.0,16255000000.0
Total Operating Income As Reported,717000000.0,246000000.0,1680000000.0,-262000000.0
Diluted Average Shares,111000000.0,120000000.0,148000000.0,154000000.0
Basic Average Shares,110000000.0,120000000.0,146000000.0,154000000.0
Diluted EPS,2.85,-0.15,6.32,-1.06
Basic EPS,2.88,-0.15,6.41,-1.06
Diluted NI Availto Com Stockholders,317000000.0,-19000000.0,938000000.0,-163000000.0
Net Income Common Stockholders,317000000.0,-19000000.0,938000000.0,-163000000.0
Net Income,317000000.0,-19000000.0,938000000.0,-163000000.0
Net Income Including Noncontrolling Interests,317000000.0,-19000000.0,938000000.0,-163000000.0
Net Income Continuous Operations,317000000.0,-19000000.0,938000000.0,-163000000.0
Tax Provision,56000000.0,-39000000.0,281000000.0,-383000000.0
Pretax Income,373000000.0,-58000000.0,1219000000.0,-546000000.0
Other Income Expense,,,-201000000.0,38000000.0
Special Income Charges,0.0,0.0,-201000000.0,-89000000.0
Other Special Charges,,,201000000.0,
Write Off,,0.0,0.0,89000000.0
Impairment Of Capital Assets,,,0.0,68000000.0
Restructuring And Mergern Acquisition,,,0.0,21000000.0
Gain On Sale Of Security,,,,127000000.0
Net Non Operating Interest Income Expense,-344000000.0,-304000000.0,-260000000.0,-284000000.0
Interest Expense Non Operating,344000000.0,304000000.0,260000000.0,284000000.0
Operating Income,717000000.0,246000000.0,1680000000.0,-300000000.0
Operating Expense,6261000000.0,6395000000.0,6316000000.0,5895000000.0
Depreciation Amortization Depletion Income Statement,749000000.0,808000000.0,838000000.0,874000000.0
Depreciation And Amortization In Income Statement,749000000.0,808000000.0,838000000.0,874000000.0
Selling General And Administration,5512000000.0,5587000000.0,5478000000.0,5021000000.0
Gross Profit,6978000000.0,6641000000.0,7996000000.0,5595000000.0
Cost Of Revenue,10498000000.0,11457000000.0,11437000000.0,10360000000.0
Total Revenue,17476000000.0,18098000000.0,19433000000.0,15955000000.0
Operating Revenue,16586000000.0,17161000000.0,18471000000.0,15031000000.0
