Price,Close,High,Low,Open,Volume
Ticker,PSA,PSA,PSA,PSA,PSA
Date,,,,,
2015-01-02,127.18194580078125,127.45366477672907,125.70111625068726,125.90490289139335,415300
2015-01-05,127.77972412109375,128.3231517374776,126.46191551999432,126.9034549930023,481900
2015-01-06,129.9601593017578,130.2862115640778,128.51328619237762,128.92084892902398,642800
2015-01-07,132.62298583984375,132.81997300639958,129.51866295726185,130.28625472818834,734100
2015-01-08,134.42987060546875,134.8781991028557,132.26297026480154,133.0169735140366,893900
2015-01-09,134.8374786376953,135.02088768212874,132.88794259082349,134.76954629086194,611900
2015-01-12,134.59971618652344,135.3673081178934,134.45027332616786,134.8510575598597,403500
2015-01-13,135.1227264404297,136.12806054291354,134.6336427440825,135.00724978504454,766700
2015-01-14,135.0548858642578,135.50320421854096,133.82537643130698,134.4842809646753,608400
2015-01-15,135.47596740722656,136.63074442454086,134.87140700395497,135.3672798287688,720600
2015-01-16,137.38475036621094,137.65645895269554,134.87819875057036,135.73410049153142,609500
2015-01-20,137.60887145996094,138.4240073288051,137.0926211615298,138.13871029296038,555200
2015-01-21,136.54246520996094,137.2760909821783,135.97865993043226,137.0247599698056,558100
2015-01-22,139.40220642089844,139.55843832663672,136.56960266851408,136.8481106833212,765700
2015-01-23,137.72442626953125,140.0407803900788,137.3304414635274,138.62787257838173,532600
2015-01-26,138.83839416503906,138.91990465688167,136.90243706364328,137.71078399113824,516000
2015-01-27,139.02862548828125,140.0271707123436,137.94856975287314,138.32896595917896,443000
2015-01-28,137.731201171875,140.5570165042107,137.67685737336626,139.5924374019751,468000
2015-01-29,138.7025604248047,138.85200325865188,136.93642349662073,137.66326003987913,333300
2015-01-30,136.42698669433594,138.4852102089965,136.35906471718096,138.15236868139078,1259800
2015-02-02,137.04518127441406,137.30331182237046,134.37560725379666,136.54250872445257,628600
2015-02-03,137.91464233398438,137.93501996754622,135.8971736911853,137.1266726195195,663200
2015-02-04,137.66331481933594,138.09805495487967,136.20285206468043,137.2557414075664,679600
2015-02-05,140.4482879638672,140.48225412366082,137.6021061974536,137.7039943118178,639500
2015-02-06,138.8927459716797,140.04752292123314,137.86703421834423,140.01355675933092,1871600
2015-02-09,137.6225128173828,139.00145420241077,137.4119267282984,138.74332377161105,781300
2015-02-10,138.35617065429688,138.6414782523643,137.0179944772827,138.33579302086665,657700
2015-02-11,137.7787322998047,139.19842881090395,137.0858619436869,138.69575653450195,737100
2015-02-12,138.43084716796875,138.6889775943329,136.9975620134529,137.6836433329958,459200
2015-02-13,137.62928771972656,138.20668140331506,136.60357591966496,138.20668140331506,447600
2015-02-17,137.98252868652344,138.63463347313805,137.18777014751385,137.72439826077002,724500
2015-02-18,138.0028839111328,138.28818100459148,136.426945263437,138.0843944049733,508200
2015-02-19,135.03439331054688,137.5884989229561,134.72871864406596,137.3032018765729,748900
2015-02-20,135.97860717773438,137.0179177256085,135.03440601928781,135.76803150689625,950300
