,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.212,0.242,0.235,0.133175
Normalized EBITDA,2022253000.0,1645962000.0,1847622000.0,1690183000.0
Net Income From Continuing Operation Net Minority Interest,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Reconciled Depreciation,68898000.0,61241000.0,50155000.0,57030000.0
Reconciled Cost Of Revenue,3345821000.0,3136483000.0,2432839000.0,1874758000.0
EBITDA,2022253000.0,1645962000.0,1847622000.0,1690183000.0
EBIT,1953355000.0,1584721000.0,1797467000.0,1633153000.0
Net Interest Income,115127000.0,-12757000.0,3952000.0,
Normalized Income,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Net Income From Continuing And Discontinued Operation,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Total Expenses,5186672000.0,4726329000.0,3743885000.0,2965485000.0
Total Operating Income As Reported,1953355000.0,1584721000.0,1797467000.0,1633153000.0
Diluted Average Shares,1057981000.0,1066442000.0,1071278000.0,1069614000.0
Basic Average Shares,1044887000.0,1053558000.0,1057526000.0,1059278000.0
Diluted EPS,1.54,1.115,1.285,1.32
Basic EPS,1.56,1.13,1.305,1.33
Diluted NI Availto Com Stockholders,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Net Income Common Stockholders,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Net Income,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Net Income Including Noncontrolling Interests,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Net Income Continuous Operations,1630988000.0,1191624000.0,1377475000.0,1409594000.0
Tax Provision,437494000.0,380340000.0,423944000.0,216563000.0
Pretax Income,2068482000.0,1571964000.0,1801419000.0,1626157000.0
Other Income Expense,115127000.0,-12757000.0,3952000.0,-6996000.0
Other Non Operating Income Expenses,115127000.0,-12757000.0,3952000.0,-6996000.0
Net Non Operating Interest Income Expense,115127000.0,-12757000.0,3952000.0,
Total Other Finance Cost,-115127000.0,12757000.0,-3952000.0,
Operating Income,1953355000.0,1584721000.0,1797467000.0,1633153000.0
Operating Expense,1840851000.0,1589846000.0,1311046000.0,1090727000.0
Gross Profit,3794206000.0,3174567000.0,3108513000.0,2723880000.0
Cost Of Revenue,3345821000.0,3136483000.0,2432839000.0,1874758000.0
Total Revenue,7140027000.0,6311050000.0,5541352000.0,4598638000.0
Operating Revenue,7140027000.0,6311050000.0,5541352000.0,4598638000.0
