,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-37862167.572205,0.0,0.0,-146743471.245744
Tax Rate For Calcs,0.239634,0.234667,0.243952,0.2362
Normalized EBITDA,5290000000.0,3552000000.0,3339000000.0,2715132000.0
Total Unusual Items,-158000000.0,0.0,0.0,-621268000.0
Total Unusual Items Excluding Goodwill,-158000000.0,0.0,0.0,-621268000.0
Net Income From Continuing Operation Net Minority Interest,2659000000.0,1722000000.0,1500000000.0,612809000.0
Reconciled Depreciation,769000000.0,626000000.0,622000000.0,578662000.0
Reconciled Cost Of Revenue,12698000000.0,18536000000.0,12879000000.0,5688808000.0
EBITDA,5132000000.0,3552000000.0,3339000000.0,2093864000.0
EBIT,4363000000.0,2926000000.0,2717000000.0,1515202000.0
Net Interest Income,-866000000.0,-676000000.0,-733000000.0,-712886000.0
Interest Expense,866000000.0,676000000.0,733000000.0,712886000.0
Normalized Income,2779137832.427795,1722000000.0,1500000000.0,1087333528.754256
Net Income From Continuing And Discontinued Operation,2659000000.0,1722000000.0,1500000000.0,612809000.0
Total Expenses,13447000000.0,19580000000.0,13944000000.0,6573685000.0
Total Operating Income As Reported,4072000000.0,2807000000.0,2596000000.0,1361357000.0
Diluted Average Shares,485400000.0,448400000.0,447400000.0,431782000.0
Basic Average Shares,484300000.0,447500000.0,446400000.0,431105000.0
Diluted EPS,5.48,3.84,3.35,1.42
Basic EPS,5.49,3.85,3.36,1.42
Diluted NI Availto Com Stockholders,2658000000.0,1721000000.0,1499000000.0,611709000.0
Average Dilution Earnings,0.0,0.0,0.0,0.0
Net Income Common Stockholders,2658000000.0,1721000000.0,1499000000.0,611709000.0
Preferred Stock Dividends,1000000.0,1000000.0,1000000.0,1100000.0
Net Income,2659000000.0,1722000000.0,1500000000.0,612809000.0
Minority Interests,,,,0.0
Net Income Including Noncontrolling Interests,2659000000.0,1722000000.0,1500000000.0,612809000.0
Net Income Continuous Operations,2659000000.0,1722000000.0,1500000000.0,612809000.0
Tax Provision,838000000.0,528000000.0,484000000.0,189507000.0
Pretax Income,3497000000.0,2250000000.0,1984000000.0,802316000.0
Other Income Expense,133000000.0,119000000.0,121000000.0,-453355000.0
Other Non Operating Income Expenses,89000000.0,-29000000.0,-1000000.0,24672000.0
Special Income Charges,-158000000.0,0.0,0.0,-621268000.0
Gain On Sale Of Ppe,,,1394000.0,1327000.0
Other Special Charges,,-2551000.0,-1682000.0,-23662000.0
Write Off,,0.0,0.0,37730000.0
Impairment Of Capital Assets,,0.0,0.0,607200000.0
Restructuring And Mergern Acquisition,158000000.0,0.0,0.0,
Earnings From Equity Interest,202000000.0,148000000.0,122000000.0,143241000.0
Net Non Operating Interest Income Expense,-866000000.0,-676000000.0,-733000000.0,-712886000.0
Interest Expense Non Operating,866000000.0,676000000.0,733000000.0,712886000.0
Operating Income,4230000000.0,2807000000.0,2596000000.0,1968557000.0
Operating Expense,749000000.0,1044000000.0,1065000000.0,884877000.0
Other Operating Expenses,-786000000.0,-105000000.0,-2000000.0,-1327000.0
Other Taxes,216000000.0,191000000.0,167000000.0,125028000.0
Gross Profit,4979000000.0,3851000000.0,3661000000.0,2853434000.0
Cost Of Revenue,12698000000.0,18536000000.0,12879000000.0,5688808000.0
Total Revenue,17677000000.0,22387000000.0,16540000000.0,8542242000.0
Operating Revenue,17677000000.0,22387000000.0,16540000000.0,8542242000.0
