,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-15615524.188992
Tax Rate For Calcs,0.227,0.225,0.221058,0.226401
Normalized EBITDA,1871961000.0,1778005000.0,1576856000.0,1283025000.0
Total Unusual Items,,0.0,0.0,-68973000.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,-68973000.0
Net Income From Continuing Operation Net Minority Interest,1107226000.0,1088712000.0,997114000.0,748958000.0
Reconciled Depreciation,393049000.0,343062000.0,270158000.0,217124000.0
Reconciled Cost Of Revenue,9327522000.0,9232513000.0,8253952000.0,6858803000.0
EBITDA,1871961000.0,1778005000.0,1576856000.0,1214052000.0
EBIT,1478912000.0,1434943000.0,1306698000.0,996928000.0
Net Interest Income,-46510000.0,-30633000.0,-26610000.0,-28781000.0
Interest Expense,46510000.0,30633000.0,26610000.0,28781000.0
Normalized Income,1107226000.0,1088712000.0,997114000.0,802315475.811008
Net Income From Continuing And Discontinued Operation,1107226000.0,1088712000.0,997114000.0,748958000.0
Total Expenses,13076829000.0,12769774000.0,11424407000.0,9554451000.0
Total Operating Income As Reported,1478912000.0,1434943000.0,1306698000.0,996928000.0
Diluted Average Shares,109746000.0,112149000.0,115824000.0,117436000.0
Basic Average Shares,109096000.0,111336000.0,114794000.0,116370000.0
Diluted EPS,10.09,9.71,8.61,6.38
Basic EPS,10.15,9.78,8.69,6.44
Diluted NI Availto Com Stockholders,1107226000.0,1088712000.0,997114000.0,748958000.0
Average Dilution Earnings,0.0,0.0,0.0,0.0
Net Income Common Stockholders,1107226000.0,1088712000.0,997114000.0,748958000.0
Net Income,1107226000.0,1088712000.0,997114000.0,748958000.0
Net Income Including Noncontrolling Interests,1107226000.0,1088712000.0,997114000.0,748958000.0
Net Income Continuous Operations,1107226000.0,1088712000.0,997114000.0,748958000.0
Tax Provision,325176000.0,315598000.0,282974000.0,219189000.0
Pretax Income,1432402000.0,1404310000.0,1280088000.0,968147000.0
Other Income Expense,,,,-68973000.0
Special Income Charges,,0.0,0.0,-68973000.0
Impairment Of Capital Assets,,0.0,0.0,68973000.0
Net Non Operating Interest Income Expense,-46510000.0,-30633000.0,-26610000.0,-28781000.0
Interest Expense Non Operating,46510000.0,30633000.0,26610000.0,28781000.0
Operating Income,1478912000.0,1434943000.0,1306698000.0,1065901000.0
Operating Expense,3749307000.0,3537261000.0,3170455000.0,2695648000.0
Depreciation Amortization Depletion Income Statement,393049000.0,343062000.0,270158000.0,217124000.0
Depreciation And Amortization In Income Statement,393049000.0,343062000.0,270158000.0,217124000.0
Selling General And Administration,3356258000.0,3194199000.0,2900297000.0,2478524000.0
Gross Profit,5228219000.0,4972204000.0,4477153000.0,3761549000.0
Cost Of Revenue,9327522000.0,9232513000.0,8253952000.0,6858803000.0
Total Revenue,14555741000.0,14204717000.0,12731105000.0,10620352000.0
Operating Revenue,14555741000.0,14204717000.0,12731105000.0,10620352000.0
