,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,74880000.0,-54796000.0,-109745000.0,-40239159.001314
Tax Rate For Calcs,0.052,0.266,0.235,0.329829
Normalized EBITDA,188000000.0,2974000000.0,4647000000.0,1843000000.0
Total Unusual Items,1440000000.0,-206000000.0,-467000000.0,-122000000.0
Total Unusual Items Excluding Goodwill,1440000000.0,-206000000.0,-467000000.0,-122000000.0
Net Income From Continuing Operation Net Minority Interest,-202000000.0,1221000000.0,2187000000.0,510000000.0
Reconciled Depreciation,1174000000.0,688000000.0,836000000.0,559000000.0
Reconciled Cost Of Revenue,26479000000.0,27392000000.0,20431000000.0,6416000000.0
EBITDA,1628000000.0,2768000000.0,4180000000.0,1721000000.0
EBIT,454000000.0,2080000000.0,3344000000.0,1162000000.0
Net Interest Income,-667000000.0,-417000000.0,-485000000.0,-401000000.0
Interest Expense,667000000.0,417000000.0,485000000.0,401000000.0
Normalized Income,-1567120000.0,1372204000.0,2544255000.0,591760840.998686
Net Income From Continuing And Discontinued Operation,-202000000.0,1221000000.0,2187000000.0,510000000.0
Total Expenses,29872000000.0,29319000000.0,23258000000.0,7893000000.0
Total Operating Income As Reported,384000000.0,2018000000.0,3341000000.0,1105000000.0
Diluted Average Shares,228000000.0,236000000.0,245000000.0,246000000.0
Basic Average Shares,228000000.0,236000000.0,245000000.0,245000000.0
Diluted EPS,-1.12,5.17,8.93,2.07
Basic EPS,-1.12,5.17,8.93,2.08
Diluted NI Availto Com Stockholders,-256000000.0,1221000000.0,2187000000.0,510000000.0
Net Income Common Stockholders,-256000000.0,1221000000.0,2187000000.0,510000000.0
Preferred Stock Dividends,54000000.0,,,
Net Income,-202000000.0,1221000000.0,2187000000.0,510000000.0
Minority Interests,,,0.0,0.0
Net Income Including Noncontrolling Interests,-202000000.0,1221000000.0,2187000000.0,510000000.0
Net Income Discontinuous Operations,,,0.0,0.0
Net Income Continuous Operations,-202000000.0,1221000000.0,2187000000.0,510000000.0
Tax Provision,-11000000.0,442000000.0,672000000.0,251000000.0
Pretax Income,-213000000.0,1663000000.0,2859000000.0,761000000.0
Other Income Expense,1503000000.0,-144000000.0,-387000000.0,-38000000.0
Other Non Operating Income Expenses,47000000.0,56000000.0,63000000.0,67000000.0
Special Income Charges,1440000000.0,-206000000.0,-467000000.0,-122000000.0
Gain On Sale Of Ppe,1578000000.0,52000000.0,247000000.0,3000000.0
Other Special Charges,-109000000.0,,77000000.0,9000000.0
Write Off,102000000.0,0.0,0.0,18000000.0
Impairment Of Capital Assets,26000000.0,206000000.0,544000000.0,75000000.0
Restructuring And Mergern Acquisition,119000000.0,52000000.0,93000000.0,23000000.0
Earnings From Equity Interest,16000000.0,6000000.0,17000000.0,17000000.0
Net Non Operating Interest Income Expense,-667000000.0,-417000000.0,-485000000.0,-401000000.0
Interest Expense Non Operating,667000000.0,417000000.0,485000000.0,401000000.0
Operating Income,-1049000000.0,2224000000.0,3731000000.0,1200000000.0
Operating Expense,3346000000.0,1873000000.0,2776000000.0,1353000000.0
Other Operating Expenses,,,698000000.0,108000000.0
Provision For Doubtful Accounts,251000000.0,11000000.0,698000000.0,
Depreciation Amortization Depletion Income Statement,1127000000.0,634000000.0,785000000.0,435000000.0
Depreciation And Amortization In Income Statement,1127000000.0,634000000.0,785000000.0,435000000.0
Research And Development,,,,8000000.0
Selling General And Administration,1968000000.0,1228000000.0,1293000000.0,810000000.0
Gross Profit,2297000000.0,4097000000.0,6507000000.0,2553000000.0
Cost Of Revenue,26526000000.0,27446000000.0,20482000000.0,6540000000.0
Total Revenue,28823000000.0,31543000000.0,26989000000.0,9093000000.0
Operating Revenue,28361000000.0,31161000000.0,26989000000.0,9093000000.0
