,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,-115500000.0,-38416000.0,54795000.0,25185000.0
Tax Rate For Calcs,0.22,0.343,0.281,0.345
Normalized EBITDA,310000000.0,859000000.0,1256000000.0,604000000.0
Total Unusual Items,-525000000.0,-112000000.0,195000000.0,73000000.0
Total Unusual Items Excluding Goodwill,-525000000.0,-112000000.0,195000000.0,73000000.0
Net Income From Continuing Operation Net Minority Interest,-330000000.0,345000000.0,893000000.0,323000000.0
Reconciled Depreciation,199000000.0,208000000.0,197000000.0,176000000.0
Reconciled Cost Of Revenue,5895000000.0,5955000000.0,5878000000.0,5365000000.0
EBITDA,-215000000.0,747000000.0,1451000000.0,677000000.0
EBIT,-414000000.0,539000000.0,1254000000.0,501000000.0
Net Interest Income,-9000000.0,-15000000.0,-14000000.0,-7000000.0
Interest Expense,9000000.0,15000000.0,14000000.0,7000000.0
Interest Income,,,3000000.0,6000000.0
Normalized Income,79500000.0,418584000.0,752795000.0,275185000.0
Net Income From Continuing And Discontinued Operation,-330000000.0,342000000.0,893000000.0,323000000.0
Total Expenses,7946000000.0,8066000000.0,7926000000.0,7128000000.0
Total Operating Income As Reported,142000000.0,581000000.0,870000000.0,309000000.0
Diluted Average Shares,94200000.0,95500000.0,103800000.0,105100000.0
Basic Average Shares,94200000.0,93395412.0,97020796.0,103619123.0
Diluted EPS,-3.51,3.58,8.61,3.08
Basic EPS,-3.51,3.66185,9.204212,3.117185
Diluted NI Availto Com Stockholders,-330000000.0,342000000.0,893000000.0,323000000.0
Net Income Common Stockholders,-330000000.0,342000000.0,893000000.0,323000000.0
Net Income,-330000000.0,342000000.0,893000000.0,323000000.0
Minority Interests,0.0,1000000.0,1000000.0,0.0
Net Income Including Noncontrolling Interests,-330000000.0,341000000.0,892000000.0,323000000.0
Net Income Discontinuous Operations,0.0,-3000000.0,0.0,0.0
Net Income Continuous Operations,-330000000.0,344000000.0,892000000.0,323000000.0
Tax Provision,-93000000.0,180000000.0,348000000.0,171000000.0
Pretax Income,-423000000.0,524000000.0,1240000000.0,494000000.0
Other Income Expense,-636000000.0,-154000000.0,212000000.0,75000000.0
Other Non Operating Income Expenses,-110000000.0,-43000000.0,14000000.0,3000000.0
Special Income Charges,-47000000.0,-51000000.0,-172000000.0,-117000000.0
Gain On Sale Of Ppe,3000000.0,0.0,0.0,
Gain On Sale Of Business,3000000.0,19000000.0,0.0,0.0
Other Special Charges,1000000.0,9000000.0,8000000.0,10000000.0
Write Off,0.0,0.0,42000000.0,4000000.0
Impairment Of Capital Assets,39000000.0,66000000.0,94000000.0,77000000.0
Restructuring And Mergern Acquisition,13000000.0,-5000000.0,28000000.0,26000000.0
Earnings From Equity Interest,-1000000.0,1000000.0,3000000.0,-1000000.0
Gain On Sale Of Security,-478000000.0,-61000000.0,367000000.0,190000000.0
Net Non Operating Interest Income Expense,-9000000.0,-15000000.0,-14000000.0,-7000000.0
Interest Expense Non Operating,9000000.0,15000000.0,14000000.0,7000000.0
Interest Income Non Operating,,,3000000.0,6000000.0
Operating Income,222000000.0,693000000.0,1042000000.0,426000000.0
Operating Expense,2051000000.0,2111000000.0,2048000000.0,1763000000.0
Depreciation Amortization Depletion Income Statement,199000000.0,208000000.0,197000000.0,176000000.0
Depreciation And Amortization In Income Statement,199000000.0,208000000.0,197000000.0,176000000.0
Selling General And Administration,1852000000.0,1903000000.0,1851000000.0,1587000000.0
General And Administrative Expense,1852000000.0,1903000000.0,1851000000.0,1587000000.0
Other Gand A,1852000000.0,1903000000.0,1851000000.0,1587000000.0
Salaries And Wages,83000000.0,0.0,-7000000.0,2000000.0
Gross Profit,2273000000.0,2804000000.0,3090000000.0,2189000000.0
Cost Of Revenue,5895000000.0,5955000000.0,5878000000.0,5365000000.0
Total Revenue,8168000000.0,8759000000.0,8968000000.0,7554000000.0
Operating Revenue,8168000000.0,8759000000.0,8968000000.0,7554000000.0
