,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-44583000.0,-13778800.0,-11124000.0,-27365400.0
Tax Rate For Calcs,0.21,0.148,0.103,0.207
Normalized EBITDA,934000000.0,1398200000.0,1307800000.0,1177200000.0
Total Unusual Items,-212300000.0,-93100000.0,-108000000.0,-132200000.0
Total Unusual Items Excluding Goodwill,-212300000.0,-93100000.0,-108000000.0,-132200000.0
Net Income From Continuing Operation Net Minority Interest,1420000000.0,833700000.0,807800000.0,580700000.0
Reconciled Depreciation,184300000.0,169400000.0,170900000.0,162700000.0
Reconciled Cost Of Revenue,2655800000.0,3475500000.0,2883900000.0,2595400000.0
EBITDA,721700000.0,1305100000.0,1199800000.0,1045000000.0
EBIT,537400000.0,1135700000.0,1028900000.0,882300000.0
Net Interest Income,-237200000.0,-151800000.0,-131100000.0,-151200000.0
Interest Expense,237200000.0,151800000.0,131100000.0,151300000.0
Interest Income,,0.0,0.0,100000.0
Normalized Income,1587717000.0,913021200.0,904676000.0,685534600.0
Net Income From Continuing And Discontinued Operation,1321500000.0,736500000.0,739600000.0,552400000.0
Total Expenses,3737100000.0,4573500000.0,3908300000.0,3613000000.0
Diluted Average Shares,125500000.0,126700000.0,129100000.0,130600000.0
Basic Average Shares,125100000.0,126000000.0,128400000.0,129700000.0
Diluted EPS,10.53,5.81,5.7,4.22
Basic EPS,10.55,5.83,5.72,4.24
Diluted NI Availto Com Stockholders,1318800000.0,734800000.0,737800000.0,551000000.0
Net Income Common Stockholders,1318800000.0,734800000.0,737800000.0,551000000.0
Otherunder Preferred Stock Dividend,2700000.0,1700000.0,1800000.0,1400000.0
Net Income,1321500000.0,736500000.0,739600000.0,552400000.0
Minority Interests,500000.0,-5000000.0,2500000.0,900000.0
Net Income Including Noncontrolling Interests,1321000000.0,741500000.0,737100000.0,551500000.0
Net Income Discontinuous Operations,-98500000.0,-97200000.0,-68200000.0,-28300000.0
Net Income Continuous Operations,1419500000.0,838700000.0,805300000.0,579800000.0
Tax Provision,-1119300000.0,145200000.0,92500000.0,151200000.0
Pretax Income,300200000.0,983900000.0,897800000.0,731000000.0
Other Income Expense,-212300000.0,-93100000.0,-108000000.0,-146900000.0
Other Non Operating Income Expenses,,-8600000.0,-20000000.0,-14700000.0
Special Income Charges,-212300000.0,-93100000.0,-108000000.0,-132200000.0
Gain On Sale Of Business,0.0,-76800000.0,0.0,0.0
Other Special Charges,150900000.0,42400000.0,66900000.0,89600000.0
Restructuring And Mergern Acquisition,61400000.0,-26100000.0,41100000.0,42600000.0
Earnings From Equity Interest,,,,0.0
Net Non Operating Interest Income Expense,-237200000.0,-151800000.0,-131100000.0,-151200000.0
Interest Expense Non Operating,237200000.0,151800000.0,131100000.0,151300000.0
Interest Income Non Operating,,0.0,0.0,100000.0
Operating Income,749700000.0,1228800000.0,1136900000.0,1029100000.0
Operating Expense,1081300000.0,1098000000.0,1024400000.0,1017600000.0
Other Operating Expenses,,,,24900000.0
Research And Development,328800000.0,314200000.0,304700000.0,287900000.0
Selling General And Administration,752500000.0,783800000.0,719700000.0,729700000.0
General And Administrative Expense,752500000.0,783800000.0,719700000.0,729700000.0
Other Gand A,734300000.0,775200000.0,714100000.0,729700000.0
Salaries And Wages,18200000.0,8600000.0,5600000.0,14700000.0
Gross Profit,1831000000.0,2326800000.0,2161300000.0,2046700000.0
Cost Of Revenue,2655800000.0,3475500000.0,2883900000.0,2595400000.0
Total Revenue,4486800000.0,5802300000.0,5045200000.0,4642100000.0
Operating Revenue,4486800000.0,5802300000.0,5045200000.0,4642100000.0
