,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-490000000.0,-18000000.0,-540000000.0,81000000.0,
Repurchase Of Capital Stock,-3000000.0,-2000000.0,-6000000.0,,
Repayment Of Debt,-15482000000.0,-11229000000.0,-11242000000.0,-9551000000.0,
Issuance Of Debt,15746000000.0,10886000000.0,11824000000.0,10957000000.0,
Issuance Of Capital Stock,,,,9000000.0,0.0
Capital Expenditure,-1188000000.0,-1050000000.0,-1061000000.0,-981000000.0,
End Cash Position,864000000.0,985000000.0,1311000000.0,1164000000.0,
Beginning Cash Position,985000000.0,1311000000.0,1164000000.0,1624000000.0,
Effect Of Exchange Rate Changes,-39000000.0,10000000.0,-35000000.0,-38000000.0,
Changes In Cash,-82000000.0,-336000000.0,182000000.0,-422000000.0,
Financing Cash Flow,225000000.0,-333000000.0,575000000.0,1309000000.0,
Cash Flow From Continuing Financing Activities,225000000.0,-333000000.0,575000000.0,1309000000.0,
Net Other Financing Charges,-36000000.0,12000000.0,-1000000.0,-106000000.0,
Cash Dividends Paid,,,0.0,0.0,-37000000.0
Common Stock Dividend Paid,,,0.0,0.0,-37000000.0
Net Common Stock Issuance,-3000000.0,-2000000.0,-6000000.0,9000000.0,
Common Stock Payments,-3000000.0,-2000000.0,-6000000.0,,
Common Stock Issuance,,,,9000000.0,0.0
Net Issuance Payments Of Debt,264000000.0,-343000000.0,582000000.0,1406000000.0,
Net Short Term Debt Issuance,231000000.0,-55000000.0,26000000.0,48000000.0,
Short Term Debt Payments,-1095000000.0,-1009000000.0,-1295000000.0,-1047000000.0,
Short Term Debt Issuance,1326000000.0,954000000.0,1321000000.0,1095000000.0,
Net Long Term Debt Issuance,33000000.0,-288000000.0,556000000.0,1358000000.0,
Long Term Debt Payments,-14387000000.0,-10220000000.0,-9947000000.0,-8504000000.0,
Long Term Debt Issuance,14420000000.0,9932000000.0,10503000000.0,9862000000.0,
Investing Cash Flow,-1005000000.0,-1035000000.0,-914000000.0,-2793000000.0,
Cash Flow From Continuing Investing Activities,-1005000000.0,-1035000000.0,-914000000.0,-2793000000.0,
Net Other Investing Changes,161000000.0,-76000000.0,7000000.0,37000000.0,
Net Investment Purchase And Sale,6000000.0,-8000000.0,32000000.0,7000000.0,
Sale Of Investment,6000000.0,100000000.0,107000000.0,125000000.0,
Purchase Of Investment,0.0,-108000000.0,-75000000.0,-118000000.0,
Net Business Purchase And Sale,,0.0,0.0,-1856000000.0,0.0
Purchase Of Business,,0.0,0.0,-1856000000.0,0.0
Net PPE Purchase And Sale,16000000.0,99000000.0,108000000.0,0.0,
Sale Of PPE,16000000.0,99000000.0,108000000.0,0.0,
Capital Expenditure Reported,-1188000000.0,-1050000000.0,-1061000000.0,-981000000.0,
Operating Cash Flow,698000000.0,1032000000.0,521000000.0,1062000000.0,
Cash Flow From Continuing Operating Activities,698000000.0,1032000000.0,521000000.0,1062000000.0,
Change In Working Capital,-182000000.0,394000000.0,-693000000.0,-113000000.0,
Change In Other Working Capital,51000000.0,-63000000.0,-3000000.0,257000000.0,
Change In Other Current Liabilities,-151000000.0,158000000.0,-1000000.0,-11000000.0,
Change In Payables And Accrued Expense,-87000000.0,-550000000.0,686000000.0,923000000.0,
Change In Payable,-87000000.0,-550000000.0,686000000.0,923000000.0,
Change In Account Payable,-87000000.0,-550000000.0,686000000.0,923000000.0,
Change In Inventory,-122000000.0,908000000.0,-1042000000.0,-982000000.0,
Change In Receivables,127000000.0,-59000000.0,-333000000.0,-300000000.0,
Changes In Account Receivables,127000000.0,-59000000.0,-333000000.0,-300000000.0,
Other Non Cash Items,-193000000.0,388000000.0,11000000.0,-40000000.0,
Asset Impairment Charge,125000000.0,230000000.0,0.0,0.0,
Deferred Tax,-65000000.0,-230000000.0,28000000.0,-471000000.0,
Deferred Income Tax,-65000000.0,-230000000.0,28000000.0,-471000000.0,
Depreciation Amortization Depletion,1049000000.0,1001000000.0,964000000.0,883000000.0,
Depreciation And Amortization,1049000000.0,1001000000.0,964000000.0,883000000.0,
Operating Gains Losses,-96000000.0,-64000000.0,2000000.0,23000000.0,
Pension And Employee Benefit Expense,-3000000.0,40000000.0,124000000.0,43000000.0,
Net Income From Continuing Operations,60000000.0,-687000000.0,209000000.0,780000000.0,
