,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,0.0,,,
Ordinary Shares Number,211278803.0,133921020.0,133922305.0,131357961.0
Share Issued,211278803.0,133921020.0,133922305.0,131357961.0
Net Debt,10917686000.0,7238594000.0,5886621000.0,5637179000.0
Total Debt,11253263000.0,7560497000.0,6191103000.0,6009788000.0
Tangible Book Value,14072527000.0,3067212000.0,3100037000.0,2410641000.0
Invested Capital,25407669000.0,10591059000.0,9074243000.0,8294082000.0
Working Capital,-157866000.0,-391993000.0,-123052000.0,-704319000.0
Net Tangible Assets,14072527000.0,3067212000.0,3100037000.0,2410641000.0
Capital Lease Obligations,236515000.0,229035000.0,233356000.0,263485000.0
Common Stock Equity,14390921000.0,3259597000.0,3116496000.0,2547779000.0
Total Capitalization,24725669000.0,9646059000.0,8539243000.0,7345082000.0
Total Equity Gross Minority Interest,15413949000.0,4078274000.0,3785976000.0,2936124000.0
Minority Interest,1023028000.0,818677000.0,669480000.0,388345000.0
Stockholders Equity,14390921000.0,3259597000.0,3116496000.0,2547779000.0
Gains Losses Not Affecting Retained Earnings,17435000.0,48798000.0,-42546000.0,-99093000.0
Other Equity Adjustments,17435000.0,48798000.0,-42546000.0,-99093000.0
Retained Earnings,-379015000.0,-135872000.0,-128245000.0,-354900000.0
Additional Paid In Capital,14750388000.0,3345332000.0,3285948000.0,3000458000.0
Capital Stock,2113000.0,1339000.0,1339000.0,1314000.0
Common Stock,2113000.0,1339000.0,1339000.0,1314000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,12042313000.0,8089184000.0,6688501000.0,6459724000.0
Total Non Current Liabilities Net Minority Interest,10954726000.0,6905152000.0,5947634000.0,5333586000.0
Other Non Current Liabilities,383463000.0,289655000.0,291531000.0,272798000.0
Long Term Debt And Capital Lease Obligation,10571263000.0,6615497000.0,5656103000.0,5060788000.0
Long Term Capital Lease Obligation,236515000.0,229035000.0,233356000.0,263485000.0
Long Term Debt,10334748000.0,6386462000.0,5422747000.0,4797303000.0
Current Liabilities,1087587000.0,1184032000.0,740867000.0,1126138000.0
Current Debt And Capital Lease Obligation,682000000.0,945000000.0,535000000.0,949000000.0
Current Debt,682000000.0,945000000.0,535000000.0,949000000.0
Line Of Credit,682000000.0,945000000.0,535000000.0,949000000.0
Payables And Accrued Expenses,405587000.0,239032000.0,205867000.0,177138000.0
Payables,405587000.0,239032000.0,205867000.0,177138000.0
Dividends Payable,71069000.0,67352000.0,63582000.0,47126000.0
Accounts Payable,334518000.0,171680000.0,142285000.0,130012000.0
Total Assets,27456262000.0,12167458000.0,10474477000.0,9395848000.0
Total Non Current Assets,26526541000.0,11375419000.0,9856662000.0,8974029000.0
Other Non Current Assets,,,159172000.0,130611000.0
Non Current Deferred Assets,9787000.0,4846000.0,7408000.0,
Financial Assets,26183000.0,54839000.0,270000.0,
Investments And Advances,1371617000.0,882412000.0,757326000.0,697444000.0
Investmentin Financial Assets,300000000.0,300000000.0,300000000.0,300000000.0
Held To Maturity Securities,300000000.0,300000000.0,300000000.0,300000000.0
Long Term Equity Investment,1071617000.0,582412000.0,457326000.0,397444000.0
Investmentsin Joint Venturesat Cost,1071617000.0,582412000.0,457326000.0,397444000.0
Investment Properties,24524622000.0,9976404000.0,8818190000.0,7756664000.0
Goodwill And Other Intangible Assets,318394000.0,192385000.0,16459000.0,137138000.0
Other Intangible Assets,147583000.0,21574000.0,16459000.0,137138000.0
Goodwill,170811000.0,170811000.0,0.0,
Net PPE,275938000.0,264533000.0,257009000.0,252172000.0
Gross PPE,275938000.0,264533000.0,257009000.0,252172000.0
Other Properties,227241000.0,221725000.0,227949000.0,252172000.0
Machinery Furniture Equipment,48697000.0,42808000.0,29060000.0,
Current Assets,929721000.0,792039000.0,617815000.0,421819000.0
Restricted Cash,6021000.0,4867000.0,5068000.0,18885000.0
Prepaid Assets,85153000.0,50318000.0,39384000.0,
Receivables,739485000.0,643986000.0,502237000.0,293810000.0
Other Receivables,10042000.0,66170000.0,38066000.0,4889000.0
Notes Receivable,594727000.0,491879000.0,381121000.0,288921000.0
Accounts Receivable,134716000.0,85937000.0,83050000.0,
Cash Cash Equivalents And Short Term Investments,99062000.0,92868000.0,71126000.0,109124000.0
Cash And Cash Equivalents,99062000.0,92868000.0,71126000.0,109124000.0
