,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,35485000.0,-163800000.0,-154348000.0,256412462.908012
Tax Rate For Calcs,0.235,0.225,0.188,0.232047
Normalized EBITDA,6876000000.0,7744000000.0,6872000000.0,6182000000.0
Total Unusual Items,151000000.0,-728000000.0,-821000000.0,1105000000.0
Total Unusual Items Excluding Goodwill,151000000.0,-728000000.0,-821000000.0,1105000000.0
Net Income From Continuing Operation Net Minority Interest,2164000000.0,2244000000.0,1655000000.0,2585000000.0
Reconciled Depreciation,3750000000.0,3579000000.0,3429000000.0,3373000000.0
Reconciled Cost Of Revenue,116050000000.0,115866000000.0,106934000000.0,100971000000.0
EBITDA,7027000000.0,7016000000.0,6051000000.0,7287000000.0
EBIT,3277000000.0,3437000000.0,2622000000.0,3914000000.0
Net Interest Income,-441000000.0,-535000000.0,-571000000.0,-544000000.0
Interest Expense,441000000.0,535000000.0,571000000.0,544000000.0
Normalized Income,2048485000.0,2808200000.0,2321652000.0,1736412462.908012
Net Income From Continuing And Discontinued Operation,2164000000.0,2244000000.0,1655000000.0,2585000000.0
Total Expenses,146943000000.0,144132000000.0,134411000000.0,129718000000.0
Rent Expense Supplemental,891000000.0,839000000.0,845000000.0,874000000.0
Total Operating Income As Reported,3096000000.0,4126000000.0,3477000000.0,2780000000.0
Diluted Average Shares,725000000.0,727000000.0,754000000.0,781000000.0
Basic Average Shares,718000000.0,718000000.0,744000000.0,773000000.0
Diluted EPS,2.96,3.06,2.17,3.27
Basic EPS,2.99,3.1,2.2,3.31
Diluted NI Availto Com Stockholders,2146000000.0,2224000000.0,1639000000.0,2585000000.0
Net Income Common Stockholders,2146000000.0,2224000000.0,1639000000.0,2585000000.0
Otherunder Preferred Stock Dividend,18000000.0,20000000.0,16000000.0,29000000.0
Net Income,2164000000.0,2244000000.0,1655000000.0,2585000000.0
Minority Interests,-5000000.0,-5000000.0,-11000000.0,-3000000.0
Net Income Including Noncontrolling Interests,2169000000.0,2249000000.0,1666000000.0,2588000000.0
Net Income Continuous Operations,2169000000.0,2249000000.0,1666000000.0,2588000000.0
Tax Provision,667000000.0,653000000.0,385000000.0,782000000.0
Pretax Income,2836000000.0,2902000000.0,2051000000.0,3370000000.0
Other Income Expense,181000000.0,-689000000.0,-855000000.0,1134000000.0
Other Non Operating Income Expenses,30000000.0,39000000.0,-34000000.0,29000000.0
Special Income Charges,,,0.0,0.0
Gain On Sale Of Business,,,0.0,0.0
Gain On Sale Of Security,151000000.0,-728000000.0,-821000000.0,1105000000.0
Net Non Operating Interest Income Expense,-441000000.0,-535000000.0,-571000000.0,-544000000.0
Interest Expense Non Operating,441000000.0,535000000.0,571000000.0,544000000.0
Operating Income,3096000000.0,4126000000.0,3477000000.0,2780000000.0
Operating Expense,30268000000.0,27652000000.0,26872000000.0,28121000000.0
Other Operating Expenses,26252000000.0,23848000000.0,23203000000.0,24500000000.0
Depreciation Amortization Depletion Income Statement,3125000000.0,2965000000.0,2824000000.0,2747000000.0
Depreciation And Amortization In Income Statement,3125000000.0,2965000000.0,2824000000.0,2747000000.0
Selling General And Administration,891000000.0,839000000.0,845000000.0,874000000.0
General And Administrative Expense,891000000.0,839000000.0,845000000.0,874000000.0
Other Gand A,26252000000.0,23848000000.0,23203000000.0,24500000000.0
Rent And Landing Fees,891000000.0,839000000.0,845000000.0,874000000.0
Salaries And Wages,-30000000.0,-39000000.0,34000000.0,-29000000.0
Gross Profit,33364000000.0,31778000000.0,30349000000.0,30901000000.0
Cost Of Revenue,116675000000.0,116480000000.0,107539000000.0,101597000000.0
Total Revenue,150039000000.0,148258000000.0,137888000000.0,132498000000.0
Operating Revenue,150039000000.0,148258000000.0,137888000000.0,132498000000.0
