,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-17680000.0,-30785000.0,-1904000.0,-6129763.0
Tax Rate For Calcs,0.221,0.235,0.238,0.191
Normalized EBITDA,957000000.0,1099000000.0,1076000000.0,758903000.0
Total Unusual Items,-80000000.0,-131000000.0,-8000000.0,-32093000.0
Total Unusual Items Excluding Goodwill,-80000000.0,-131000000.0,-8000000.0,-32093000.0
Net Income From Continuing Operation Net Minority Interest,416000000.0,538000000.0,631000000.0,402808000.0
Reconciled Depreciation,248000000.0,212000000.0,210000000.0,185538000.0
Reconciled Cost Of Revenue,8440000000.0,8786000000.0,8697000000.0,7304913000.0
EBITDA,877000000.0,968000000.0,1068000000.0,726810000.0
EBIT,629000000.0,756000000.0,858000000.0,541272000.0
Net Interest Income,-70000000.0,-27000000.0,-21000000.0,-31535000.0
Interest Expense,87000000.0,35000000.0,27000000.0,41377000.0
Interest Income,17000000.0,8000000.0,6000000.0,9842000.0
Normalized Income,478320000.0,638215000.0,637096000.0,428771237.0
Net Income From Continuing And Discontinued Operation,416000000.0,538000000.0,631000000.0,403794000.0
Total Expenses,11644000000.0,11769000000.0,11541000000.0,9551745000.0
Total Operating Income As Reported,615000000.0,747000000.0,852000000.0,535303000.0
Diluted Average Shares,131748171.0,137755670.0,141773000.0,143404000.0
Basic Average Shares,130618990.0,136064221.0,140091000.0,142504000.0
Diluted EPS,3.16,3.91,4.45,2.82
Basic EPS,3.18,3.95,4.51,2.83
Diluted NI Availto Com Stockholders,416000000.0,538000000.0,631000000.0,403794000.0
Net Income Common Stockholders,416000000.0,538000000.0,631000000.0,403794000.0
Net Income,416000000.0,538000000.0,631000000.0,403794000.0
Minority Interests,-20000000.0,-28000000.0,-29000000.0,-15629000.0
Net Income Including Noncontrolling Interests,436000000.0,566000000.0,660000000.0,419423000.0
Net Income Discontinuous Operations,,0.0,0.0,986000.0
Net Income Continuous Operations,436000000.0,566000000.0,660000000.0,418437000.0
Earnings From Equity Interest Net Of Tax,14000000.0,15000000.0,27000000.0,13916000.0
Tax Provision,120000000.0,170000000.0,198000000.0,95374000.0
Pretax Income,542000000.0,721000000.0,831000000.0,499895000.0
Other Income Expense,-83000000.0,-130000000.0,-8000000.0,-35966000.0
Other Non Operating Income Expenses,-3000000.0,1000000.0,41000.0,-3873000.0
Special Income Charges,-80000000.0,-131000000.0,-8000000.0,-32093000.0
Restructuring And Mergern Acquisition,80000000.0,131000000.0,8000000.0,32093000.0
Net Non Operating Interest Income Expense,-70000000.0,-27000000.0,-21000000.0,-31535000.0
Interest Expense Non Operating,87000000.0,35000000.0,27000000.0,41377000.0
Interest Income Non Operating,17000000.0,8000000.0,6000000.0,9842000.0
Operating Income,695000000.0,878000000.0,860000000.0,567396000.0
Operating Expense,3166000000.0,2953000000.0,2814000000.0,2246832000.0
Depreciation Amortization Depletion Income Statement,210000000.0,182000000.0,180000000.0,
Depreciation And Amortization In Income Statement,210000000.0,182000000.0,180000000.0,
Selling General And Administration,2956000000.0,2771000000.0,2634000000.0,2246832000.0
Gross Profit,3861000000.0,3831000000.0,3674000000.0,2814228000.0
Cost Of Revenue,8478000000.0,8816000000.0,8727000000.0,7304913000.0
Total Revenue,12339000000.0,12647000000.0,12401000000.0,10119141000.0
Operating Revenue,12339000000.0,12647000000.0,12401000000.0,10119141000.0
