,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Ordinary Shares Number,8054000001.0,8100000000.0,8283000000.0,8463000000.0
Share Issued,8054000001.0,8100000000.0,8283000000.0,8463000000.0
Net Debt,30590000000.0,30587000000.0,23317000000.0,26792000000.0
Total Debt,61321000000.0,58923000000.0,57323000000.0,63246000000.0
Tangible Book Value,55748000000.0,48519000000.0,54239000000.0,51942000000.0
Invested Capital,124318000000.0,115905000000.0,121330000000.0,125458000000.0
Working Capital,-15538000000.0,-16543000000.0,-6309000000.0,-2578000000.0
Net Tangible Assets,55748000000.0,48519000000.0,54239000000.0,51942000000.0
Capital Lease Obligations,20864000000.0,19711000000.0,19246000000.0,18713000000.0
Common Stock Equity,83861000000.0,76693000000.0,83253000000.0,80925000000.0
Total Capitalization,119993000000.0,111342000000.0,118117000000.0,122119000000.0
Total Equity Gross Minority Interest,90571000000.0,83991000000.0,91891000000.0,87531000000.0
Minority Interest,6710000000.0,7298000000.0,8638000000.0,6606000000.0
Stockholders Equity,83861000000.0,76693000000.0,83253000000.0,80925000000.0
Gains Losses Not Affecting Retained Earnings,-11302000000.0,-11680000000.0,-8766000000.0,-11766000000.0
Other Equity Adjustments,-801000000.0,-857000000.0,-654000000.0,992000000.0
Foreign Currency Translation Adjustments,-10483000000.0,-10816000000.0,-8100000000.0,-10772000000.0
Minimum Pension Liabilities,-18000000.0,-7000000.0,-12000000.0,-1986000000.0
Unrealized Gain Loss,,,,0.0
Retained Earnings,89814000000.0,83135000000.0,86904000000.0,88763000000.0
Additional Paid In Capital,4544000000.0,4430000000.0,4839000000.0,3646000000.0
Capital Stock,805000000.0,808000000.0,276000000.0,282000000.0
Common Stock,805000000.0,808000000.0,276000000.0,282000000.0
Total Liabilities Net Minority Interest,161828000000.0,159206000000.0,152969000000.0,164965000000.0
Total Non Current Liabilities Net Minority Interest,69413000000.0,67008000000.0,65590000000.0,72320000000.0
Other Non Current Liabilities,14629000000.0,14688000000.0,13474000000.0,14370000000.0
Non Current Deferred Liabilities,,14688000000.0,13474000000.0,14370000000.0
Non Current Deferred Taxes Liabilities,,14688000000.0,13474000000.0,14370000000.0
Long Term Debt And Capital Lease Obligation,54784000000.0,52320000000.0,52116000000.0,57950000000.0
Long Term Capital Lease Obligation,18652000000.0,17671000000.0,17252000000.0,16756000000.0
Long Term Debt,36132000000.0,34649000000.0,34864000000.0,41194000000.0
Current Liabilities,92415000000.0,92198000000.0,87379000000.0,92645000000.0
Other Current Liabilities,,,21000000.0,12734000000.0
Current Deferred Liabilities,2664000000.0,2488000000.0,2559000000.0,2310000000.0
Current Deferred Revenue,2664000000.0,2488000000.0,2559000000.0,2310000000.0
Current Debt And Capital Lease Obligation,6537000000.0,6603000000.0,5207000000.0,5296000000.0
Current Capital Lease Obligation,2212000000.0,2040000000.0,1994000000.0,1957000000.0
Current Debt,4325000000.0,4563000000.0,3213000000.0,3339000000.0
Other Current Borrowings,4325000000.0,4563000000.0,3213000000.0,3339000000.0
Pensionand Other Post Retirement Benefit Plans Current,,,,4698000000.0
Payables And Accrued Expenses,83214000000.0,83107000000.0,79613000000.0,72305000000.0
Current Accrued Expenses,22636000000.0,25213000000.0,20254000000.0,19594000000.0
Payables,60578000000.0,57894000000.0,59359000000.0,52711000000.0
Total Tax Payable,3766000000.0,4152000000.0,4098000000.0,3570000000.0
Income Tax Payable,307000000.0,727000000.0,851000000.0,242000000.0
Accounts Payable,56812000000.0,53742000000.0,55261000000.0,49141000000.0
Total Assets,252399000000.0,243197000000.0,244860000000.0,252496000000.0
Total Non Current Assets,175522000000.0,167542000000.0,163790000000.0,162429000000.0
Other Non Current Assets,17071000000.0,20134000000.0,22152000000.0,23598000000.0
Goodwill And Other Intangible Assets,28113000000.0,28174000000.0,29014000000.0,28983000000.0
Goodwill,28113000000.0,28174000000.0,29014000000.0,28983000000.0
Net PPE,130338000000.0,119234000000.0,112624000000.0,109848000000.0
Accumulated Depreciation,-109049000000.0,-101610000000.0,-94809000000.0,-88370000000.0
Gross PPE,239387000000.0,220844000000.0,207433000000.0,198218000000.0
Construction In Progress,13390000000.0,10802000000.0,7199000000.0,4741000000.0
Other Properties,19528000000.0,18474000000.0,18109000000.0,17647000000.0
Machinery Furniture Equipment,75140000000.0,67697000000.0,62545000000.0,58940000000.0
Buildings And Improvements,111767000000.0,104554000000.0,100376000000.0,97582000000.0
Land And Improvements,19562000000.0,19317000000.0,19204000000.0,19308000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,76877000000.0,75655000000.0,81070000000.0,90067000000.0
Other Current Assets,3322000000.0,2521000000.0,1519000000.0,20861000000.0
Prepaid Assets,,,1519000000.0,20861000000.0
Inventory,54892000000.0,56576000000.0,56511000000.0,44949000000.0
Receivables,8796000000.0,7933000000.0,8280000000.0,6516000000.0
Accounts Receivable,8796000000.0,7933000000.0,8280000000.0,6516000000.0
Cash Cash Equivalents And Short Term Investments,9867000000.0,8625000000.0,14760000000.0,17741000000.0
Cash And Cash Equivalents,9867000000.0,8625000000.0,14760000000.0,17741000000.0
