,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,3041081.0,3270512.0,2992550.0,2845770.0
Preferred Shares Number,35000.0,35000.0,35000.0,35000.0
Ordinary Shares Number,37899688.0,37648148.0,37918956.0,38005330.0
Share Issued,40940769.0,40918660.0,40911506.0,40851100.0
Total Debt,79677000.0,82676000.0,88425000.0,93612000.0
Tangible Book Value,937149000.0,828239000.0,770143000.0,712319000.0
Invested Capital,1292963000.0,1081093000.0,1041309000.0,955061000.0
Working Capital,762842000.0,682775000.0,699317000.0,668269000.0
Net Tangible Assets,937149000.0,828239000.0,770143000.0,712319000.0
Capital Lease Obligations,79677000.0,82676000.0,88425000.0,93612000.0
Common Stock Equity,1292963000.0,1081093000.0,1041309000.0,955061000.0
Total Capitalization,1292963000.0,1081093000.0,1041309000.0,955061000.0
Total Equity Gross Minority Interest,1292963000.0,1081093000.0,1041309000.0,955061000.0
Stockholders Equity,1292963000.0,1081093000.0,1041309000.0,955061000.0
Gains Losses Not Affecting Retained Earnings,-24370000.0,-37697000.0,-13330000.0,-4650000.0
Other Equity Adjustments,-24370000.0,-37697000.0,-13330000.0,-4650000.0
Treasury Stock,260298000.0,328326000.0,232712000.0,169523000.0
Retained Earnings,1244216000.0,1101525000.0,956966000.0,799369000.0
Additional Paid In Capital,333292000.0,345468000.0,330262000.0,329742000.0
Capital Stock,123000.0,123000.0,123000.0,123000.0
Common Stock,123000.0,123000.0,123000.0,123000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,722104000.0,526682000.0,489143000.0,376368000.0
Total Non Current Liabilities Net Minority Interest,139801000.0,138978000.0,148144000.0,155938000.0
Employee Benefits,60124000.0,56302000.0,59719000.0,62326000.0
Long Term Debt And Capital Lease Obligation,79677000.0,82676000.0,88425000.0,93612000.0
Long Term Capital Lease Obligation,79677000.0,82676000.0,88425000.0,93612000.0
Current Liabilities,582303000.0,387704000.0,340999000.0,220430000.0
Payables And Accrued Expenses,582303000.0,387704000.0,340999000.0,220430000.0
Current Accrued Expenses,,56302000.0,59719000.0,62326000.0
Payables,582303000.0,387704000.0,340999000.0,220430000.0
Other Payable,537398000.0,303993000.0,229325000.0,133326000.0
Total Tax Payable,7892000.0,28448000.0,40456000.0,42750000.0
Income Tax Payable,,,,42750000.0
Accounts Payable,37013000.0,55263000.0,71218000.0,44354000.0
Total Assets,2015067000.0,1607775000.0,1530452000.0,1331429000.0
Total Non Current Assets,669922000.0,537296000.0,490136000.0,442730000.0
Other Non Current Assets,84499000.0,68289000.0,27066000.0,29039000.0
Investments And Advances,63893000.0,49791000.0,24883000.0,9821000.0
Goodwill And Other Intangible Assets,355814000.0,252854000.0,271166000.0,242742000.0
Other Intangible Assets,119108000.0,98065000.0,116377000.0,95354000.0
Goodwill,236706000.0,154789000.0,154789000.0,147388000.0
Net PPE,165716000.0,166362000.0,167021000.0,161128000.0
Accumulated Depreciation,-247423000.0,-202273000.0,-180930000.0,-163555000.0
Gross PPE,413139000.0,368635000.0,347951000.0,324683000.0
Leases,31214000.0,30660000.0,31021000.0,29064000.0
Machinery Furniture Equipment,318880000.0,271869000.0,245970000.0,219695000.0
Buildings And Improvements,63045000.0,66106000.0,70960000.0,75924000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1345145000.0,1070479000.0,1040316000.0,888699000.0
Restricted Cash,45122000.0,50947000.0,50159000.0,50059000.0
Prepaid Assets,115151000.0,88923000.0,68565000.0,29039000.0
Receivables,662624000.0,465862000.0,403662000.0,359492000.0
Other Receivables,572785000.0,387412000.0,339781000.0,279915000.0
Accounts Receivable,89839000.0,78450000.0,63881000.0,79577000.0
Allowance For Doubtful Accounts Receivable,-577000.0,-590000.0,-140000.0,-163000.0
Gross Accounts Receivable,90416000.0,79040000.0,64021000.0,79740000.0
Cash Cash Equivalents And Short Term Investments,522248000.0,464747000.0,517930000.0,479148000.0
Other Short Term Investments,70968000.0,34001000.0,11195000.0,18290000.0
Cash And Cash Equivalents,451280000.0,430746000.0,506735000.0,460858000.0
