,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,165334513.0,164542943.0,165098847.0,166063551.0
Share Issued,165334513.0,164542943.0,165098847.0,166063551.0
Net Debt,1818000000.0,2208400000.0,799600000.0,757500000.0
Total Debt,2093600000.0,2399000000.0,982300000.0,926800000.0
Tangible Book Value,-1099900000.0,-1639100000.0,-510600000.0,-611800000.0
Invested Capital,5205400000.0,5025400000.0,3316000000.0,2945900000.0
Working Capital,619400000.0,495400000.0,252300000.0,202600000.0
Net Tangible Assets,-1099900000.0,-1639100000.0,-510600000.0,-611800000.0
Capital Lease Obligations,105300000.0,81700000.0,88200000.0,87200000.0
Common Stock Equity,3217100000.0,2708100000.0,2421900000.0,2106300000.0
Total Capitalization,5205400000.0,5025400000.0,3316000000.0,2945900000.0
Total Equity Gross Minority Interest,3217100000.0,2708100000.0,2421900000.0,2106300000.0
Stockholders Equity,3217100000.0,2708100000.0,2421900000.0,2106300000.0
Gains Losses Not Affecting Retained Earnings,-244400000.0,-239000000.0,-213900000.0,-207300000.0
Other Equity Adjustments,-244400000.0,-239000000.0,-213900000.0,-207300000.0
Retained Earnings,1866200000.0,1390500000.0,1051400000.0,631200000.0
Additional Paid In Capital,1593600000.0,1554900000.0,1582700000.0,1680700000.0
Capital Stock,1700000.0,1700000.0,1700000.0,1700000.0
Common Stock,1700000.0,1700000.0,1700000.0,1700000.0
Total Liabilities Net Minority Interest,3346200000.0,3739400000.0,2331700000.0,2090900000.0
Total Non Current Liabilities Net Minority Interest,2396600000.0,2676300000.0,1280000000.0,1318400000.0
Other Non Current Liabilities,83900000.0,83500000.0,71100000.0,67300000.0
Derivative Product Liabilities,70000000.0,52200000.0,9500000.0,69600000.0
Employee Benefits,73600000.0,70800000.0,93200000.0,102000000.0
Non Current Pension And Other Postretirement Benefit Plans,73600000.0,70800000.0,93200000.0,102000000.0
Tradeand Other Payables Non Current,35600000.0,35100000.0,34100000.0,44800000.0
Non Current Deferred Liabilities,66100000.0,65000000.0,115400000.0,130000000.0
Non Current Deferred Revenue,,,,22600000.0
Non Current Deferred Taxes Liabilities,40000000.0,43300000.0,89800000.0,107400000.0
Long Term Debt And Capital Lease Obligation,2067400000.0,2369700000.0,956700000.0,904700000.0
Long Term Capital Lease Obligation,79100000.0,52400000.0,62600000.0,65100000.0
Long Term Debt,1988300000.0,2317300000.0,894100000.0,839600000.0
Current Liabilities,949600000.0,1063100000.0,1051700000.0,772500000.0
Other Current Liabilities,103200000.0,112300000.0,107600000.0,123300000.0
Current Deferred Liabilities,46900000.0,43800000.0,31200000.0,22500000.0
Current Deferred Revenue,46900000.0,43800000.0,31200000.0,22500000.0
Current Debt And Capital Lease Obligation,26200000.0,29300000.0,25600000.0,22100000.0
Current Capital Lease Obligation,26200000.0,29300000.0,25600000.0,22100000.0
Pensionand Other Post Retirement Benefit Plans Current,125400000.0,106000000.0,140100000.0,117000000.0
Payables And Accrued Expenses,647900000.0,771700000.0,747200000.0,487600000.0
Current Accrued Expenses,310300000.0,358700000.0,296500000.0,194700000.0
Interest Payable,29700000.0,32900000.0,10100000.0,
Payables,337600000.0,413000000.0,450700000.0,292900000.0
Dividends Payable,38000000.0,36200000.0,33000000.0,33200000.0
Total Tax Payable,20700000.0,21800000.0,32000000.0,14600000.0
Income Tax Payable,20700000.0,21800000.0,32000000.0,14600000.0
Accounts Payable,278900000.0,355000000.0,385700000.0,245100000.0
Total Assets,6563300000.0,6447500000.0,4753600000.0,4197200000.0
Total Non Current Assets,4994300000.0,4889000000.0,3449600000.0,3222100000.0
Other Non Current Assets,74000000.0,71000000.0,73900000.0,69200000.0
Non Current Deferred Assets,139300000.0,47700000.0,48700000.0,50000000.0
Non Current Deferred Taxes Assets,113200000.0,26000000.0,23100000.0,27400000.0
Goodwill And Other Intangible Assets,4317000000.0,4347200000.0,2932500000.0,2718100000.0
Other Intangible Assets,1042400000.0,1094600000.0,428000000.0,325900000.0
Goodwill,3274600000.0,3252600000.0,2504500000.0,2392200000.0
Net PPE,464000000.0,423100000.0,394500000.0,384800000.0
Accumulated Depreciation,-692000000.0,-657100000.0,-655900000.0,-647500000.0
Gross PPE,1156000000.0,1080200000.0,1050400000.0,1032300000.0
Construction In Progress,55800000.0,60600000.0,62800000.0,47800000.0
Other Properties,102000000.0,78600000.0,84500000.0,83600000.0
Machinery Furniture Equipment,740400000.0,708000000.0,673800000.0,669600000.0
Buildings And Improvements,225500000.0,200700000.0,194500000.0,195400000.0
Land And Improvements,32300000.0,32300000.0,34800000.0,35900000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1569000000.0,1558500000.0,1304000000.0,975100000.0
Other Current Assets,33300000.0,4900000.0,6400000.0,6900000.0
Prepaid Assets,55200000.0,74800000.0,57100000.0,48500000.0
Inventory,677700000.0,790000000.0,562900000.0,420000000.0
Finished Goods,211500000.0,290300000.0,195200000.0,134100000.0
Work In Process,97100000.0,95600000.0,77400000.0,67200000.0
Raw Materials,369100000.0,404100000.0,290300000.0,218700000.0
Receivables,632500000.0,579900000.0,583100000.0,417600000.0
Other Receivables,70800000.0,48400000.0,48800000.0,50100000.0
Accounts Receivable,561700000.0,531500000.0,534300000.0,367500000.0
Allowance For Doubtful Accounts Receivable,-11200000.0,-10800000.0,-9100000.0,-8400000.0
Gross Accounts Receivable,572900000.0,542300000.0,543400000.0,375900000.0
Cash Cash Equivalents And Short Term Investments,170300000.0,108900000.0,94500000.0,82100000.0
Cash And Cash Equivalents,170300000.0,108900000.0,94500000.0,82100000.0
