,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.239,0.248,0.25,0.203
Normalized EBITDA,2807000000.0,2444000000.0,1759000000.0,1222000000.0
Net Income From Continuing Operation Net Minority Interest,1829000000.0,1547000000.0,1043000000.0,695000000.0
Reconciled Depreciation,214000000.0,205000000.0,187000000.0,182000000.0
Reconciled Cost Of Revenue,9982000000.0,9379000000.0,8302000000.0,7559000000.0
EBITDA,2807000000.0,2444000000.0,1759000000.0,1222000000.0
EBIT,2593000000.0,2239000000.0,1572000000.0,1040000000.0
Net Interest Income,-93000000.0,-93000000.0,-87000000.0,-93000000.0
Interest Expense,93000000.0,93000000.0,87000000.0,93000000.0
Normalized Income,1829000000.0,1547000000.0,1043000000.0,695000000.0
Net Income From Continuing And Discontinued Operation,1829000000.0,1547000000.0,1043000000.0,695000000.0
Total Expenses,13913000000.0,13013000000.0,11475000000.0,10778000000.0
Total Operating Income As Reported,2565000000.0,2215000000.0,1547000000.0,1019000000.0
Diluted Average Shares,50100000.0,51100000.0,52200000.0,53700000.0
Basic Average Shares,49900000.0,50900000.0,51900000.0,53500000.0
Diluted EPS,36.23,30.06,19.84,12.82
Basic EPS,36.39,30.22,19.94,12.88
Diluted NI Availto Com Stockholders,1829000000.0,1547000000.0,1043000000.0,695000000.0
Net Income Common Stockholders,1829000000.0,1547000000.0,1043000000.0,695000000.0
Net Income,1829000000.0,1547000000.0,1043000000.0,695000000.0
Minority Interests,-74000000.0,-66000000.0,-71000000.0,-60000000.0
Net Income Including Noncontrolling Interests,1903000000.0,1613000000.0,1114000000.0,755000000.0
Net Income Continuous Operations,1903000000.0,1613000000.0,1114000000.0,755000000.0
Tax Provision,597000000.0,533000000.0,371000000.0,192000000.0
Pretax Income,2500000000.0,2146000000.0,1485000000.0,947000000.0
Other Income Expense,28000000.0,24000000.0,25000000.0,21000000.0
Other Non Operating Income Expenses,28000000.0,24000000.0,25000000.0,21000000.0
Net Non Operating Interest Income Expense,-93000000.0,-93000000.0,-87000000.0,-93000000.0
Interest Expense Non Operating,93000000.0,93000000.0,87000000.0,93000000.0
Operating Income,2565000000.0,2215000000.0,1547000000.0,1019000000.0
Operating Expense,3931000000.0,3634000000.0,3173000000.0,3219000000.0
Selling General And Administration,3931000000.0,3634000000.0,3173000000.0,3219000000.0
Gross Profit,6496000000.0,5849000000.0,4720000000.0,4238000000.0
Cost Of Revenue,9982000000.0,9379000000.0,8302000000.0,7559000000.0
Total Revenue,16478000000.0,15228000000.0,13022000000.0,11797000000.0
Operating Revenue,16478000000.0,15228000000.0,13022000000.0,11797000000.0
