,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Treasury Shares Number,60308.0,1489.0,2050000.0,74236.0
Ordinary Shares Number,94223676.0,93395412.0,97020796.0,103619123.0
Share Issued,94283984.0,93396901.0,99070796.0,103693359.0
Net Debt,150000000.0,,,
Total Debt,2943000000.0,3226000000.0,3392000000.0,3189000000.0
Tangible Book Value,1723000000.0,2082000000.0,1988000000.0,2595000000.0
Invested Capital,3337000000.0,3745000000.0,3696000000.0,2881000000.0
Working Capital,934000000.0,911000000.0,628000000.0,1191000000.0
Net Tangible Assets,1723000000.0,2082000000.0,1988000000.0,2595000000.0
Capital Lease Obligations,2496000000.0,2774000000.0,2935000000.0,3079000000.0
Common Stock Equity,2890000000.0,3293000000.0,3239000000.0,2771000000.0
Total Capitalization,3332000000.0,3739000000.0,3690000000.0,2779000000.0
Total Equity Gross Minority Interest,2890000000.0,3293000000.0,3243000000.0,2776000000.0
Minority Interest,,0.0,4000000.0,5000000.0
Stockholders Equity,2890000000.0,3293000000.0,3239000000.0,2771000000.0
Gains Losses Not Affecting Retained Earnings,-366000000.0,-392000000.0,-343000000.0,-331000000.0
Other Equity Adjustments,-2000000.0,-3000000.0,-343000000.0,-331000000.0
Foreign Currency Translation Adjustments,-173000000.0,-148000000.0,-107000000.0,
Minimum Pension Liabilities,-191000000.0,-241000000.0,-236000000.0,
Treasury Stock,2000000.0,0.0,88000000.0,3000000.0
Retained Earnings,2482000000.0,2925000000.0,2900000000.0,2326000000.0
Capital Stock,776000000.0,760000000.0,770000000.0,779000000.0
Common Stock,776000000.0,760000000.0,770000000.0,779000000.0
Total Liabilities Net Minority Interest,3978000000.0,4614000000.0,4892000000.0,4267000000.0
Total Non Current Liabilities Net Minority Interest,2687000000.0,3004000000.0,3157000000.0,2623000000.0
Other Non Current Liabilities,32000000.0,39000000.0,75000000.0,9000000.0
Employee Benefits,38000000.0,21000000.0,16000000.0,58000000.0
Non Current Pension And Other Postretirement Benefit Plans,38000000.0,21000000.0,16000000.0,50000000.0
Tradeand Other Payables Non Current,31000000.0,31000000.0,28000000.0,31000000.0
Non Current Deferred Liabilities,140000000.0,237000000.0,224000000.0,18000000.0
Non Current Deferred Taxes Liabilities,140000000.0,237000000.0,224000000.0,18000000.0
Long Term Debt And Capital Lease Obligation,2446000000.0,2676000000.0,2814000000.0,2507000000.0
Long Term Capital Lease Obligation,2004000000.0,2230000000.0,2363000000.0,2499000000.0
Long Term Debt,442000000.0,446000000.0,451000000.0,8000000.0
Current Liabilities,1291000000.0,1610000000.0,1735000000.0,1644000000.0
Other Current Liabilities,105000000.0,117000000.0,116000000.0,91000000.0
Current Deferred Liabilities,31000000.0,39000000.0,50000000.0,49000000.0
Current Deferred Revenue,31000000.0,39000000.0,50000000.0,49000000.0
Current Debt And Capital Lease Obligation,497000000.0,550000000.0,578000000.0,682000000.0
Current Capital Lease Obligation,492000000.0,544000000.0,572000000.0,580000000.0
Current Debt,5000000.0,6000000.0,6000000.0,102000000.0
Other Current Borrowings,5000000.0,6000000.0,6000000.0,102000000.0
Pensionand Other Post Retirement Benefit Plans Current,11000000.0,72000000.0,82000000.0,72000000.0
Payables And Accrued Expenses,647000000.0,832000000.0,909000000.0,750000000.0
Current Accrued Expenses,215000000.0,232000000.0,227000000.0,171000000.0
Payables,432000000.0,600000000.0,682000000.0,579000000.0
Total Tax Payable,66000000.0,108000000.0,86000000.0,177000000.0
Income Tax Payable,6000000.0,39000000.0,11000000.0,81000000.0
Accounts Payable,366000000.0,492000000.0,596000000.0,402000000.0
Total Assets,6868000000.0,7907000000.0,8135000000.0,7043000000.0
Total Non Current Assets,4643000000.0,5386000000.0,5772000000.0,4208000000.0
Other Non Current Assets,50000000.0,53000000.0,60000000.0,55000000.0
Defined Pension Benefit,4000000.0,4000000.0,21000000.0,3000000.0
Non Current Prepaid Assets,25000000.0,29000000.0,33000000.0,25000000.0
Non Current Deferred Assets,114000000.0,90000000.0,86000000.0,101000000.0
Non Current Deferred Taxes Assets,114000000.0,90000000.0,86000000.0,101000000.0
Financial Assets,7000000.0,0.0,,
Investments And Advances,158000000.0,636000000.0,788000000.0,344000000.0
Investmentin Financial Assets,6000000.0,6000000.0,7000000.0,7000000.0
Available For Sale Securities,6000000.0,6000000.0,7000000.0,7000000.0
Long Term Equity Investment,152000000.0,630000000.0,781000000.0,337000000.0
Investments In Other Ventures Under Equity Method,152000000.0,630000000.0,781000000.0,337000000.0
Goodwill And Other Intangible Assets,1167000000.0,1211000000.0,1251000000.0,176000000.0
Other Intangible Assets,399000000.0,426000000.0,454000000.0,17000000.0
Goodwill,768000000.0,785000000.0,797000000.0,159000000.0
Net PPE,3118000000.0,3363000000.0,3533000000.0,3504000000.0
Accumulated Depreciation,-1588000000.0,-1548000000.0,-1487000000.0,-1527000000.0
Gross PPE,4706000000.0,4911000000.0,5020000000.0,5031000000.0
Other Properties,2253000000.0,2508000000.0,2681000000.0,2727000000.0
Machinery Furniture Equipment,1403000000.0,1379000000.0,1329000000.0,1274000000.0
Buildings And Improvements,1047000000.0,1020000000.0,1006000000.0,1026000000.0
Land And Improvements,3000000.0,4000000.0,4000000.0,4000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2225000000.0,2521000000.0,2363000000.0,2835000000.0
Other Current Assets,11000000.0,17000000.0,12000000.0,9000000.0
Current Deferred Assets,,,2000000.0,0.0
Current Deferred Taxes Assets,,,2000000.0,0.0
Restricted Cash,4000000.0,13000000.0,8000000.0,8000000.0
Prepaid Assets,244000000.0,152000000.0,139000000.0,90000000.0
Inventory,1509000000.0,1643000000.0,1266000000.0,923000000.0
Finished Goods,1509000000.0,1643000000.0,1266000000.0,923000000.0
Receivables,160000000.0,160000000.0,134000000.0,125000000.0
Taxes Receivable,,,2000000.0,1000000.0
Accounts Receivable,160000000.0,160000000.0,134000000.0,124000000.0
Cash Cash Equivalents And Short Term Investments,297000000.0,536000000.0,804000000.0,1680000000.0
Cash And Cash Equivalents,297000000.0,536000000.0,804000000.0,1680000000.0
Cash Equivalents,40000000.0,41000000.0,48000000.0,503000000.0
Cash Financial,257000000.0,495000000.0,756000000.0,1177000000.0
