,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,-3300000.0,-281341000.0,-968743105.950653
Tax Rate For Calcs,0.256,0.22,0.353,0.353556
Normalized EBITDA,12349000000.0,8758000000.0,6053000000.0,11110000000.0
Total Unusual Items,0.0,-15000000.0,-797000000.0,-2740000000.0
Total Unusual Items Excluding Goodwill,0.0,-15000000.0,-797000000.0,-2740000000.0
Net Income From Continuing Operation Net Minority Interest,8130000000.0,5764000000.0,2475000000.0,4467000000.0
Reconciled Depreciation,272000000.0,226000000.0,244000000.0,257000000.0
Reconciled Cost Of Revenue,6218000000.0,6442000000.0,7119000000.0,7818000000.0
EBITDA,12349000000.0,8743000000.0,5256000000.0,8370000000.0
EBIT,12077000000.0,8517000000.0,5012000000.0,8113000000.0
Net Interest Income,-989000000.0,-1058000000.0,-1162000000.0,-1209000000.0
Interest Expense,1149000000.0,1128000000.0,1188000000.0,1223000000.0
Interest Income,160000000.0,70000000.0,26000000.0,14000000.0
Normalized Income,8130000000.0,5775700000.0,2990659000.0,6238256894.049347
Net Income From Continuing And Discontinued Operation,8130000000.0,5764000000.0,2475000000.0,4467000000.0
Total Expenses,8955000000.0,8769000000.0,9551000000.0,9968000000.0
Total Operating Income As Reported,11547000000.0,11919000000.0,11560000000.0,10873000000.0
Diluted Average Shares,1777000000.0,1804000000.0,1845000000.0,1859000000.0
Basic Average Shares,1763461775.0,1785534122.0,1823175618.0,1859000000.0
Diluted EPS,4.57,3.19,1.34,2.4
Basic EPS,4.61025,3.228166,1.357521,2.402905
Diluted NI Availto Com Stockholders,8113000000.0,5751000000.0,2464000000.0,4459000000.0
Net Income Common Stockholders,8113000000.0,5751000000.0,2464000000.0,4459000000.0
Otherunder Preferred Stock Dividend,17000000.0,13000000.0,11000000.0,8000000.0
Net Income,8130000000.0,5764000000.0,2475000000.0,4467000000.0
Minority Interests,,0.0,0.0,13000000.0
Net Income Including Noncontrolling Interests,8130000000.0,5764000000.0,2475000000.0,4454000000.0
Net Income Continuous Operations,8130000000.0,5764000000.0,2475000000.0,4454000000.0
Tax Provision,2798000000.0,1625000000.0,1349000000.0,2436000000.0
Pretax Income,10928000000.0,7389000000.0,3824000000.0,6890000000.0
Other Income Expense,370000000.0,-3472000000.0,-6574000000.0,-2774000000.0
Other Non Operating Income Expenses,127000000.0,184000000.0,202000000.0,77000000.0
Special Income Charges,0.0,0.0,-649000000.0,-2600000000.0
Other Special Charges,,,649000000.0,
Write Off,,0.0,0.0,2600000000.0
Restructuring And Mergern Acquisition,,,,0.0
Earnings From Equity Interest,243000000.0,-3641000000.0,-5979000000.0,-111000000.0
Gain On Sale Of Security,,-15000000.0,-148000000.0,-140000000.0
Net Non Operating Interest Income Expense,-989000000.0,-1058000000.0,-1162000000.0,-1209000000.0
Interest Expense Non Operating,1149000000.0,1128000000.0,1188000000.0,1223000000.0
Interest Income Non Operating,160000000.0,70000000.0,26000000.0,14000000.0
Operating Income,11547000000.0,11919000000.0,11560000000.0,10873000000.0
Operating Expense,2737000000.0,2327000000.0,2432000000.0,2150000000.0
Selling General And Administration,2737000000.0,2327000000.0,2432000000.0,2150000000.0
Gross Profit,14284000000.0,14246000000.0,13992000000.0,13023000000.0
Cost Of Revenue,6218000000.0,6442000000.0,7119000000.0,7818000000.0
Total Revenue,20502000000.0,20688000000.0,21111000000.0,20841000000.0
Excise Taxes,3981000000.0,4408000000.0,4902000000.0,5312000000.0
Operating Revenue,24483000000.0,25096000000.0,26013000000.0,26153000000.0
