,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,408704806.0,396702792.0,395765802.0,393415537.0
Ordinary Shares Number,384817135.0,396819150.0,397756323.0,400106587.0
Share Issued,793521941.0,793521942.0,793522125.0,793522124.0
Net Debt,1473846000.0,1387848000.0,1698225000.0,352968000.0
Total Debt,2837041000.0,2837194000.0,3267068000.0,2725334000.0
Tangible Book Value,7280834000.0,6562823000.0,6483359000.0,6141150000.0
Invested Capital,10292472000.0,9585526000.0,9920079000.0,9036136000.0
Net Tangible Assets,7280834000.0,6562823000.0,6483359000.0,6141150000.0
Common Stock Equity,7455431000.0,6748332000.0,6653011000.0,6310802000.0
Total Capitalization,10287072000.0,9580126000.0,9920079000.0,9036136000.0
Total Equity Gross Minority Interest,7469237000.0,6768161000.0,6667730000.0,6325797000.0
Minority Interest,13806000.0,19829000.0,14719000.0,14995000.0
Stockholders Equity,7455431000.0,6748332000.0,6653011000.0,6310802000.0
Gains Losses Not Affecting Retained Earnings,-925838000.0,-1264581000.0,-281955000.0,-62172000.0
Other Equity Adjustments,-925838000.0,-1264581000.0,-281955000.0,-62172000.0
Treasury Stock,3783133000.0,3251429000.0,3167076000.0,3058425000.0
Retained Earnings,11040908000.0,10161005000.0,9015135000.0,8348381000.0
Additional Paid In Capital,1017691000.0,997534000.0,981104000.0,1012483000.0
Capital Stock,105803000.0,105803000.0,105803000.0,70535000.0
Common Stock,105803000.0,105803000.0,105803000.0,70535000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,29732778000.0,27092938000.0,25418684000.0,22281116000.0
Non Current Deferred Liabilities,42660000.0,11646000.0,17470000.0,42161000.0
Non Current Deferred Taxes Liabilities,42660000.0,11646000.0,17470000.0,42161000.0
Long Term Debt And Capital Lease Obligation,2831641000.0,2831794000.0,3267068000.0,2725334000.0
Long Term Debt,2831641000.0,2831794000.0,3267068000.0,2725334000.0
Current Debt And Capital Lease Obligation,5400000.0,5400000.0,,
Current Debt,5400000.0,5400000.0,,
Line Of Credit,5400000.0,5400000.0,,
Payables And Accrued Expenses,678689000.0,557481000.0,589684000.0,467406000.0
Payables,678689000.0,557481000.0,589684000.0,467406000.0
Other Payable,,,53636000.0,
Total Tax Payable,47525000.0,34350000.0,21068000.0,41282000.0
Income Tax Payable,47525000.0,34350000.0,21068000.0,41282000.0
Accounts Payable,631164000.0,523131000.0,568616000.0,426124000.0
Total Assets,37202015000.0,33861099000.0,32086414000.0,28606913000.0
Investments And Advances,23828359000.0,21326021000.0,20204134000.0,16435939000.0
Long Term Equity Investment,1621655000.0,1608548000.0,1480612000.0,1309430000.0
Investments In Other Ventures Under Equity Method,1621655000.0,1608548000.0,1480612000.0,1309430000.0
Goodwill And Other Intangible Assets,174597000.0,185509000.0,169652000.0,169652000.0
Goodwill,174597000.0,185509000.0,169652000.0,169652000.0
Net PPE,426803000.0,423232000.0,419883000.0,405930000.0
Prepaid Assets,758927000.0,696468000.0,676915000.0,648376000.0
Receivables,6948793000.0,6239960000.0,5469568000.0,5122921000.0
Other Receivables,,233863000.0,,524727000.0
Taxes Receivable,1318000.0,39123000.0,23570000.0,5893000.0
Loans Receivable,201271000.0,193002000.0,115172000.0,84913000.0
Accounts Receivable,6947475000.0,6200837000.0,5445998000.0,5117028000.0
Cash Cash Equivalents And Short Term Investments,21488131000.0,18985399000.0,18171516000.0,16531735000.0
Other Short Term Investments,20124936000.0,17536053000.0,16602673000.0,14159369000.0
Cash And Cash Equivalents,1363195000.0,1449346000.0,1568843000.0,2372366000.0
