,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,2898000.0,24085100.0,6658100.0,0.0
Tax Rate For Calcs,0.161,0.097,0.139,0.129
Normalized EBITDA,1016700000.0,1045100000.0,1201200000.0,1199200000.0
Total Unusual Items,18000000.0,248300000.0,47900000.0,0.0
Total Unusual Items Excluding Goodwill,18000000.0,248300000.0,47900000.0,0.0
Net Income From Continuing Operation Net Minority Interest,626000000.0,910600000.0,805800000.0,744300000.0
Reconciled Depreciation,183600000.0,183800000.0,208200000.0,225600000.0
Reconciled Cost Of Revenue,2671700000.0,2626400000.0,2896400000.0,2826500000.0
EBITDA,1034700000.0,1293400000.0,1249100000.0,1199200000.0
EBIT,851100000.0,1109600000.0,1040900000.0,973600000.0
Net Interest Income,-89700000.0,-87100000.0,-104100000.0,-115300000.0
Interest Expense,105300000.0,101000000.0,105500000.0,118500000.0
Interest Income,15600000.0,13900000.0,1400000.0,3200000.0
Normalized Income,610898000.0,686385100.0,764558100.0,744300000.0
Net Income From Continuing And Discontinued Operation,626000000.0,910600000.0,805800000.0,744300000.0
Total Expenses,3539500000.0,3590600000.0,3947700000.0,3867700000.0
Total Operating Income As Reported,817500000.0,884900000.0,1123100000.0,967300000.0
Diluted Average Shares,371800000.0,388400000.0,408900000.0,415200000.0
Basic Average Shares,370800000.0,387200000.0,406800000.0,412300000.0
Diluted EPS,1.68,2.34,1.97,1.79
Basic EPS,1.69,2.35,1.98,1.81
Diluted NI Availto Com Stockholders,626000000.0,910600000.0,805800000.0,744300000.0
Net Income Common Stockholders,626000000.0,910600000.0,805800000.0,744300000.0
Net Income,626000000.0,910600000.0,805800000.0,744300000.0
Net Income Including Noncontrolling Interests,626000000.0,910600000.0,805800000.0,744300000.0
Net Income Continuous Operations,626000000.0,910600000.0,805800000.0,744300000.0
Tax Provision,119800000.0,98000000.0,129600000.0,110800000.0
Pretax Income,745800000.0,1008600000.0,935400000.0,855100000.0
Other Income Expense,18000000.0,210800000.0,-83600000.0,3100000.0
Other Non Operating Income Expenses,,-37500000.0,-131500000.0,3100000.0
Special Income Charges,18000000.0,248300000.0,47900000.0,0.0
Gain On Sale Of Business,18000000.0,248300000.0,47900000.0,0.0
Earnings From Equity Interest,,,47900000.0,0.0
Net Non Operating Interest Income Expense,-89700000.0,-87100000.0,-104100000.0,-115300000.0
Interest Expense Non Operating,105300000.0,101000000.0,105500000.0,118500000.0
Interest Income Non Operating,15600000.0,13900000.0,1400000.0,3200000.0
Operating Income,817500000.0,884900000.0,1123100000.0,967300000.0
Operating Expense,867800000.0,964200000.0,1051300000.0,1041200000.0
Selling General And Administration,867800000.0,964200000.0,1051300000.0,1041200000.0
Gross Profit,1685300000.0,1849100000.0,2174400000.0,2008500000.0
Cost Of Revenue,2671700000.0,2626400000.0,2896400000.0,2826500000.0
Total Revenue,4357000000.0,4475500000.0,5070800000.0,4835000000.0
Operating Revenue,4357000000.0,4475500000.0,5070800000.0,4835000000.0
