,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-31160000.0,-28820000.0,-9497978.227061,-14280000.0
Tax Rate For Calcs,0.205,0.22,0.215863,0.168
Total Unusual Items,-152000000.0,-131000000.0,-44000000.0,-85000000.0
Total Unusual Items Excluding Goodwill,-152000000.0,-131000000.0,-44000000.0,-85000000.0
Net Income From Continuing Operation Net Minority Interest,2074000000.0,2245000000.0,2521000000.0,1094000000.0
Reconciled Depreciation,236000000.0,353000000.0,371000000.0,421000000.0
Net Interest Income,5320000000.0,4786000000.0,3914000000.0,3894000000.0
Interest Expense,1577000000.0,316000000.0,167000000.0,368000000.0
Interest Income,6897000000.0,5102000000.0,4081000000.0,4262000000.0
Normalized Income,2194840000.0,2347180000.0,2555502021.772939,1164720000.0
Net Income From Continuing And Discontinued Operation,2074000000.0,2245000000.0,2521000000.0,1094000000.0
Diluted Average Shares,938000000.0,942000000.0,963000000.0,962000000.0
Basic Average Shares,936000000.0,935000000.0,956000000.0,959000000.0
Diluted EPS,2.11,2.28,2.49,1.03
Basic EPS,2.11,2.29,2.51,1.03
Diluted NI Availto Com Stockholders,1976000000.0,2146000000.0,2400000000.0,991000000.0
Net Income Common Stockholders,1976000000.0,2146000000.0,2400000000.0,991000000.0
Otherunder Preferred Stock Dividend,,,3000000.0,4000000.0
Preferred Stock Dividends,98000000.0,99000000.0,121000000.0,103000000.0
Net Income,2074000000.0,2245000000.0,2521000000.0,1094000000.0
Net Income Including Noncontrolling Interests,2074000000.0,2245000000.0,2521000000.0,1094000000.0
Net Income Discontinuous Operations,,,,0.0
Net Income Continuous Operations,2074000000.0,2245000000.0,2521000000.0,1094000000.0
Tax Provision,533000000.0,631000000.0,694000000.0,220000000.0
Pretax Income,2607000000.0,2876000000.0,3215000000.0,1314000000.0
Special Income Charges,-152000000.0,-131000000.0,-44000000.0,-85000000.0
Other Special Charges,118000000.0,128000000.0,13000000.0,24000000.0
Restructuring And Mergern Acquisition,38000000.0,3000000.0,11000000.0,63000000.0
Gain On Sale Of Security,-5000000.0,-1000000.0,6000000.0,54000000.0
Selling General And Administration,2604000000.0,2481000000.0,2350000000.0,2230000000.0
Selling And Marketing Expense,110000000.0,102000000.0,106000000.0,94000000.0
General And Administrative Expense,2494000000.0,2379000000.0,2244000000.0,2136000000.0
Other Gand A,,,,170000000.0
Insurance And Claims,109000000.0,61000000.0,45000000.0,48000000.0
Salaries And Wages,2385000000.0,2318000000.0,2199000000.0,2088000000.0
Total Revenue,7574000000.0,7164000000.0,6436000000.0,6275000000.0
Operating Revenue,7574000000.0,7164000000.0,6436000000.0,6275000000.0
Occupancy And Equipment,701000000.0,692000000.0,668000000.0,661000000.0
Professional Expense And Contract Services Expense,84000000.0,84000000.0,83000000.0,89000000.0
Other Non Interest Expense,873000000.0,629000000.0,600000000.0,566000000.0
