,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.276,0.283,0.275,0.254
Normalized EBITDA,45042000000.0,65485000000.0,39364000000.0,10436000000.0
Net Income From Continuing Operation Net Minority Interest,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Reconciled Depreciation,14989000000.0,15295000000.0,17013000000.0,17192000000.0
Reconciled Cost Of Revenue,136522000000.0,161735000000.0,110174000000.0,71656000000.0
EBITDA,45042000000.0,65485000000.0,39364000000.0,10436000000.0
EBIT,30053000000.0,50190000000.0,22351000000.0,-6756000000.0
Net Interest Income,-469000000.0,-516000000.0,-712000000.0,-697000000.0
Interest Expense,469000000.0,516000000.0,712000000.0,697000000.0
Normalized Income,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Net Income From Continuing And Discontinued Operation,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Total Expenses,170684000000.0,195767000000.0,139426000000.0,100568000000.0
Diluted Average Shares,1880307000.0,1940277000.0,1920275000.0,1870027000.0
Basic Average Shares,1872737000.0,1931486000.0,1915989000.0,1870027000.0
Diluted EPS,11.36,18.28,8.14,-2.96
Basic EPS,11.41,18.36,8.15,-2.96
Diluted NI Availto Com Stockholders,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Net Income Common Stockholders,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Net Income,21369000000.0,35465000000.0,15625000000.0,-5543000000.0
Minority Interests,-42000000.0,-143000000.0,-64000000.0,18000000.0
Net Income Including Noncontrolling Interests,21411000000.0,35608000000.0,15689000000.0,-5561000000.0
Net Income Continuous Operations,21411000000.0,35608000000.0,15689000000.0,-5561000000.0
Tax Provision,8173000000.0,14066000000.0,5950000000.0,-1892000000.0
Pretax Income,29584000000.0,49674000000.0,21639000000.0,-7453000000.0
Other Income Expense,3824000000.0,10240000000.0,6171000000.0,-659000000.0
Other Non Operating Income Expenses,-1307000000.0,1655000000.0,514000000.0,-187000000.0
Earnings From Equity Interest,5131000000.0,8585000000.0,5657000000.0,-472000000.0
Net Non Operating Interest Income Expense,-469000000.0,-516000000.0,-712000000.0,-697000000.0
Interest Expense Non Operating,469000000.0,516000000.0,712000000.0,697000000.0
Operating Income,26229000000.0,39950000000.0,16180000000.0,-6097000000.0
Operating Expense,34162000000.0,34032000000.0,29252000000.0,28912000000.0
Other Operating Expenses,25801000000.0,25688000000.0,21275000000.0,21860000000.0
Other Taxes,4220000000.0,4032000000.0,3963000000.0,2839000000.0
Selling General And Administration,4141000000.0,4312000000.0,4014000000.0,4213000000.0
Gross Profit,60391000000.0,73982000000.0,45432000000.0,22815000000.0
Cost Of Revenue,136522000000.0,161735000000.0,110174000000.0,71656000000.0
Total Revenue,196913000000.0,235717000000.0,155606000000.0,94471000000.0
Operating Revenue,196913000000.0,235717000000.0,155606000000.0,94471000000.0
