,2024-01-31,2023-01-31,2022-01-31,2021-01-31
Tax Effect Of Unusual Items,-224490000.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.235,0.186,0.229
Normalized EBITDA,1028100000.0,3003800000.0,2527100000.0,2573700000.0
Total Unusual Items,-1069000000.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-1069000000.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Reconciled Depreciation,841000000.0,767900000.0,716000000.0,686600000.0
Reconciled Cost Of Revenue,21272000000.0,19396300000.0,18583900000.0,17721000000.0
EBITDA,-40900000.0,3003800000.0,2527100000.0,2573700000.0
EBIT,-881900000.0,2235900000.0,1811100000.0,1887100000.0
Net Interest Income,-106800000.0,-125300000.0,-178900000.0,-147300000.0
Interest Expense,106800000.0,125300000.0,178900000.0,147300000.0
Normalized Income,-153890000.0,1615400000.0,1327900000.0,1341900000.0
Net Income From Continuing And Discontinued Operation,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Total Expenses,30416600000.0,26095400000.0,24509800000.0,23621400000.0
Total Operating Income As Reported,-881800000.0,2236300000.0,1811400000.0,1887900000.0
Diluted Average Shares,219500000.0,224100000.0,229000000.0,237300000.0
Basic Average Shares,219500000.0,223200000.0,227900000.0,236400000.0
Diluted EPS,-4.55,7.21,5.8,5.65
Basic EPS,-4.55,7.24,5.83,5.68
Diluted NI Availto Com Stockholders,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Net Income Common Stockholders,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Net Income,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Net Income Including Noncontrolling Interests,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Net Income Continuous Operations,-998400000.0,1615400000.0,1327900000.0,1341900000.0
Tax Provision,9700000.0,495200000.0,304300000.0,397900000.0
Pretax Income,-988700000.0,2110600000.0,1632200000.0,1739800000.0
Other Income Expense,-1069100000.0,-400000.0,-300000.0,-800000.0
Other Non Operating Income Expenses,-100000.0,-400000.0,-300000.0,-800000.0
Special Income Charges,-1069000000.0,0.0,0.0,0.0
Impairment Of Capital Assets,1069000000.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-106800000.0,-125300000.0,-178900000.0,-147300000.0
Interest Expense Non Operating,106800000.0,125300000.0,178900000.0,147300000.0
Operating Income,187200000.0,2236300000.0,1811400000.0,1887900000.0
Operating Expense,9144600000.0,6699100000.0,5925900000.0,5900400000.0
Selling General And Administration,9144600000.0,6699100000.0,5925900000.0,5900400000.0
Gross Profit,9331800000.0,8935400000.0,7737300000.0,7788300000.0
Cost Of Revenue,21272000000.0,19396300000.0,18583900000.0,17721000000.0
Total Revenue,30603800000.0,28331700000.0,26321200000.0,25509300000.0
Operating Revenue,30581600000.0,28318200000.0,26309800000.0,25508400000.0
