,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-15120000.0,-2540000.0,0.0,0.0
Tax Rate For Calcs,0.21,0.127,0.081,0.27
Normalized EBITDA,-3211000000.0,9972000000.0,13528000000.0,-732000000.0
Total Unusual Items,-72000000.0,-20000000.0,1000000.0,1301000.0
Total Unusual Items Excluding Goodwill,-72000000.0,-20000000.0,1000000.0,1301000.0
Net Income From Continuing Operation Net Minority Interest,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Reconciled Depreciation,621000000.0,348000000.0,232000000.0,31000000.0
Reconciled Cost Of Revenue,4693000000.0,5416000000.0,2617000000.0,8000000.0
EBITDA,-3283000000.0,9952000000.0,13528000000.0,-732000000.0
EBIT,-3904000000.0,9604000000.0,13296000000.0,-763000000.0
Net Interest Income,383000000.0,171000000.0,18000000.0,25000000.0
Interest Expense,38000000.0,29000000.0,18000000.0,9886000.0
Interest Income,421000000.0,200000000.0,18000000.0,25000000.0
Normalized Income,-4657120000.0,8379460000.0,12202000000.0,-747000000.0
Net Income From Continuing And Discontinued Operation,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Total Expenses,10993000000.0,9455000000.0,4440000000.0,1037000000.0
Total Operating Income As Reported,-4239000000.0,9420000000.0,13296000000.0,-763000000.0
Diluted Average Shares,382000000.0,416000000.0,431000000.0,381333059.0
Basic Average Shares,382000000.0,394000000.0,403000000.0,381333059.0
Diluted EPS,-12.33,20.12,28.29,-1.96
Basic EPS,-12.33,21.26,30.31,-1.96
Diluted NI Availto Com Stockholders,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Net Income Common Stockholders,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Otherunder Preferred Stock Dividend,,,,0.0
Net Income,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Net Income Including Noncontrolling Interests,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Net Income Continuous Operations,-4714000000.0,8362000000.0,12202000000.0,-747000000.0
Tax Provision,772000000.0,1213000000.0,1083000000.0,3000000.0
Pretax Income,-3942000000.0,9575000000.0,13285000000.0,-744000000.0
Other Income Expense,-86000000.0,-16000000.0,-29000000.0,-6000000.0
Other Non Operating Income Expenses,-14000000.0,4000000.0,-29000000.0,-6000000.0
Gain On Sale Of Security,-72000000.0,-20000000.0,1000000.0,1301000.0
Net Non Operating Interest Income Expense,383000000.0,171000000.0,18000000.0,25000000.0
Interest Expense Non Operating,38000000.0,29000000.0,18000000.0,9886000.0
Interest Income Non Operating,421000000.0,200000000.0,18000000.0,25000000.0
Operating Income,-4239000000.0,9420000000.0,13296000000.0,-763000000.0
Operating Expense,6300000000.0,4039000000.0,1823000000.0,1029000000.0
Other Operating Expenses,-94000000.0,-388000000.0,-735000000.0,-529000000.0
Research And Development,4845000000.0,3295000000.0,1991000000.0,1370000000.0
Selling General And Administration,1549000000.0,1132000000.0,567000000.0,188000000.0
Gross Profit,2061000000.0,13459000000.0,15119000000.0,266000000.0
Cost Of Revenue,4693000000.0,5416000000.0,2617000000.0,8000000.0
Total Revenue,6754000000.0,18875000000.0,17736000000.0,274000000.0
Operating Revenue,6671000000.0,18435000000.0,17675000000.0,274000000.0
