,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-22902800.0,-5448800.0,13357385.428907,-41332093.378423
Tax Rate For Calcs,0.124,0.139,0.116863,0.101778
Normalized EBITDA,1945300000.0,1965400000.0,1740900000.0,1445800000.0
Total Unusual Items,-184700000.0,-39200000.0,114300000.0,-406100000.0
Total Unusual Items Excluding Goodwill,-184700000.0,-39200000.0,114300000.0,-406100000.0
Net Income From Continuing Operation Net Minority Interest,1402400000.0,1521900000.0,1503100000.0,823400000.0
Reconciled Depreciation,144900000.0,139600000.0,134800000.0,107200000.0
Reconciled Cost Of Revenue,1379800000.0,1080400000.0,1248900000.0,1080600000.0
EBITDA,1760600000.0,1926200000.0,1855200000.0,1039700000.0
EBIT,1615700000.0,1786600000.0,1720400000.0,932500000.0
Net Interest Income,49600000.0,16300000.0,-1000000.0,7600000.0
Interest Expense,17600000.0,19200000.0,18400000.0,15800000.0
Interest Income,67200000.0,35500000.0,17400000.0,23400000.0
Normalized Income,1564197200.0,1555651200.0,1402157385.428907,1188167906.621577
Net Income From Continuing And Discontinued Operation,1402400000.0,1521900000.0,1503100000.0,823400000.0
Total Expenses,4276200000.0,3593200000.0,3645700000.0,3069700000.0
Total Operating Income As Reported,1534100000.0,1748500000.0,1690300000.0,897600000.0
Diluted Average Shares,609400000.0,624200000.0,631200000.0,631900000.0
Basic Average Shares,606700000.0,619000000.0,623300000.0,622600000.0
Diluted EPS,2.3,2.44,2.38,1.3
Basic EPS,2.31,2.46,2.41,1.32
Diluted NI Availto Com Stockholders,1402400000.0,1521900000.0,1503100000.0,823400000.0
Net Income Common Stockholders,1402400000.0,1521900000.0,1503100000.0,823400000.0
Net Income,1402400000.0,1521900000.0,1503100000.0,823400000.0
Minority Interests,3000000.0,0.0,0.0,
Net Income Including Noncontrolling Interests,1399400000.0,1521900000.0,1503100000.0,823400000.0
Net Income Continuous Operations,1399400000.0,1521900000.0,1503100000.0,823400000.0
Tax Provision,198700000.0,245500000.0,198900000.0,93300000.0
Pretax Income,1598100000.0,1767400000.0,1702000000.0,916700000.0
Other Income Expense,-180100000.0,-38100000.0,116200000.0,-407500000.0
Other Non Operating Income Expenses,4600000.0,1100000.0,1900000.0,-1400000.0
Special Income Charges,-194500000.0,-36900000.0,103500000.0,-419000000.0
Gain On Sale Of Business,-17200000.0,-60700000.0,0.0,
Other Special Charges,203500000.0,12000000.0,20600000.0,405400000.0
Restructuring And Mergern Acquisition,-9000000.0,24900000.0,-124100000.0,13600000.0
Gain On Sale Of Security,9800000.0,-2300000.0,10800000.0,12900000.0
Net Non Operating Interest Income Expense,49600000.0,16300000.0,-1000000.0,7600000.0
Interest Expense Non Operating,17600000.0,19200000.0,18400000.0,15800000.0
Interest Income Non Operating,67200000.0,35500000.0,17400000.0,23400000.0
Operating Income,1728600000.0,1789200000.0,1586800000.0,1316600000.0
Operating Expense,2896400000.0,2512800000.0,2396800000.0,1989100000.0
Research And Development,1071800000.0,945200000.0,903100000.0,760700000.0
Selling General And Administration,1824600000.0,1567600000.0,1493700000.0,1228400000.0
General And Administrative Expense,1823400000.0,1566500000.0,1494000000.0,
Other Gand A,1824600000.0,1567600000.0,1493700000.0,
Salaries And Wages,-1200000.0,-1100000.0,300000.0,
Gross Profit,4625000000.0,4302000000.0,3983600000.0,3305700000.0
Cost Of Revenue,1379800000.0,1080400000.0,1248900000.0,1080600000.0
Total Revenue,6004800000.0,5382400000.0,5232500000.0,4386300000.0
Operating Revenue,6004800000.0,5382400000.0,5232500000.0,4386300000.0
