,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-13314000.0,4430400.0,459000.0,-247200.0
Tax Rate For Calcs,0.21,0.284,0.27,0.002
Normalized EBITDA,357100000.0,371300000.0,294800000.0,383000000.0
Total Unusual Items,-63400000.0,15600000.0,1700000.0,-123600000.0
Total Unusual Items Excluding Goodwill,-63400000.0,15600000.0,1700000.0,-123600000.0
Net Income From Continuing Operation Net Minority Interest,-21400000.0,56000000.0,-27800000.0,-57300000.0
Reconciled Depreciation,216500000.0,232500000.0,223900000.0,233500000.0
Reconciled Cost Of Revenue,1644700000.0,1679100000.0,1629700000.0,1622400000.0
EBITDA,293700000.0,386900000.0,296500000.0,259400000.0
EBIT,77200000.0,154400000.0,72600000.0,25900000.0
Net Interest Income,-73900000.0,-75500000.0,-71900000.0,-81900000.0
Interest Expense,73900000.0,75500000.0,71900000.0,81900000.0
Normalized Income,28686000.0,44830400.0,-29041000.0,66052800.0
Net Income From Continuing And Discontinued Operation,-21400000.0,56000000.0,-27800000.0,-57300000.0
Total Expenses,2518600000.0,2566600000.0,2576300000.0,2520000000.0
Total Operating Income As Reported,77300000.0,153700000.0,72300000.0,31900000.0
Diluted Average Shares,92400000.0,92400000.0,91800000.0,91500000.0
Basic Average Shares,92400000.0,92100000.0,91800000.0,91500000.0
Diluted EPS,-0.23,0.61,-0.3,-0.63
Basic EPS,-0.23,0.61,-0.3,-0.63
Diluted NI Availto Com Stockholders,-21400000.0,56000000.0,-27800000.0,-57300000.0
Net Income Common Stockholders,-21400000.0,56000000.0,-27800000.0,-57300000.0
Otherunder Preferred Stock Dividend,,,,0.0
Net Income,-21400000.0,56000000.0,-27800000.0,-57300000.0
Minority Interests,100000.0,500000.0,-1000000.0,-1400000.0
Net Income Including Noncontrolling Interests,-21300000.0,56500000.0,-26800000.0,-55900000.0
Net Income Continuous Operations,-21300000.0,56500000.0,-26800000.0,-55900000.0
Tax Provision,24600000.0,22400000.0,27500000.0,-100000.0
Pretax Income,3300000.0,78900000.0,700000.0,-56000000.0
Other Income Expense,-63500000.0,16300000.0,2000000.0,-129600000.0
Other Non Operating Income Expenses,-100000.0,700000.0,300000.0,-6000000.0
Special Income Charges,-63400000.0,15600000.0,1700000.0,-123600000.0
Gain On Sale Of Business,-63400000.0,15600000.0,1700000.0,-123600000.0
Impairment Of Capital Assets,,,0.0,0.0
Net Non Operating Interest Income Expense,-73900000.0,-75500000.0,-71900000.0,-81900000.0
Interest Expense Non Operating,73900000.0,75500000.0,71900000.0,81900000.0
Operating Income,140700000.0,138100000.0,70600000.0,155500000.0
Operating Expense,873900000.0,887500000.0,946600000.0,897600000.0
Selling General And Administration,873900000.0,887500000.0,946600000.0,897600000.0
Gross Profit,1014600000.0,1025600000.0,1017200000.0,1053100000.0
Cost Of Revenue,1644700000.0,1679100000.0,1629700000.0,1622400000.0
Total Revenue,2659300000.0,2704700000.0,2646900000.0,2675500000.0
Operating Revenue,2659300000.0,2704700000.0,2646900000.0,2675500000.0
