,2024-03-31,2023-03-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,-3322476.0,-162431730.0
Tax Rate For Calcs,0.114,0.21,0.082,0.27
Normalized EBITDA,372341000.0,399042000.0,708470000.0,754744000.0
Total Unusual Items,0.0,0.0,-40518000.0,-601599000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-40518000.0,-601599000.0
Net Income From Continuing Operation Net Minority Interest,232042000.0,374459000.0,360060000.0,-549177000.0
Reconciled Depreciation,142590000.0,135456000.0,141144000.0,164984000.0
Reconciled Cost Of Revenue,3071626000.0,3259334000.0,2821967000.0,2314572000.0
EBITDA,372341000.0,399042000.0,667952000.0,153145000.0
EBIT,229751000.0,263586000.0,526808000.0,-11839000.0
Net Interest Income,268000.0,-12826000.0,-44300000.0,-47259000.0
Interest Expense,,,,47259000.0
Normalized Income,232042000.0,374459000.0,397255524.0,-110009730.0
Net Income From Continuing And Discontinued Operation,232042000.0,374459000.0,360060000.0,-549177000.0
Total Expenses,5472128000.0,5639579000.0,5156658000.0,4486506000.0
Total Operating Income As Reported,229751000.0,263586000.0,486290000.0,-613438000.0
Diluted Average Shares,451011000.0,461509000.0,468644000.0,454089000.0
Basic Average Shares,440324000.0,451426000.0,465504000.0,454089000.0
Diluted EPS,0.52,0.81,0.77,-1.21
Basic EPS,0.53,0.83,0.77,-1.21
Diluted NI Availto Com Stockholders,232943000.0,375358000.0,360060000.0,-549177000.0
Average Dilution Earnings,901000.0,899000.0,0.0,0.0
Net Income Common Stockholders,232042000.0,374459000.0,360060000.0,-549177000.0
Net Income,232042000.0,374459000.0,360060000.0,-549177000.0
Net Income Including Noncontrolling Interests,232042000.0,374459000.0,360060000.0,-549177000.0
Net Income Continuous Operations,232042000.0,374459000.0,360060000.0,-549177000.0
Earnings From Equity Interest Net Of Tax,-26000.0,-2042000.0,1255000.0,-7246000.0
Tax Provision,30006000.0,-108645000.0,32072000.0,49387000.0
Pretax Income,262074000.0,267856000.0,390877000.0,-492544000.0
Other Income Expense,32055000.0,17096000.0,-91631000.0,-433446000.0
Other Non Operating Income Expenses,32055000.0,17096000.0,-51113000.0,168153000.0
Special Income Charges,0.0,0.0,-40518000.0,-601599000.0
Write Off,,,1821000.0,
Impairment Of Capital Assets,,,4750000.0,
Restructuring And Mergern Acquisition,0.0,0.0,40518000.0,601599000.0
Net Non Operating Interest Income Expense,268000.0,-12826000.0,-44300000.0,-47259000.0
Total Other Finance Cost,-268000.0,12826000.0,44300000.0,47259000.0
Interest Expense Non Operating,,,,47259000.0
Operating Income,229751000.0,263586000.0,526808000.0,-11839000.0
Operating Expense,2400502000.0,2380245000.0,2334691000.0,2171934000.0
Selling General And Administration,2400502000.0,2380245000.0,2334691000.0,2171934000.0
Gross Profit,2630253000.0,2643831000.0,2861499000.0,2160095000.0
Cost Of Revenue,3071626000.0,3259334000.0,2821967000.0,2314572000.0
Total Revenue,5701879000.0,5903165000.0,5683466000.0,4474667000.0
Operating Revenue,5701879000.0,5903165000.0,5683466000.0,4474667000.0
