,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.248,0.2,0.243113,0.202
Normalized EBITDA,1762000000.0,1581000000.0,2124000000.0,2361000000.0
Net Income From Continuing Operation Net Minority Interest,775000000.0,729000000.0,1096000000.0,1251000000.0
Reconciled Depreciation,419000000.0,478000000.0,467000000.0,479000000.0
Reconciled Cost Of Revenue,8839000000.0,8842000000.0,7929000000.0,9043000000.0
EBITDA,1762000000.0,1581000000.0,2124000000.0,2361000000.0
EBIT,1343000000.0,1103000000.0,1657000000.0,1882000000.0
Net Interest Income,-202000000.0,-168000000.0,-205000000.0,-281000000.0
Interest Expense,303000000.0,201000000.0,205000000.0,281000000.0
Interest Income,101000000.0,33000000.0,,
Normalized Income,775000000.0,729000000.0,1096000000.0,1251000000.0
Net Income From Continuing And Discontinued Operation,951000000.0,960000000.0,1488000000.0,1251000000.0
Total Expenses,11617000000.0,11442000000.0,10364000000.0,12009000000.0
Total Operating Income As Reported,1505000000.0,1211000000.0,1383000000.0,1761000000.0
Diluted Average Shares,344565217.0,344000000.0,343000000.0,345000000.0
Basic Average Shares,342086331.0,341000000.0,341000000.0,343000000.0
Diluted EPS,2.76,2.79,4.33,3.63
Basic EPS,2.78,2.81,4.36,3.65
Diluted NI Availto Com Stockholders,951000000.0,960000000.0,1488000000.0,1251000000.0
Net Income Common Stockholders,951000000.0,960000000.0,1488000000.0,1251000000.0
Net Income,951000000.0,960000000.0,1488000000.0,1251000000.0
Minority Interests,-13000000.0,-2000000.0,-7000000.0,-13000000.0
Net Income Including Noncontrolling Interests,964000000.0,962000000.0,1494000000.0,1264000000.0
Net Income Discontinuous Operations,176000000.0,231000000.0,392000000.0,
Net Income Continuous Operations,788000000.0,731000000.0,1102000000.0,1264000000.0
Earnings From Equity Interest Net Of Tax,6000000.0,9000000.0,3000000.0,-14000000.0
Tax Provision,258000000.0,180000000.0,353000000.0,323000000.0
Pretax Income,1040000000.0,902000000.0,1452000000.0,1601000000.0
Other Income Expense,-263000000.0,-141000000.0,274000000.0,121000000.0
Other Non Operating Income Expenses,-263000000.0,-141000000.0,274000000.0,121000000.0
Net Non Operating Interest Income Expense,-202000000.0,-168000000.0,-205000000.0,-281000000.0
Interest Expense Non Operating,303000000.0,201000000.0,205000000.0,281000000.0
Interest Income Non Operating,101000000.0,33000000.0,,
Operating Income,1505000000.0,1211000000.0,1383000000.0,1761000000.0
Operating Expense,2778000000.0,2600000000.0,2435000000.0,2966000000.0
Selling General And Administration,2778000000.0,2600000000.0,2435000000.0,2966000000.0
Gross Profit,4283000000.0,3811000000.0,3818000000.0,4727000000.0
Cost Of Revenue,8839000000.0,8842000000.0,7929000000.0,9043000000.0
Total Revenue,13122000000.0,12653000000.0,11747000000.0,13770000000.0
Operating Revenue,13122000000.0,12653000000.0,11747000000.0,13770000000.0
