,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,272000000.0,376000000.0,496600000.0,555900000.0
Repurchase Of Capital Stock,-79900000.0,-280200000.0,-403100000.0,-33000000.0
Repayment Of Debt,-967400000.0,-435000000.0,-620900000.0,-116200000.0
Issuance Of Debt,1833400000.0,423300000.0,601500000.0,0.0
Capital Expenditure,-244200000.0,-237300000.0,-213100000.0,-181100000.0
Interest Paid Supplemental Data,265200000.0,174500000.0,175200000.0,187700000.0
Income Tax Paid Supplemental Data,357700000.0,192200000.0,112600000.0,102000000.0
End Cash Position,346100000.0,456100000.0,561000000.0,548700000.0
Beginning Cash Position,456100000.0,561000000.0,548700000.0,262400000.0
Effect Of Exchange Rate Changes,-3700000.0,-28500000.0,4100000.0,-29200000.0
Changes In Cash,-106300000.0,-76400000.0,8200000.0,315500000.0
Financing Cash Flow,755700000.0,-446700000.0,-575800000.0,-261700000.0
Cash Flow From Continuing Financing Activities,755700000.0,-446700000.0,-575800000.0,-261700000.0
Net Other Financing Charges,-44100000.0,-41800000.0,-31800000.0,-12100000.0
Cash Dividends Paid,-117900000.0,-118500000.0,-115600000.0,-100400000.0
Common Stock Dividend Paid,-117900000.0,-118500000.0,-115600000.0,-100400000.0
Net Common Stock Issuance,-79900000.0,-280200000.0,-403100000.0,-33000000.0
Common Stock Payments,-79900000.0,-280200000.0,-403100000.0,-33000000.0
Net Issuance Payments Of Debt,997600000.0,-6200000.0,-25300000.0,-116200000.0
Net Short Term Debt Issuance,131600000.0,5500000.0,-5900000.0,-99000000.0
Short Term Debt Payments,,,-5900000.0,-99000000.0
Net Long Term Debt Issuance,866000000.0,-11700000.0,-19400000.0,-17200000.0
Long Term Debt Payments,-967400000.0,-435000000.0,-620900000.0,-17200000.0
Long Term Debt Issuance,1833400000.0,423300000.0,601500000.0,0.0
Investing Cash Flow,-1378200000.0,-243000000.0,-125700000.0,-159800000.0
Cash Flow From Continuing Investing Activities,-1378200000.0,-243000000.0,-125700000.0,-159800000.0
Net Other Investing Changes,2800000.0,-10600000.0,-10300000.0,500000.0
Net Investment Purchase And Sale,13700000.0,5100000.0,8400000.0,15400000.0
Sale Of Investment,13700000.0,5100000.0,8400000.0,15400000.0
Net Business Purchase And Sale,-1150500000.0,-200000.0,89300000.0,5400000.0
Sale Of Business,10200000.0,9400000.0,89400000.0,13600000.0
Purchase Of Business,-1160700000.0,-9600000.0,-100000.0,-8200000.0
Capital Expenditure Reported,-244200000.0,-237300000.0,-213100000.0,-181100000.0
Operating Cash Flow,516200000.0,613300000.0,709700000.0,737000000.0
Cash Flow From Continuing Operating Activities,516200000.0,613300000.0,709700000.0,737000000.0
Change In Working Capital,-201700000.0,-184100000.0,-68400000.0,-72800000.0
Change In Other Working Capital,-288300000.0,63900000.0,2100000.0,-75800000.0
Change In Payables And Accrued Expense,-122800000.0,-72100000.0,206100000.0,800000.0
Change In Payable,-122800000.0,-72100000.0,206100000.0,800000.0
Change In Account Payable,-122800000.0,-72100000.0,206100000.0,800000.0
Change In Inventory,136000000.0,-178500000.0,-165700000.0,-25200000.0
Change In Receivables,73400000.0,2600000.0,-110900000.0,27400000.0
Changes In Account Receivables,73400000.0,2600000.0,-110900000.0,27400000.0
Other Non Cash Items,50600000.0,33300000.0,31800000.0,30700000.0
Stock Based Compensation,33000000.0,50500000.0,43500000.0,41700000.0
Provisionand Write Offof Assets,21400000.0,26000000.0,11600000.0,12700000.0
Asset Impairment Charge,0.0,30600000.0,1400000.0,0.0
Deferred Tax,-27800000.0,-29700000.0,37300000.0,81700000.0
Deferred Income Tax,-27800000.0,-29700000.0,37300000.0,81700000.0
Depreciation Amortization Depletion,233400000.0,184600000.0,186400000.0,174200000.0
Depreciation And Amortization,233400000.0,184600000.0,186400000.0,174200000.0
Operating Gains Losses,65700000.0,10500000.0,-40700000.0,-34100000.0
Earnings Losses From Equity Investments,,30600000.0,-6600000.0,-15100000.0
Gain Loss On Sale Of Business,52500000.0,-700000.0,-59300000.0,-19000000.0
Net Income From Continuing Operations,341600000.0,491600000.0,506800000.0,502900000.0
