,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,388836219.0,388665531.0,388298375.0,391941477.0,
Share Issued,388836219.0,388665531.0,388298375.0,391941477.0,
Net Debt,5292338000.0,5831923000.0,4144831000.0,4905483000.0,
Total Debt,7433245000.0,8150973000.0,6798481000.0,7361689000.0,
Tangible Book Value,-2731494000.0,-2059260000.0,-2180485000.0,-2663744000.0,
Invested Capital,7625308000.0,9557523000.0,8951129000.0,8777397000.0,
Working Capital,769968000.0,1606943000.0,1272683000.0,2575393000.0,
Net Tangible Assets,-2731494000.0,-2059260000.0,-2180485000.0,-2663744000.0,
Capital Lease Obligations,1466302000.0,1504163000.0,1377707000.0,1640456000.0,
Common Stock Equity,1658365000.0,2910713000.0,3530355000.0,3056164000.0,
Total Capitalization,6360649000.0,8621727000.0,8114616000.0,8765313000.0,
Total Equity Gross Minority Interest,1658365000.0,2910713000.0,3530355000.0,3056164000.0,
Stockholders Equity,1658365000.0,2910713000.0,3530355000.0,3056164000.0,
Gains Losses Not Affecting Retained Earnings,-1064331000.0,-1019518000.0,-926579000.0,-1009000000.0,
Other Equity Adjustments,-1064331000.0,-1019518000.0,-926579000.0,-1009000000.0,
Retained Earnings,-974584000.0,57086000.0,443475000.0,189534000.0,
Additional Paid In Capital,3600071000.0,3775979000.0,3916384000.0,3777645000.0,
Capital Stock,97209000.0,97166000.0,97075000.0,97985000.0,
Common Stock,97209000.0,97166000.0,97075000.0,97985000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,9954598000.0,11079775000.0,9811853000.0,10697865000.0,
Total Non Current Liabilities Net Minority Interest,6497619000.0,7534009000.0,6496456000.0,8487388000.0,
Other Non Current Liabilities,59538000.0,65531000.0,72809000.0,282287000.0,
Liabilities Heldfor Sale Non Current,,,,,0.0
Derivative Product Liabilities,4656000.0,12658000.0,3456000.0,7904000.0,
Employee Benefits,78628000.0,72825000.0,111173000.0,166750000.0,
Non Current Pension And Other Postretirement Benefit Plans,78628000.0,72825000.0,111173000.0,166750000.0,
Non Current Accrued Expenses,48373000.0,41111000.0,41745000.0,48691000.0,
Tradeand Other Payables Non Current,356099000.0,273955000.0,394472000.0,553684000.0,
Non Current Deferred Liabilities,91183000.0,184974000.0,264781000.0,482462000.0,
Non Current Deferred Taxes Liabilities,10080000.0,107546000.0,150401000.0,342712000.0,
Long Term Debt And Capital Lease Obligation,5859142000.0,6882955000.0,5608020000.0,6945610000.0,
Long Term Capital Lease Obligation,1156858000.0,1171941000.0,1023759000.0,1236461000.0,
Long Term Debt,4702284000.0,5711014000.0,4584261000.0,5709149000.0,
Current Liabilities,3456979000.0,3545766000.0,3315397000.0,2210477000.0,
Other Current Liabilities,35578000.0,59995000.0,24267000.0,191608000.0,
Current Deferred Liabilities,77886000.0,81150000.0,85765000.0,60832000.0,
Current Deferred Revenue,67115000.0,62214000.0,71067000.0,49869000.0,
Current Debt And Capital Lease Obligation,1574103000.0,1268018000.0,1190461000.0,416079000.0,
Current Capital Lease Obligation,309444000.0,332222000.0,353948000.0,403995000.0,
Current Debt,1264659000.0,935796000.0,836513000.0,12084000.0,
Other Current Borrowings,1014659000.0,935796000.0,506513000.0,12084000.0,
Line Of Credit,,,,0.0,1000000000.0
Commercial Paper,250000000.0,0.0,330000000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,140351000.0,162164000.0,244789000.0,238879000.0,
Payables And Accrued Expenses,1629061000.0,1974439000.0,1770115000.0,1303079000.0,
Current Accrued Expenses,553419000.0,572034000.0,625979000.0,605874000.0,
Interest Payable,46398000.0,60504000.0,52278000.0,56711000.0,
Payables,1075642000.0,1402405000.0,1144136000.0,697205000.0,
Total Tax Payable,258514000.0,466086000.0,581144000.0,233997000.0,
Income Tax Payable,113288000.0,314465000.0,424135000.0,115459000.0,
Accounts Payable,817128000.0,936319000.0,562992000.0,463208000.0,
Total Assets,11612963000.0,13990488000.0,13342208000.0,13754029000.0,
Total Non Current Assets,7386016000.0,8837779000.0,8754128000.0,8968159000.0,
Other Non Current Assets,66832000.0,77582000.0,90966000.0,144955000.0,
Defined Pension Benefit,175110000.0,183929000.0,213820000.0,197484000.0,
Non Current Prepaid Assets,36958000.0,42746000.0,46247000.0,52345000.0,
Non Current Deferred Assets,389783000.0,95117000.0,104097000.0,202691000.0,
Non Current Deferred Taxes Assets,389783000.0,95117000.0,100980000.0,201237000.0,
Non Current Accounts Receivable,42993000.0,1004289000.0,112006000.0,,
Financial Assets,3847000.0,1556000.0,7136000.0,5817000.0,
Investments And Advances,126387000.0,147965000.0,180183000.0,194649000.0,
Other Investments,126387000.0,147965000.0,180183000.0,194649000.0,
Goodwill And Other Intangible Assets,4389859000.0,4969973000.0,5710840000.0,5719908000.0,
Other Intangible Assets,2929445000.0,2991560000.0,3317033000.0,3294481000.0,
Goodwill,1460414000.0,1978413000.0,2393807000.0,2425427000.0,
Net PPE,2154247000.0,2314622000.0,2288833000.0,2450310000.0,
Accumulated Depreciation,-1134452000.0,-1075027000.0,-1087325000.0,-1060134000.0,
Gross PPE,3288699000.0,3389649000.0,3376158000.0,3510444000.0,
Other Properties,1330361000.0,1372182000.0,1247056000.0,1474434000.0,
Machinery Furniture Equipment,1006294000.0,1051093000.0,1072251000.0,1008530000.0,
Buildings And Improvements,886158000.0,896973000.0,965802000.0,949447000.0,
Land And Improvements,65886000.0,69401000.0,91049000.0,78033000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,4226947000.0,5152709000.0,4588080000.0,4785870000.0,
Other Current Assets,512011000.0,434737000.0,425622000.0,423877000.0,
Assets Held For Sale Current,,,0.0,587578000.0,611139000.0
Inventory,1766366000.0,2292790000.0,1418673000.0,1061839000.0,
Finished Goods,1718676000.0,2240215000.0,1353483000.0,983472000.0,
Work In Process,39539000.0,39508000.0,50774000.0,54386000.0,
Raw Materials,8151000.0,13067000.0,14416000.0,23981000.0,
Receivables,1273965000.0,1610295000.0,1467842000.0,1298020000.0,
Accounts Receivable,1273965000.0,1610295000.0,1467842000.0,1298020000.0,
Allowance For Doubtful Accounts Receivable,-26369000.0,-28075000.0,-27959000.0,-33654000.0,
Gross Accounts Receivable,1300334000.0,1638370000.0,1495801000.0,1331674000.0,
Cash Cash Equivalents And Short Term Investments,674605000.0,814887000.0,1275943000.0,1414556000.0,
Other Short Term Investments,,,0.0,598806000.0,0.0
Cash And Cash Equivalents,674605000.0,814887000.0,1275943000.0,815750000.0,
Cash Equivalents,226800000.0,439500000.0,,,
Cash Financial,447805000.0,375387000.0,,,
