,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,135252000.0,126661000.0,107742000.0,77909000.0
Ordinary Shares Number,244902000.0,253493000.0,272412000.0,302245000.0
Share Issued,380154000.0,380154000.0,380154000.0,380154000.0
Net Debt,255897000.0,2203530000.0,3126222000.0,2610571000.0
Total Debt,6842186000.0,6691350000.0,5684811000.0,5340580000.0
Tangible Book Value,13863772000.0,11172369000.0,10085286000.0,7890972000.0
Invested Capital,27579829000.0,24899076000.0,19507469000.0,16038907000.0
Working Capital,11791349000.0,10361940000.0,7642144000.0,6860802000.0
Net Tangible Assets,13863772000.0,11172369000.0,10085286000.0,7890972000.0
Capital Lease Obligations,202991000.0,206968000.0,193731000.0,90338000.0
Common Stock Equity,20940634000.0,18414694000.0,14016389000.0,10788665000.0
Total Capitalization,27400618000.0,24839995000.0,18798746000.0,15981001000.0
Total Equity Gross Minority Interest,22123754000.0,19569906000.0,14603794000.0,11231861000.0
Minority Interest,1183120000.0,1155212000.0,587405000.0,443196000.0
Stockholders Equity,20940634000.0,18414694000.0,14016389000.0,10788665000.0
Gains Losses Not Affecting Retained Earnings,-162072000.0,-137517000.0,-115282000.0,-118861000.0
Other Equity Adjustments,-162072000.0,-137517000.0,-115282000.0,-118861000.0
Treasury Stock,9987643000.0,8498243000.0,5835098000.0,2709675000.0
Retained Earnings,28762045000.0,24754873000.0,17674100000.0,11343852000.0
Additional Paid In Capital,2176243000.0,2143520000.0,2140608000.0,2121288000.0
Capital Stock,152061000.0,152061000.0,152061000.0,152061000.0
Common Stock,152061000.0,152061000.0,152061000.0,152061000.0
Total Liabilities Net Minority Interest,13216745000.0,12909304000.0,11219278000.0,8893533000.0
Total Non Current Liabilities Net Minority Interest,8622236000.0,8579560000.0,6061865000.0,6265673000.0
Other Non Current Liabilities,1973363000.0,1965873000.0,1100455000.0,993884000.0
Non Current Deferred Liabilities,,1965873000.0,1100455000.0,993884000.0
Long Term Debt And Capital Lease Obligation,6648873000.0,6613687000.0,4961410000.0,5271789000.0
Long Term Capital Lease Obligation,188889000.0,188386000.0,179053000.0,79453000.0
Long Term Debt,6459984000.0,6425301000.0,4782357000.0,5192336000.0
Current Liabilities,4594509000.0,4329744000.0,5157413000.0,2627860000.0
Current Debt And Capital Lease Obligation,193313000.0,77663000.0,723401000.0,68791000.0
Current Capital Lease Obligation,14102000.0,18582000.0,14678000.0,10885000.0
Current Debt,179211000.0,59081000.0,708723000.0,57906000.0
Other Current Borrowings,179211000.0,59081000.0,708723000.0,57906000.0
Payables And Accrued Expenses,4401196000.0,4252081000.0,4434012000.0,2559069000.0
Current Accrued Expenses,2380907000.0,2602558000.0,2322371000.0,1126910000.0
Payables,2020289000.0,1649523000.0,2111641000.0,1432159000.0
Other Payable,,163600000.0,143800000.0,
Dividends Payable,,130500000.0,137600000.0,
Accounts Payable,2020289000.0,1649523000.0,1830241000.0,1432159000.0
Total Assets,35340499000.0,32479210000.0,25823072000.0,20125394000.0
Total Non Current Assets,18954641000.0,17787526000.0,13023515000.0,10636732000.0
Other Non Current Assets,828012000.0,928281000.0,977594000.0,839929000.0
Goodwill And Other Intangible Assets,7076862000.0,7242325000.0,3931103000.0,2897693000.0
Other Intangible Assets,3108015000.0,3322265000.0,1103759000.0,668021000.0
Goodwill,3968847000.0,3920060000.0,2827344000.0,2229672000.0
Net PPE,11049767000.0,9616920000.0,8114818000.0,6899110000.0
Accumulated Depreciation,-11788982000.0,-11115127000.0,-10389649000.0,-9855493000.0
Gross PPE,22838749000.0,20732047000.0,18504467000.0,16754603000.0
Leases,,96000000.0,96000000.0,138000000.0
Construction In Progress,2121788000.0,1815638000.0,2039245000.0,1603416000.0
Other Properties,,558486000.0,558336000.0,558231000.0
Machinery Furniture Equipment,16328126000.0,15125653000.0,13119177000.0,12204738000.0
Buildings And Improvements,2550959000.0,2230672000.0,1845937000.0,1505913000.0
Land And Improvements,1183173000.0,905598000.0,845772000.0,744305000.0
Current Assets,16385858000.0,14691684000.0,12799557000.0,9488662000.0
Other Current Assets,724012000.0,789325000.0,316540000.0,573048000.0
Inventory,5577758000.0,5453531000.0,6011182000.0,3569089000.0
Receivables,2953311000.0,3591030000.0,3853972000.0,2298850000.0
Accounts Receivable,2953311000.0,3591030000.0,3853972000.0,2298850000.0
Allowance For Doubtful Accounts Receivable,-127200000.0,-200200000.0,-95400000.0,-51300000.0
Gross Accounts Receivable,3080511000.0,3791230000.0,3949372000.0,2350150000.0
Cash Cash Equivalents And Short Term Investments,7130777000.0,4857798000.0,2617863000.0,3047675000.0
Other Short Term Investments,747479000.0,576946000.0,253005000.0,408004000.0
Cash And Cash Equivalents,6383298000.0,4280852000.0,2364858000.0,2639671000.0
